Issue ID,Issue Key,Issue Name,Issue Volume,Category,Severity,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Response Time Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Session Duration in Second,Num Files Accessed,Login Attempts,Data Transfer MB,CPU Usage %,Memory Usage MB,Threat Score,Threat Level,Defense Action,Is Anomaly,Color
ISSUE-0892,KEY-0892,Malware Detected in Core System Components,1,Malware,Critical,Closed,Reporter 5,Assignee 17,2024-05-02 10:34:00,2024-08-18 10:34:00.000000,108,10,Critical,Legal,Steps to resolve Malware Detected in Core System Components,131627.97277359635,KRI,User_92,2024-05-03 09:55:00,data_modification,DE,USA,666,78,32.88441347956894,3449.5964107628315,80.1421411423004,17457.289187211725,7.85,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1,Red
ISSUE-0893,KEY-0893,Sudden Increase in Unfiltered Traffic,1,Network Security,High,In Progress,Reporter 10,Assignee 15,2025-02-23 22:19:00,2026-04-03 04:52:05.816519,235,10,Critical,IT,Steps to resolve Sudden Increase in Unfiltered Traffic,76316.09389326329,KPI,User_72,2025-02-24 20:20:00,login,DE,USA,567,32,41.17959708288755,139.25368501658036,58.03135216621091,13307.510467079004,7.2,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1,Orange-Red
ISSUE-0894,KEY-0894,Potential Non-Compliance Detected in Sensitive Data Handling,1,Legal Compliance,Medium,In Progress,Reporter 1,Assignee 8,2024-12-15 19:49:00,2026-01-31 04:52:05.816519,231,10,Critical,Sales,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,61015.14935441218,KRI,User_23,2024-12-16 05:13:00,file_access,CN,IN,3241,157,62.36876222801061,18171.63935744034,69.60785074748809,38651.85608000068,6.6,Medium,Routine Monitoring | Limit Data Transfer,1,Yellow
ISSUE-0895,KEY-0895,Potential Non-Compliance Detected in Sensitive Data Handling,1,Legal Compliance,Low,In Progress,Reporter 4,Assignee 4,2025-09-25 08:51:00,2026-04-17 04:52:05.816519,62,10,Critical,Operations,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,54191.61484057896,KRI,User_100,2025-09-25 19:59:00,data_modification,FR,AU,2059,71,49.29497541472894,618.517469653474,67.27770604078427,28923.714978585343,5.85,Medium,Log Activity for Reference | Limit Data Transfer,1,Light Yellow
ISSUE-0896,KEY-0896,Unanticipated Increase in Risk Exposure,1,Risk Exposure,High,Open,Reporter 2,Assignee 7,2024-06-15 13:27:00,2026-04-22 04:52:05.816519,239,10,Critical,Operations,Steps to resolve Unanticipated Increase in Risk Exposure,97227.54165190124,KRI,User_6,2024-06-16 00:02:00,data_modification,Unknown,JP,9,142,81.2426170678099,21827.642137528477,67.89576284526217,5545.68232543881,7.05,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1,Orange-Red
ISSUE-0897,KEY-0897,Delayed Patching of Critical Vulnerabilities,1,Vulnerability Remediation,High,Resolved,Reporter 9,Assignee 18,2023-11-22 15:46:00,2023-12-25 15:46:00.000000,33,10,Critical,Sales,Steps to resolve Delayed Patching of Critical Vulnerabilities,92357.38377836264,KPI,User_15,2023-11-23 03:28:00,file_access,EU,CANADA,7129,133,49.3883388892589,853.3502847310323,100.0,76517.31458204254,7.5,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1,Orange-Red
ISSUE-0898,KEY-0898,Targeted Phishing Campaign Against Executives,1,Phishing Attack,High,Resolved,Reporter 9,Assignee 20,2025-03-24 11:30:00,2025-03-30 11:30:00.000000,6,10,Critical,Legal,Steps to resolve Targeted Phishing Campaign Against Executives,34808.57853146471,KRI,User_67,2025-03-25 11:07:00,login,CANADA,AU,151,28,26.50181830429782,84.02566065240175,38.92518896606323,9271.142332604255,6.75,Medium,Schedule Investigation,1,Yellow-Orange
ISSUE-0899,KEY-0899,Delayed Patching of Critical Vulnerabilities,1,Vulnerability Remediation,Medium,Open,Reporter 5,Assignee 7,2025-05-04 00:12:00,2025-12-02 04:52:05.816519,147,10,Critical,Legal,Steps to resolve Delayed Patching of Critical Vulnerabilities,33034.399065274614,KPI,User_58,2025-05-04 14:06:00,login,USA,AU,2244,30,47.900540079698075,957.4198280180701,92.94706287528149,32886.708007075635,6.75,Medium,Routine Monitoring | Limit Data Transfer,1,Yellow
ISSUE-0900,KEY-0900,Targeted Phishing Campaign Against Executives,1,Phishing Attack,Critical,In Progress,Reporter 2,Assignee 3,2023-07-09 19:13:00,2026-05-10 04:52:05.816519,183,10,Critical,Operations,Steps to resolve Targeted Phishing Campaign Against Executives,157700.68279020351,KRI,User_63,2023-07-10 07:38:00,file_access,Unknown,UK,6348,94,47.36904826669036,163.76126934156963,100.0,71499.82696584947,8.0,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1,Red
ISSUE-0901,KEY-0901,Significant Number of Untracked Devices,1,Asset Inventory Accuracy,High,In Progress,Reporter 1,Assignee 20,2023-09-25 06:04:00,2026-02-25 04:52:05.816519,174,10,Critical,HR,Steps to resolve Significant Number of Untracked Devices,63898.22615609411,KPI,User_3,2023-09-25 13:32:00,file_access,IN,AU,1080,158,57.43240334351121,580.9966007214648,74.73576916208005,17622.35955496157,7.35,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1,Orange-Red
ISSUE-0902,KEY-0902,Weak Access Controls on Critical Cloud Resources,1,Cloud Security Posture,Critical,In Progress,Reporter 6,Assignee 10,2024-03-22 06:34:00,2026-02-02 04:52:05.816519,130,10,Critical,C-Suite Executives,Steps to resolve Weak Access Controls on Critical Cloud Resources,146397.10409773543,KRI,User_50,2024-03-23 02:32:00,data_modification,JP,CANADA,9752,156,76.2984905031085,606.7740585218774,100.0,104718.48609552681,8.0,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1,Red
ISSUE-0903,KEY-0903,Targeted Phishing Campaign Against Executives,1,Phishing Attack,High,Open,Reporter 6,Assignee 7,2025-01-17 22:03:00,2026-05-27 04:52:05.816519,164,10,Critical,Operations,Steps to resolve Targeted Phishing Campaign Against Executives,87993.78603868214,KRI,User_3,2025-01-18 21:17:00,data_modification,FR,JP,7837,125,60.95726792195404,212.4086896195318,100.0,89146.4381514511,7.5,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1,Orange-Red
ISSUE-0904,KEY-0904,Weak Access Controls on Critical Cloud Resources,1,Cloud Security Posture,Critical,In Progress,Reporter 4,Assignee 1,2024-05-29 02:15:00,2025-12-17 04:52:05.816519,89,10,Critical,External Contractors,Steps to resolve Weak Access Controls on Critical Cloud Resources,85143.11411531156,KRI,User_94,2024-05-29 08:38:00,file_access,IN,Unknown,2384,166,47.40682013876189,99.33784735753285,84.85213988700092,29998.759219826537,7.75,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,1,Red
ISSUE-0905,KEY-0905,High-Volume Distributed Denial-of-Service Attack from Multiple Sources,1,DDOS,Critical,Resolved,Reporter 2,Assignee 4,2024-05-28 11:54:00,2024-11-07 11:54:00.000000,163,10,Critical,HR,Steps to resolve High-Volume Distributed Denial-of-Service Attack from Multiple Sources,94656.26186498755,KRI,User_81,2024-05-28 21:24:00,file_access,DE,CANADA,2460,85,57.428094453367706,336.56563440513094,52.0677269829128,33764.45504745633,7.7,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1,Red
ISSUE-0906,KEY-0906,Unassessed High-Risk Areas,1,Risk Assessment Coverage,High,Closed,Reporter 6,Assignee 12,2024-04-08 03:15:00,2024-10-15 03:15:00.000000,190,10,Critical,Legal,Steps to resolve Unassessed High-Risk Areas,35629.83636469343,KPI,User_93,2024-04-08 10:51:00,login,EU,IN,3382,45,34.750728359735135,413.05202247426473,76.4597952488173,43349.02484239351,7.35,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1,Orange-Red
ISSUE-0907,KEY-0907,High Frequency of Policy Violations,1,Management Oversight,High,Open,Reporter 1,Assignee 17,2023-12-28 09:44:00,2026-03-25 04:52:05.816519,207,10,Critical,Finance,Steps to resolve High Frequency of Policy Violations,88058.26399972239,KPI,User_75,2023-12-28 22:08:00,file_access,UK,JP,2878,141,76.80992166702546,187.45307543792396,74.99351634214909,40722.81140223108,7.35,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1,Orange-Red
ISSUE-0908,KEY-0908,Unassessed High-Risk Areas,1,Risk Assessment Coverage,High,Closed,Reporter 7,Assignee 18,2024-03-12 05:13:00,2024-06-02 05:13:00.000000,82,10,Critical,IT,Steps to resolve Unassessed High-Risk Areas,84090.31154432819,KPI,User_7,2024-03-12 07:06:00,data_modification,JP,UK,3297,83,31.156365782022995,106.19486150119528,84.04441350691151,42914.431218643906,7.35,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1,Orange-Red
ISSUE-0909,KEY-0909,Ineffective Access Controls in High-Sensitivity Areas,1,Control Effectiveness,High,In Progress,Reporter 6,Assignee 20,2024-03-26 22:12:00,2026-04-07 04:52:05.816519,162,10,Critical,HR,Steps to resolve Ineffective Access Controls in High-Sensitivity Areas,64700.752333056465,KPI,User_53,2024-03-27 10:52:00,login,Unknown,IN,2258,39,59.68402428845995,97.45808407368422,55.161764664488985,32652.81787866448,7.1000000000000005,High,Restrict User Activity & Monitor Logs | Lock Account & Alert,1,Orange-Red
ISSUE-0910,KEY-0910,Malware Detected in Core System Components,1,Malware,High,In Progress,Reporter 8,Assignee 2,2025-02-02 23:21:00,2026-02-19 04:52:05.816519,407,10,Critical,Legal,Steps to resolve Malware Detected in Core System Components,91697.47007722469,KRI,User_34,2025-02-03 10:49:00,login,IN,EU,471,28,39.25182136839578,164.29194786839696,56.46746826723923,12187.613387242298,7.2,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1,Orange-Red
ISSUE-0911,KEY-0911,Unanticipated Increase in Risk Exposure,1,Risk Exposure,Critical,Open,Reporter 6,Assignee 9,2023-09-18 23:31:00,2025-12-05 04:52:05.816519,131,10,Critical,HR,Steps to resolve Unanticipated Increase in Risk Exposure,92965.51378483456,KRI,User_91,2023-09-19 01:44:00,login,FR,EU,71,32,39.7635591276413,330.36764793301364,40.01933777187965,12043.462740670913,7.7,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1,Red
ISSUE-0912,KEY-0912,Unanticipated Increase in Risk Exposure,1,Risk Exposure,Critical,Open,Reporter 1,Assignee 7,2025-05-22 05:44:00,2026-01-31 04:52:05.816519,233,10,Critical,External Contractors,Steps to resolve Unanticipated Increase in Risk Exposure,80451.70904827528,KRI,User_10,2025-05-22 14:55:00,login,JP,AU,187,44,61.23742611942706,134.89351271775877,70.82175904366122,10584.357573588752,7.85,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1,Red
ISSUE-0913,KEY-0913,Unassessed High-Risk Areas,1,Risk Assessment Coverage,Critical,Resolved,Reporter 6,Assignee 7,2023-11-24 15:29:00,2024-03-30 15:29:00.000000,127,10,Critical,C-Suite Executives,Steps to resolve Unassessed High-Risk Areas,139931.81777153647,KPI,User_43,2023-11-25 14:18:00,file_access,DE,CN,1491,126,63.004295999495746,241.8146007559469,65.32832137778338,19937.32576656648,7.85,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1,Red
ISSUE-0914,KEY-0914,Unanticipated Increase in Risk Exposure,1,Risk Exposure,High,In Progress,Reporter 3,Assignee 19,2023-09-12 21:19:00,2026-03-23 04:52:05.816519,139,10,Critical,Finance,Steps to resolve Unanticipated Increase in Risk Exposure,89976.93599922689,KRI,User_22,2023-09-12 21:19:00,login,Unknown,EU,305,43,78.80085657446345,312.15940611425094,61.718374640051415,13695.912783191594,7.35,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1,Orange-Red
ISSUE-0915,KEY-0915,Newly Discovered Vulnerabilities in Core Systems,1,System Vulnerability,High,Open,Reporter 1,Assignee 16,2023-04-13 04:19:00,2026-04-13 04:52:05.816519,179,10,Critical,Operations,Steps to resolve Newly Discovered Vulnerabilities in Core Systems,97027.00701644034,KPI,User_53,2023-04-14 03:55:00,file_access,DE,FR,383,142,63.66580755054255,243.36955088868592,60.51461686491831,11587.296772973925,7.35,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1,Orange-Red
ISSUE-0916,KEY-0916,Unassessed High-Risk Areas,1,Risk Assessment Coverage,High,Open,Reporter 10,Assignee 5,2025-08-12 05:25:00,2026-03-19 04:52:05.816519,187,10,Critical,IT,Steps to resolve Unassessed High-Risk Areas,70917.21037830145,KPI,User_2,2025-08-12 09:39:00,data_modification,JP,Unknown,6844,155,85.35513118272945,534.0295575973612,83.25957238218655,76282.75737893299,7.35,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1,Orange-Red
ISSUE-0917,KEY-0917,Ineffective Access Controls in High-Sensitivity Areas,1,Control Effectiveness,Medium,Open,Reporter 5,Assignee 16,2024-08-09 05:17:00,2026-03-19 04:52:05.816519,93,10,Critical,Operations,Steps to resolve Ineffective Access Controls in High-Sensitivity Areas,63312.33775768592,KPI,User_4,2024-08-09 22:17:00,file_access,USA,DE,470,84,35.19460086665916,3674.739559878669,88.15882731013505,13034.01462582577,6.75,Medium,Routine Monitoring | Limit Data Transfer,1,Yellow
ISSUE-0918,KEY-0918,Unusual Data Transfer Volumes Detected,1,Data Breach,Critical,Open,Reporter 9,Assignee 1,2025-04-15 02:05:00,2025-12-10 04:52:05.816519,218,10,Critical,Sales,Steps to resolve Unusual Data Transfer Volumes Detected,414035.58517517947,KRI,User_40,2025-04-15 18:54:00,data_modification,EU,UK,8430,141,66.14645947153579,363.14579389676294,100.0,91019.01452704472,8.0,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1,Red
ISSUE-0919,KEY-0919,Targeted Phishing Campaign Against Executives,1,Phishing Attack,High,Open,Reporter 4,Assignee 13,2024-03-07 06:41:00,2025-12-08 04:52:05.816519,130,10,Critical,C-Suite Executives,Steps to resolve Targeted Phishing Campaign Against Executives,84228.61730942302,KRI,User_76,2024-03-07 10:33:00,data_modification,CANADA,DE,7388,72,58.87333046254487,155.7128280245887,91.00612371747027,80825.46532393381,7.5,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1,Orange-Red
ISSUE-0920,KEY-0920,Critical Issues Not Detected in Last Penetration Test,1,Penetration Testing Effectiveness,High,Open,Reporter 4,Assignee 6,2025-03-10 04:38:00,2026-02-03 04:52:05.816519,99,10,Critical,C-Suite Executives,Steps to resolve Critical Issues Not Detected in Last Penetration Test,87043.25945315795,KPI,User_8,2025-03-10 07:17:00,data_modification,CANADA,IN,5027,65,55.35581669706001,1543.3693488671338,73.00606353644628,60597.116840938135,7.35,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1,Orange-Red
ISSUE-0921,KEY-0921,Unusual Data Access from External Locations,1,Data Leak,High,In Progress,Reporter 5,Assignee 16,2025-07-20 05:51:00,2026-03-27 04:52:05.816519,158,10,Critical,Legal,Steps to resolve Unusual Data Access from External Locations,39368.87178317683,KRI,User_86,2025-07-20 23:46:00,file_access,Unknown,JP,323,117,30.792629143741653,1344.7049951710765,34.622839172191206,7386.987746594458,7.05,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1,Orange-Red
ISSUE-0922,KEY-0922,Targeted Phishing Campaign Against Executives,1,Phishing Attack,High,Open,Reporter 7,Assignee 16,2024-10-22 09:01:00,2026-03-19 04:52:05.816519,200,10,Critical,External Contractors,Steps to resolve Targeted Phishing Campaign Against Executives,53095.83043312595,KRI,User_56,2024-10-23 06:53:00,file_access,CN,JP,422,103,43.27257711696815,2283.0742298400583,100.0,12981.258589959116,7.5,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1,Orange-Red
ISSUE-0923,KEY-0923,Spike in Unauthorized Access Attempts,1,Unauthorized Access,Critical,Open,Reporter 10,Assignee 17,2024-03-26 02:57:00,2026-05-06 04:52:05.816519,142,10,Critical,IT,Steps to resolve Spike in Unauthorized Access Attempts,326050.9808155756,KRI,User_75,2024-03-26 06:04:00,data_modification,DE,AU,12836,144,74.92266392559037,305.76401327230485,100.0,139809.45503936245,8.0,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1,Red
ISSUE-0924,KEY-0924,Weak Access Controls on Critical Cloud Resources,1,Cloud Security Posture,High,Closed,Reporter 8,Assignee 4,2025-02-19 03:41:00,2025-07-04 03:41:00.000000,135,10,Critical,Legal,Steps to resolve Weak Access Controls on Critical Cloud Resources,40585.84894602751,KRI,User_97,2025-02-19 12:11:00,file_access,CN,IN,1117,125,38.192559552065006,285.9710811972791,95.01131308559485,21391.279909298188,7.5,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1,Orange-Red
ISSUE-0925,KEY-0925,High-Volume Distributed Denial-of-Service Attack from Multiple Sources,1,DDOS,Medium,Resolved,Reporter 5,Assignee 2,2024-01-03 04:16:00,2024-01-04 04:16:00.000000,1,10,Critical,Operations,Steps to resolve High-Volume Distributed Denial-of-Service Attack from Multiple Sources,59489.0578054996,KRI,User_5,2024-01-03 17:43:00,data_modification,FR,USA,2204,134,68.2016167988431,3397.9027173545187,53.907979471413626,33302.199376080214,6.05,Medium,Routine Monitoring | Limit Data Transfer,1,Yellow
ISSUE-0926,KEY-0926,Newly Discovered Vulnerabilities in Core Systems,1,System Vulnerability,Low,Closed,Reporter 6,Assignee 2,2024-12-04 04:23:00,2024-12-20 04:23:00.000000,16,10,Critical,Operations,Steps to resolve Newly Discovered Vulnerabilities in Core Systems,51255.270629220075,KPI,User_91,2024-12-04 19:18:00,data_modification,Unknown,USA,9109,126,71.22854592039798,4095.636666135668,98.10957693941361,100590.32604725701,6.0,Medium,Log Activity for Reference | Limit Data Transfer,1,Light Yellow
ISSUE-0927,KEY-0927,Multiple Unauthorized Access Attempts Detected,1,Access Control,Critical,Closed,Reporter 9,Assignee 2,2023-10-18 04:24:00,2024-04-15 04:24:00.000000,180,10,Critical,Sales,Steps to resolve Multiple Unauthorized Access Attempts Detected,148356.75944552012,KPI,User_4,2023-10-18 19:33:00,login,CN,DE,347,22,37.367625784550086,25.730435511210608,83.91517182122908,9606.88051623252,7.499999999999999,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,1,Red
ISSUE-0928,KEY-0928,Sudden Increase in Unfiltered Traffic,1,Network Security,Critical,Resolved,Reporter 9,Assignee 18,2023-03-04 08:12:00,2023-03-25 08:12:00.000000,21,10,Critical,External Contractors,Steps to resolve Sudden Increase in Unfiltered Traffic,74451.0577549314,KPI,User_43,2023-03-04 21:15:00,file_access,DE,CN,1827,156,53.286799218545035,257.01323724709545,53.6079523274742,25118.95502711562,7.7,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1,Red
ISSUE-0929,KEY-0929,Supplier Network Breach Exposure,1,Procurement Security,High,Open,Reporter 2,Assignee 18,2025-08-13 10:23:00,2026-04-07 04:52:05.816519,143,10,Critical,External Contractors,Steps to resolve Supplier Network Breach Exposure,44948.11745050916,KPI,User_74,2025-08-13 23:11:00,login,DE,Unknown,411,26,61.69284029862635,65.31717223344504,41.94012831180686,11661.220921920283,7.1000000000000005,High,Restrict User Activity & Monitor Logs | Lock Account & Alert,1,Orange-Red
ISSUE-0930,KEY-0930,High-Volume Distributed Denial-of-Service Attack from Multiple Sources,1,DDOS,High,In Progress,Reporter 3,Assignee 20,2023-04-20 22:42:00,2026-01-21 04:52:05.816519,41,10,Critical,Sales,Steps to resolve High-Volume Distributed Denial-of-Service Attack from Multiple Sources,89917.37132448558,KRI,User_10,2023-04-21 09:23:00,login,DE,IN,1504,37,75.68628968891352,52.39459325023287,55.96119572335516,27452.616696038152,7.1000000000000005,High,Restrict User Activity & Monitor Logs | Lock Account & Alert,1,Orange-Red
ISSUE-0931,KEY-0931,Ineffective Access Controls in High-Sensitivity Areas,1,Control Effectiveness,Medium,Closed,Reporter 10,Assignee 4,2024-04-24 05:49:00,2024-08-01 05:49:00.000000,99,10,Critical,C-Suite Executives,Steps to resolve Ineffective Access Controls in High-Sensitivity Areas,55526.10050395864,KPI,User_84,2024-04-24 14:07:00,file_access,DE,CN,6258,111,78.53834607286149,6.404385522278437,100.0,67683.92431743552,6.55,Medium,Routine Monitoring,1,Yellow
ISSUE-0932,KEY-0932,Malware Detected in Core System Components,1,Malware,Critical,In Progress,Reporter 9,Assignee 6,2023-08-29 02:51:00,2026-02-26 04:52:05.816519,191,10,Critical,IT,Steps to resolve Malware Detected in Core System Components,279436.51453771535,KRI,User_88,2023-08-29 08:07:00,data_modification,CANADA,DE,7012,167,76.83881386610241,2412.7423314448733,84.81139131100707,79161.98834873491,7.85,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1,Red
ISSUE-0933,KEY-0933,Unanticipated Increase in Risk Exposure,1,Risk Exposure,Critical,Resolved,Reporter 9,Assignee 3,2023-10-28 06:38:00,2023-11-23 06:38:00.000000,26,10,Critical,Finance,Steps to resolve Unanticipated Increase in Risk Exposure,148101.27859220206,KRI,User_22,2023-10-29 03:14:00,file_access,CANADA,UK,1164,161,78.80085657446345,75.04457586579814,73.7193029375297,20672.424482964274,7.75,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,1,Red
ISSUE-0934,KEY-0934,Unanticipated Increase in Risk Exposure,1,Risk Exposure,Medium,Resolved,Reporter 3,Assignee 8,2023-06-09 19:03:00,2023-08-28 19:03:00.000000,80,10,Critical,Sales,Steps to resolve Unanticipated Increase in Risk Exposure,74246.23931088074,KRI,User_62,2023-06-10 08:59:00,data_modification,IN,AU,6367,149,74.32598208191436,2783.706037586919,100.0,70846.93078275328,6.75,Medium,Routine Monitoring | Limit Data Transfer,1,Yellow
ISSUE-0935,KEY-0935,Spike in Unauthorized Access Attempts,1,Unauthorized Access,Critical,Resolved,Reporter 7,Assignee 19,2025-09-28 05:51:00,2025-11-06 05:51:00.000000,39,10,Critical,Finance,Steps to resolve Spike in Unauthorized Access Attempts,336541.10266470694,KRI,User_45,2025-09-28 16:58:00,file_access,FR,CN,1667,140,73.71622587549734,635.2675883390241,79.5913733078421,22328.608254594994,7.85,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1,Red
ISSUE-0936,KEY-0936,Unusual Data Access from External Locations,1,Data Leak,Critical,In Progress,Reporter 5,Assignee 10,2025-09-18 04:02:00,2026-03-30 04:52:05.816519,392,10,Critical,Legal,Steps to resolve Unusual Data Access from External Locations,58348.22065673227,KRI,User_50,2025-09-18 21:37:00,file_access,UK,EU,11087,203,34.678134953858574,171.40024474115862,97.33553485020963,117652.3429945168,8.0,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1,Red
ISSUE-0937,KEY-0937,Multiple Unauthorized Access Attempts Detected,1,Access Control,Critical,Closed,Reporter 7,Assignee 3,2023-07-31 06:58:00,2024-01-03 06:58:00.000000,156,10,Critical,Legal,Steps to resolve Multiple Unauthorized Access Attempts Detected,59861.08956673095,KPI,User_34,2023-08-01 05:20:00,file_access,AU,CANADA,1488,156,39.25182136839578,5419.883960526486,65.3188899420982,23414.09560636152,7.85,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1,Red
ISSUE-0938,KEY-0938,Unusual Data Transfer Volumes Detected,1,Data Breach,Critical,Resolved,Reporter 5,Assignee 17,2024-06-16 18:27:00,2024-10-12 18:27:00.000000,118,10,Critical,Operations,Steps to resolve Unusual Data Transfer Volumes Detected,419332.0603175884,KRI,User_17,2024-06-16 21:20:00,data_modification,USA,JP,4563,122,60.92365393998732,111.10613972247833,68.3210010147644,50030.707554944966,7.85,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1,Red
ISSUE-0939,KEY-0939,Supplier Network Breach Exposure,1,Procurement Security,Medium,Open,Reporter 2,Assignee 17,2025-04-26 14:08:00,2026-02-18 04:52:05.816519,95,10,Critical,C-Suite Executives,Steps to resolve Supplier Network Breach Exposure,62999.59994925823,KPI,User_83,2025-04-26 15:10:00,file_access,Unknown,UK,57,160,72.7945032795136,482.1853725056242,70.16244268791444,7314.692063735344,6.449999999999999,Medium,Routine Monitoring | Limit Data Transfer,1,Yellow
ISSUE-0940,KEY-0940,Delayed Patching of Critical Vulnerabilities,1,Vulnerability Remediation,High,Resolved,Reporter 7,Assignee 19,2023-11-17 15:54:00,2024-02-21 15:54:00.000000,96,10,Critical,Legal,Steps to resolve Delayed Patching of Critical Vulnerabilities,41832.13476801609,KPI,User_51,2023-11-18 01:25:00,data_modification,FR,CANADA,812,77,27.769621047430007,288.68943632299596,67.00079328748969,16754.624034945173,7.35,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1,Orange-Red
ISSUE-0941,KEY-0941,Supplier Network Breach Exposure,1,Procurement Security,Medium,Closed,Reporter 5,Assignee 20,2024-04-24 04:41:00,2024-06-14 04:41:00.000000,51,10,Critical,Sales,Steps to resolve Supplier Network Breach Exposure,62101.32195124434,KPI,User_74,2024-04-24 08:27:00,login,Unknown,CN,528,23,45.68270599877579,37.489023704372464,53.755073421633135,14959.585782487258,6.25,Medium,Routine Monitoring,1,Yellow
ISSUE-0942,KEY-0942,Multiple Unauthorized Access Attempts Detected,1,Access Control,Medium,Resolved,Reporter 8,Assignee 5,2025-04-11 21:28:00,2025-06-20 21:28:00.000000,70,10,Critical,IT,Steps to resolve Multiple Unauthorized Access Attempts Detected,50858.34874224567,KPI,User_96,2025-04-12 16:43:00,data_modification,FR,EU,9422,155,85.44564146055221,20158.36701101038,81.56629203158333,98533.36636839606,6.6,Medium,Routine Monitoring | Limit Data Transfer,1,Yellow
ISSUE-0943,KEY-0943,Unusual Data Transfer Volumes Detected,1,Data Breach,High,Open,Reporter 7,Assignee 18,2025-01-12 21:55:00,2026-02-07 04:52:05.816519,245,10,Critical,Sales,Steps to resolve Unusual Data Transfer Volumes Detected,240865.09861574072,KRI,User_49,2025-01-13 07:42:00,data_modification,Unknown,IN,1870,167,78.9236913931021,1563.2989363784536,73.39605025062592,28032.938325497737,7.35,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1,Orange-Red
ISSUE-0944,KEY-0944,High Frequency of Policy Violations,1,Management Oversight,High,Open,Reporter 1,Assignee 9,2023-12-12 14:01:00,2025-12-05 04:52:05.816519,123,10,Critical,Legal,Steps to resolve High Frequency of Policy Violations,34756.34939479575,KPI,User_28,2023-12-13 09:43:00,file_access,Unknown,USA,77,183,73.00772667930616,1049.747059765268,49.79630022888445,10474.85073285484,7.2,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1,Orange-Red
ISSUE-0945,KEY-0945,Unanticipated Increase in Risk Exposure,1,Risk Exposure,Critical,Open,Reporter 9,Assignee 20,2023-08-04 01:45:00,2026-02-26 04:52:05.816519,357,10,Critical,Sales,Steps to resolve Unanticipated Increase in Risk Exposure,154759.50772683305,KRI,User_54,2023-08-04 15:50:00,data_modification,IN,UK,3148,97,53.38765262448409,423.0893532028731,55.1993254313041,40044.79532393982,7.7,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1,Red
