Issue ID,Issue Key,Issue Name,Issue Volume,Category,Severity,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Response Time Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Session Duration in Second,Num Files Accessed,Login Attempts,Data Transfer MB,CPU Usage %,Memory Usage MB,Threat Score,Threat Level,Defense Action,Is Anomaly
ISSUE-0965,KEY-0965,Unassessed High-Risk Areas,1,Risk Assessment Coverage,Medium,Open,Reporter 6,Assignee 17,2023-10-28 15:45:00,2026-04-09 04:52:05.816519,43,10,Critical,C-Suite Executives,Steps to resolve Unassessed High-Risk Areas,55789.92622277819,KPI,User_38,2023-10-29 11:59:00,data_modification,CANADA,UK,961,143,84.40627171546998,1000.038721494974,82.11561748219411,14557.558561000058,6.6,Medium,Routine Monitoring | Limit Data Transfer,1
ISSUE-0966,KEY-0966,Unassessed High-Risk Areas,1,Risk Assessment Coverage,Medium,Open,Reporter 4,Assignee 1,2025-02-15 22:44:00,2025-12-10 04:52:05.816519,87,10,Critical,External Contractors,Steps to resolve Unassessed High-Risk Areas,33114.89976550528,KPI,User_13,2025-02-16 00:59:00,file_access,FR,UK,1435,111,42.126593803693524,758.9670740142424,94.12467403383516,19886.028543809025,6.75,Medium,Routine Monitoring | Limit Data Transfer,1
ISSUE-0967,KEY-0967,Multiple Unauthorized Access Attempts Detected,1,Access Control,Critical,Open,Reporter 8,Assignee 16,2023-02-28 23:12:00,2026-03-30 04:52:05.816519,42,10,Critical,Legal,Steps to resolve Multiple Unauthorized Access Attempts Detected,74322.3780623148,KPI,User_82,2023-03-01 18:47:00,login,AU,CN,205,23,45.17269987753607,22.77219284970105,61.62829654960868,10223.146347989727,7.6499999999999995,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,1
ISSUE-0968,KEY-0968,High-Volume Distributed Denial-of-Service Attack from Multiple Sources,1,DDOS,High,Open,Reporter 5,Assignee 5,2025-05-30 02:11:00,2026-04-08 04:52:05.816519,245,10,Critical,C-Suite Executives,Steps to resolve High-Volume Distributed Denial-of-Service Attack from Multiple Sources,81797.63405523132,KRI,User_7,2025-05-30 08:18:00,file_access,JP,DE,6072,62,36.01300442958662,344.45051846977304,100.0,68915.05459739522,7.5,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0969,KEY-0969,Unanticipated Increase in Risk Exposure,1,Risk Exposure,Critical,Resolved,Reporter 7,Assignee 2,2023-04-29 21:36:00,2024-07-21 21:36:00.000000,449,10,Critical,HR,Steps to resolve Unanticipated Increase in Risk Exposure,99118.21317464094,KRI,User_25,2023-04-29 21:52:00,login,FR,USA,412,26,44.96318487333002,30.201939664872153,64.8823757363104,13688.354417902327,7.6499999999999995,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,1
ISSUE-0970,KEY-0970,Multiple Unauthorized Access Attempts Detected,1,Access Control,Critical,Closed,Reporter 4,Assignee 4,2025-01-30 22:56:00,2025-03-06 22:56:00.000000,35,10,Critical,IT,Steps to resolve Multiple Unauthorized Access Attempts Detected,137077.51727110782,KPI,User_66,2025-01-31 07:42:00,data_modification,AU,IN,4238,175,60.23568182838743,533.0792510976498,88.6219241826243,50038.0452992586,8.0,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0971,KEY-0971,Spike in Unauthorized Access Attempts,1,Unauthorized Access,High,Resolved,Reporter 10,Assignee 13,2024-10-10 18:48:00,2024-10-31 18:48:00.000000,21,10,Critical,Sales,Steps to resolve Spike in Unauthorized Access Attempts,209931.46139701756,KRI,User_92,2024-10-11 15:06:00,file_access,EU,UK,2599,103,54.609845305563304,9.093568521041007,95.42052626484443,32201.644424907638,7.3,High,Restrict User Activity & Monitor Logs | Lock Account & Alert,1
ISSUE-0972,KEY-0972,Spike in Unauthorized Access Attempts,1,Unauthorized Access,Critical,In Progress,Reporter 4,Assignee 14,2024-12-09 01:33:00,2025-12-21 04:52:05.816519,177,10,Critical,Operations,Steps to resolve Spike in Unauthorized Access Attempts,359354.8192238293,KRI,User_10,2024-12-09 05:24:00,data_modification,CANADA,USA,5260,145,73.29617556129733,6026.581971175725,79.2009130474551,58454.3651321864,7.85,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0973,KEY-0973,Malware Detected in Core System Components,1,Malware,Critical,In Progress,Reporter 2,Assignee 12,2025-05-23 06:53:00,2025-12-13 04:52:05.816519,138,10,Critical,Operations,Steps to resolve Malware Detected in Core System Components,302172.8130947376,KRI,User_17,2025-05-24 01:16:00,login,UK,AU,559,43,70.92365393998732,142.19379138121917,34.69014082639103,14040.18682714744,7.7,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0974,KEY-0974,Lack of Updated Risk Management Procedures,1,Risk Management Maturity,High,Open,Reporter 2,Assignee 14,2024-10-05 04:36:00,2025-12-05 04:52:05.816519,156,10,Critical,Legal,Steps to resolve Lack of Updated Risk Management Procedures,37278.24852481834,KPI,User_40,2024-10-05 12:03:00,data_modification,IN,AU,855,139,42.29377608807429,11303.463806468677,50.36007446789842,20674.521637797843,7.2,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0975,KEY-0975,Multiple Unauthorized Access Attempts Detected,1,Access Control,High,Closed,Reporter 7,Assignee 15,2025-01-20 23:56:00,2025-03-27 23:56:00.000000,66,10,Critical,Sales,Steps to resolve Multiple Unauthorized Access Attempts Detected,86317.36807255773,KPI,User_95,2025-01-21 11:07:00,data_modification,USA,CANADA,6503,152,66.96922203836834,1094.370941448532,57.7609092957445,71041.74141885998,7.2,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0976,KEY-0976,Weak Access Controls on Critical Cloud Resources,1,Cloud Security Posture,Critical,Closed,Reporter 3,Assignee 18,2025-01-29 12:49:00,2025-05-24 12:49:00.000000,115,10,Critical,C-Suite Executives,Steps to resolve Weak Access Controls on Critical Cloud Resources,145745.41126882343,KRI,User_95,2025-01-30 05:54:00,file_access,IN,AU,5855,142,85.04483401577109,324691.4952424089,92.91847824461561,64320.466703874095,8.0,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0977,KEY-0977,Ineffective Access Controls in High-Sensitivity Areas,1,Control Effectiveness,High,Resolved,Reporter 5,Assignee 19,2023-06-29 19:09:00,2023-09-18 19:09:00.000000,81,10,Critical,Legal,Steps to resolve Ineffective Access Controls in High-Sensitivity Areas,42545.067907059485,KPI,User_59,2023-06-30 13:47:00,file_access,CN,Unknown,2970,191,54.31954329816941,13412.226817302686,98.71426564747362,34482.856573609664,7.5,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0978,KEY-0978,Delayed Patching of Critical Vulnerabilities,1,Vulnerability Remediation,Critical,In Progress,Reporter 8,Assignee 7,2023-02-08 00:48:00,2026-03-08 04:52:05.816519,50,10,Critical,HR,Steps to resolve Delayed Patching of Critical Vulnerabilities,95461.05350856904,KPI,User_2,2023-02-08 09:14:00,data_modification,USA,JP,826,144,67.13131117442971,1866.8382625393144,43.46725463632867,17543.67733646412,7.7,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0979,KEY-0979,Malware Detected in Core System Components,1,Malware,Critical,Open,Reporter 6,Assignee 15,2025-06-15 03:56:00,2026-05-20 04:52:05.816519,157,10,Critical,C-Suite Executives,Steps to resolve Malware Detected in Core System Components,295305.197954794,KRI,User_93,2025-06-15 11:14:00,data_modification,EU,DE,26651,105,54.917904815888484,1223.7163446723268,100.0,273981.3791892643,8.0,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0980,KEY-0980,Unusual Data Transfer Volumes Detected,1,Data Breach,High,In Progress,Reporter 10,Assignee 11,2024-11-29 01:33:00,2026-03-13 04:52:05.816519,146,10,Critical,Sales,Steps to resolve Unusual Data Transfer Volumes Detected,242240.02688711463,KRI,User_19,2024-11-29 07:25:00,file_access,JP,IN,4771,132,63.69448509877271,287.3511235852451,90.92728403799698,55269.28942243192,7.5,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0981,KEY-0981,Malware Detected in Core System Components,1,Malware,Critical,Open,Reporter 6,Assignee 11,2024-02-23 03:01:00,2026-02-20 04:52:05.816519,360,10,Critical,Legal,Steps to resolve Malware Detected in Core System Components,129471.41633972687,KRI,User_8,2024-02-23 09:56:00,file_access,Unknown,CN,453,109,25.108858203294403,1467.5731882674822,70.90732410523078,12564.439589261628,7.85,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0982,KEY-0982,Delayed Patching of Critical Vulnerabilities,1,Vulnerability Remediation,Critical,In Progress,Reporter 7,Assignee 10,2024-07-01 02:55:00,2026-01-04 04:52:05.816519,353,10,Critical,HR,Steps to resolve Delayed Patching of Critical Vulnerabilities,99883.67738600563,KPI,User_60,2024-07-01 15:32:00,file_access,CN,UK,1658,173,60.93576602202145,392.59224840965453,98.77251711247033,24909.86687399551,8.0,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0983,KEY-0983,Potential Non-Compliance Detected in Sensitive Data Handling,1,Legal Compliance,Critical,In Progress,Reporter 3,Assignee 14,2024-04-21 06:56:00,2025-12-11 04:52:05.816519,295,10,Critical,Finance,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,156283.459909025,KRI,User_64,2024-04-21 19:58:00,file_access,DE,AU,5839,109,51.975520119161686,129.1576722633645,99.66868345402744,65845.10997433821,8.0,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0984,KEY-0984,High Frequency of Policy Violations,1,Management Oversight,Critical,Open,Reporter 2,Assignee 18,2024-04-24 06:24:00,2026-04-03 04:52:05.816519,302,10,Critical,Finance,Steps to resolve High Frequency of Policy Violations,146624.36520647944,KPI,User_79,2024-04-24 21:10:00,file_access,DE,IN,6540,172,72.61738053646253,773.0182294891113,88.21165231257828,70904.70118110202,8.0,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0985,KEY-0985,Sudden Increase in Unfiltered Traffic,1,Network Security,Critical,Open,Reporter 3,Assignee 17,2023-02-01 05:51:00,2026-03-23 04:52:05.816519,57,10,Critical,Finance,Steps to resolve Sudden Increase in Unfiltered Traffic,154788.05611061346,KPI,User_91,2023-02-01 06:00:00,data_modification,IN,CANADA,2457,96,74.13950393133948,1017.2939956976531,88.1567809224519,30456.8942795576,8.0,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0986,KEY-0986,Delayed Patching of Critical Vulnerabilities,1,Vulnerability Remediation,High,Resolved,Reporter 4,Assignee 8,2024-03-13 23:40:00,2024-05-14 23:40:00.000000,62,10,Critical,Finance,Steps to resolve Delayed Patching of Critical Vulnerabilities,91248.9402195967,KPI,User_31,2024-03-14 04:40:00,login,UK,FR,509,29,61.584625274964154,125.50449407507234,63.48101082249769,10677.554059264641,7.35,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0987,KEY-0987,Newly Discovered Vulnerabilities in Core Systems,1,System Vulnerability,Medium,Closed,Reporter 4,Assignee 5,2023-06-08 23:45:00,2023-09-18 23:45:00.000000,102,10,Critical,Finance,Steps to resolve Newly Discovered Vulnerabilities in Core Systems,50987.87244114229,KPI,User_62,2023-06-09 02:23:00,data_modification,EU,CANADA,3565,113,72.66958992528494,193.32700512732868,72.6806687888712,41570.93585760453,6.6,Medium,Routine Monitoring | Limit Data Transfer,1
ISSUE-0988,KEY-0988,Newly Discovered Vulnerabilities in Core Systems,1,System Vulnerability,High,Open,Reporter 7,Assignee 20,2024-07-14 00:14:00,2026-04-12 04:52:05.816519,171,10,Critical,C-Suite Executives,Steps to resolve Newly Discovered Vulnerabilities in Core Systems,88277.82478620253,KPI,User_30,2024-07-14 22:00:00,data_modification,DE,IN,137,70,41.69593750994362,98.28502739193713,74.60547312152214,7927.589995853471,7.1,High,Restrict User Activity & Monitor Logs | Lock Account & Alert,1
ISSUE-0989,KEY-0989,Ineffective Access Controls in High-Sensitivity Areas,1,Control Effectiveness,Critical,Open,Reporter 9,Assignee 7,2024-08-01 22:47:00,2026-03-30 04:52:05.816519,431,10,Critical,External Contractors,Steps to resolve Ineffective Access Controls in High-Sensitivity Areas,75009.26114617736,KPI,User_58,2024-08-02 19:20:00,login,CN,EU,1006,46,42.77870328088924,5.280434887976913,69.86316869808755,17200.22034127577,7.6499999999999995,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,1
ISSUE-0990,KEY-0990,Malware Detected in Core System Components,1,Malware,Critical,Closed,Reporter 6,Assignee 13,2023-11-14 01:34:00,2024-02-01 01:34:00.000000,79,10,Critical,Sales,Steps to resolve Malware Detected in Core System Components,311843.56219842564,KRI,User_51,2023-11-14 23:26:00,data_modification,UK,IN,4097,82,56.01996178694602,124.07151381817043,85.200879746572,49712.14083127056,8.0,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0991,KEY-0991,Multiple Unauthorized Access Attempts Detected,1,Access Control,Medium,Open,Reporter 2,Assignee 13,2023-04-09 17:50:00,2026-05-14 04:52:05.816519,132,10,Critical,IT,Steps to resolve Multiple Unauthorized Access Attempts Detected,49861.46149858301,KPI,User_92,2023-04-09 21:32:00,data_modification,EU,JP,1066,91,56.08627807968308,2393.390769503693,58.50852701932826,13140.462834943868,6.45,Medium,Routine Monitoring | Limit Data Transfer,1
ISSUE-0992,KEY-0992,Delayed Patching of Critical Vulnerabilities,1,Vulnerability Remediation,High,In Progress,Reporter 7,Assignee 4,2024-06-29 22:09:00,2026-04-10 04:52:05.816519,138,10,Critical,IT,Steps to resolve Delayed Patching of Critical Vulnerabilities,84834.45842789157,KPI,User_84,2024-06-29 23:43:00,data_modification,CANADA,Unknown,1087,110,54.17823859711501,18389.079597619377,72.24157325144667,18127.410011721808,7.35,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0993,KEY-0993,Weak Access Controls on Critical Cloud Resources,1,Cloud Security Posture,Medium,In Progress,Reporter 3,Assignee 6,2024-09-08 02:47:00,2025-12-16 04:52:05.816519,99,10,Critical,External Contractors,Steps to resolve Weak Access Controls on Critical Cloud Resources,29483.45135118143,KRI,User_41,2024-09-09 01:38:00,data_modification,AU,JP,2220,158,34.00546630615672,13.91209735615313,53.82436829835642,27521.157181572064,6.25,Medium,Routine Monitoring,1
ISSUE-0994,KEY-0994,High Frequency of Policy Violations,1,Management Oversight,High,Resolved,Reporter 3,Assignee 10,2025-06-04 18:05:00,2025-08-21 18:05:00.000000,78,10,Critical,IT,Steps to resolve High Frequency of Policy Violations,92971.79158386169,KPI,User_15,2025-06-04 22:39:00,data_modification,IN,Unknown,453,105,63.24521063145914,24913.461990261563,66.48404931128756,13402.860904729532,7.35,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0995,KEY-0995,Critical Issues Not Detected in Last Penetration Test,1,Penetration Testing Effectiveness,High,In Progress,Reporter 7,Assignee 18,2025-07-10 01:00:00,2026-03-31 04:52:05.816519,168,10,Critical,IT,Steps to resolve Critical Issues Not Detected in Last Penetration Test,84147.69931446765,KPI,User_56,2025-07-10 01:04:00,login,CN,UK,231,22,61.891492945353576,20.33849597711196,43.47466327312229,11139.056451816456,7.0,High,Restrict User Activity & Monitor Logs | Lock Account & Alert,1
ISSUE-0996,KEY-0996,Malware Detected in Core System Components,1,Malware,High,In Progress,Reporter 7,Assignee 5,2024-03-04 02:17:00,2026-01-18 04:52:05.816519,225,10,Critical,External Contractors,Steps to resolve Malware Detected in Core System Components,95022.5769065822,KRI,User_10,2024-03-04 11:17:00,file_access,EU,CN,171,194,46.23742611942706,116.52264638383387,60.10938596953355,5982.24235460312,7.05,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0997,KEY-0997,Critical Issues Not Detected in Last Penetration Test,1,Penetration Testing Effectiveness,Critical,Resolved,Reporter 7,Assignee 3,2024-11-12 05:33:00,2025-01-13 05:33:00.000000,62,10,Critical,IT,Steps to resolve Critical Issues Not Detected in Last Penetration Test,135740.38446586294,KPI,User_11,2024-11-12 08:29:00,file_access,IN,Unknown,5238,155,45.60908053826716,274.5863285480925,97.45909759449196,62046.11060725447,8.0,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0998,KEY-0998,Critical Issues Not Detected in Last Penetration Test,1,Penetration Testing Effectiveness,Critical,Closed,Reporter 2,Assignee 16,2025-02-25 22:09:00,2025-06-27 22:09:00.000000,122,10,Critical,C-Suite Executives,Steps to resolve Critical Issues Not Detected in Last Penetration Test,136711.89965347113,KPI,User_38,2025-02-25 23:47:00,file_access,DE,UK,4030,162,82.40627171546998,4350.143828863401,91.81012323980197,47850.8583209876,8.0,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1
ISSUE-0999,KEY-0999,Significant Number of Untracked Devices,1,Asset Inventory Accuracy,Critical,Resolved,Reporter 5,Assignee 19,2023-10-17 02:35:00,2024-01-17 02:35:00.000000,92,10,Critical,C-Suite Executives,Steps to resolve Significant Number of Untracked Devices,142267.5141922326,KPI,User_42,2023-10-17 07:19:00,data_modification,Unknown,EU,961,123,77.2081155170581,1473.4274994131895,63.460561824182776,15954.667696017264,7.85,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,1
ISSUE-1000,KEY-1000,Newly Discovered Vulnerabilities in Core Systems,1,System Vulnerability,High,Closed,Reporter 6,Assignee 1,2025-05-05 05:22:00,2025-11-14 05:22:00.000000,193,10,Critical,IT,Steps to resolve Newly Discovered Vulnerabilities in Core Systems,82505.71409795969,KPI,User_75,2025-05-05 22:44:00,login,UK,Unknown,3143,41,69.92266392559037,4.555999006685721,81.64247117133381,37141.05628078048,7.1499999999999995,High,Restrict User Activity & Monitor Logs | Lock Account & Alert,1
