Issue ID,Issue Key,Issue Name,Issue Volume,Category,Severity,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Response Time Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Session Duration in Second,Num Files Accessed,Login Attempts,Data Transfer MB,CPU Usage %,Memory Usage MB,Threat Score,Threat Level,Defense Action,Color,Source
ISSUE-0902,KEY-0947,Unresolved Vulnerabilities from Latest Penetration Test,1,Risk Assessment Coverage,Critical,Open,Reporter 5,Assignee 12,2024-04-14,2023-09-07 00:00:00.000000,153.11704427988823,59.85501671749467,High,IT,Steps to resolve Weak Authentication Protocols,2587121.019785774,KPI,User_59,2023-07-31 05:54:00,data_modification,USA,JP,1038.1716763480617,24.936044701990884,9.910380283462775,5727.993832221714,54.66415836944979,4736.746784866866,16.804501481417248,Anomalous,Alert Security Team & Review Logs | Lock Account & Alert | Limit Data Transfer,Yellow,Synthetic
ISSUE-0009,KEY-0608,Non-Compliance with Data Protection Regulations,1,Procurement Security,Medium,Open,Reporter 1,Assignee 13,2024-04-19,2024-01-16 00:00:00.000000,238.16849131302124,75.55147634042191,High,Legal,Steps to resolve Successful Phishing Attempt Targeting Executives,939358.0170025419,KRI,User_37,2024-12-14 17:22:00,file_access,UK,DE,1079.892715431117,25.686196002304186,4.152710963540903,3940.9882486267625,54.19450343111878,5468.332871308796,19.241994920121424,Anomalous,Immediate System-wide Shutdown & Investigation | Limit Data Transfer,Red,Synthetic
ISSUE-0774,KEY-0617,Access by Unauthorized Personnel Detected,1,System Vulnerability,Critical,In Progress,Reporter 2,Assignee 17,2024-12-15,2024-01-20 00:00:00.000000,-167.94404005944358,40.58983069693151,High,IT,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1175447.4694269577,KPI,User_97,2023-06-30 16:08:00,login,USA,UK,875.6728432433504,26.400991647548143,14.89643974043282,8173.492459812855,52.792707101570976,5824.148360784007,12.35638079644691,Anomalous,Escalate to Security Operations Center (SOC) & Block User | Limit Data Transfer,Yellow-Orange,Synthetic
ISSUE-0073,KEY-0420,Access by Unauthorized Personnel Detected,1,Asset Inventory Accuracy,Medium,Resolved,Reporter 9,Assignee 6,2025-01-23,2024-08-08 00:00:00.000000,-303.1137788516823,51.32893587994035,Low,Finance,Steps to resolve Inconsistent Review of Security Policies,1481821.740705855,KPI,User_97,2024-05-26 20:02:00,file_access,UK,USA,2498.2584535282513,26.692102092734057,14.35940407734739,2777.22462181835,29.93420261355226,7027.3606269844795,15.213150975587785,Anomalous,Increase Monitoring & Schedule Review | Limit Data Transfer,Green,Synthetic
ISSUE-0359,KEY-0250,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Low,Open,Reporter 4,Assignee 19,2023-12-20,2024-09-22 00:00:00.000000,424.50449943161345,25.880229911395762,Medium,Finance,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,2524238.9985987283,KPI,User_82,2024-12-28 21:15:00,file_access,DE,FR,590.7907572615968,28.59547861432089,25.08340008662136,818.884181258099,40.5831118810428,5755.44839814808,9.29751757246101,Anomalous,Log for Reference | Limit Data Transfer,Light Yellow,Synthetic
ISSUE-0223,KEY-0117,Increased Exposure due to Insufficient Data Encryption,1,Network Security,Low,Closed,Reporter 4,Assignee 18,2023-07-02,2024-08-08 00:00:00.000000,-204.27193088707526,53.48865723402727,Low,IT,Steps to resolve Unauthorized Access Leading to Data Exposure,632694.5321100327,KPI,User_51,2023-12-23 03:04:00,data_modification,EU,DE,1489.3350531917379,24.37351297367141,21.418870630697995,667.0730953739098,45.69084277821356,6629.801438283739,13.945134198353898,Anomalous,Isolate Affected System & Restrict User Access | Limit Data Transfer,Green-Yellow,Synthetic
ISSUE-0416,KEY-0866,Increased Exposure due to Insufficient Data Encryption,1,Phishing Attack,Medium,Open,Reporter 2,Assignee 20,2025-04-12,2024-12-04 00:00:00.000000,273.1779001132197,84.27940131249765,Medium,HR,Steps to resolve Outdated Operating System Components,256139.26693940186,KPI,User_25,2024-06-02 09:05:00,data_modification,CN,IN,1310.3893143317273,27.31189148341961,16.849341307720938,-417.5785290100257,28.246224442187586,6242.0080808680605,21.485043027311622,Anomalous,Alert Security Team & Review Logs | Lock Account & Alert | Limit Data Transfer,Orange-Red,Synthetic
ISSUE-0553,KEY-0512,Inconsistent Review of Security Policies,1,Risk Exposure,Low,Open,Reporter 3,Assignee 11,2025-03-18,2023-08-20 00:00:00.000000,279.36254508255,59.1625980325868,Low,Operations,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,949238.1363285094,KPI,User_93,2025-01-11 03:57:00,file_access,IN,EU,1355.2680050709698,27.595661117696473,8.343747199757873,8081.017499096095,57.74761132148545,3736.937881864032,16.756623426778614,Anomalous,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Light Yellow,Synthetic
ISSUE-0370,KEY-0740,Unresolved Vulnerabilities from Latest Penetration Test,1,Network Security,Medium,Open,Reporter 9,Assignee 15,2023-10-18,2023-01-23 00:00:00.000000,-49.6131486669334,71.75185871469846,Low,Legal,Steps to resolve High-Volume Distributed Denial-of-Service Attack,2340971.093809761,KPI,User_37,2023-11-27 15:41:00,login,FR,DE,891.2118089376335,29.56636239849162,15.094921049096058,5596.057051983498,81.70607555792732,5160.153173797726,18.51165874242477,Anomalous,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Green,Synthetic
ISSUE-0716,KEY-0578,Insufficient Coverage in Annual Risk Assessment,1,Vulnerability Remediation,Low,Open,Reporter 8,Assignee 2,2024-03-03,2024-07-16 00:00:00.000000,-26.74460904973867,29.80396146784658,Medium,IT,Steps to resolve Inadequate Firewall Configurations,1378463.4320807143,KRI,User_45,2023-03-20 01:36:00,login,CANADA,AU,1438.51266603781,27.73105665010702,17.23946795682707,3194.90107755429,75.47128489874547,5107.609897487489,12.441718977110343,Anomalous,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,Yellow,Synthetic
ISSUE-0264,KEY-0335,Weak Authentication Protocols,1,Vulnerability Remediation,High,Resolved,Reporter 2,Assignee 18,2023-10-14,2024-03-01 00:00:00.000000,380.10189975655055,27.39019902054242,High,IT,Steps to resolve High-Volume Distributed Denial-of-Service Attack,639172.8127123561,KRI,User_2,2023-03-16 17:02:00,data_modification,JP,Unknown,1467.4325795267807,26.233479073286137,16.38810564695005,4225.537785927406,49.66438288681549,4265.523410921829,8.514774765300341,Anomalous,Routine Monitoring | Limit Data Transfer,Light Yellow,Synthetic
ISSUE-0840,KEY-0418,Incomplete Risk Management Framework,1,Risk Exposure,High,Closed,Reporter 4,Assignee 14,2024-10-16,2024-09-10 00:00:00.000000,92.20665708684761,73.09769302850654,Medium,IT,Steps to resolve Weak Authentication Protocols,1628974.4507131295,KRI,User_64,2024-01-04 16:26:00,login,Unknown,IN,654.6544463519294,27.25983713626184,14.844385542653562,936.5387096343129,52.60647139799833,5630.291756268424,18.157480528490467,Anomalous,Schedule Investigation | Limit Data Transfer,Green-Yellow,Synthetic
ISSUE-0690,KEY-0932,Unauthorized Access Leading to Data Exposure,1,Phishing Attack,High,Resolved,Reporter 4,Assignee 13,2025-04-10,2023-07-19 00:00:00.000000,308.1725515517009,64.66733542248197,Critical,Operations,Steps to resolve Detected Malware Infiltration in Internal Systems,2296188.1575812534,KRI,User_70,2025-01-05 03:52:00,data_modification,IN,JP,1796.133749834939,23.493507249091316,7.343455895529721,4406.67296063922,58.22190137731831,6171.002235414106,20.441782795079106,Anomalous,Isolate Affected System & Restrict User Access | Limit Data Transfer,Red,Synthetic
ISSUE-0860,KEY-0774,Delayed Patching of Known Vulnerabilities,1,Phishing Attack,Critical,Closed,Reporter 4,Assignee 5,2023-12-12,2023-07-28 00:00:00.000000,365.3935886755464,79.49495648333067,Critical,Operations,Steps to resolve Weak Cloud Storage Access Controls,2208521.1685966603,KRI,User_79,2024-12-09 23:10:00,login,JP,JP,1591.4294423059575,26.23205100193233,16.99550370828954,973.1485168545273,45.858612563797735,4819.366699520078,20.57884881596504,Anomalous,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Yellow,Synthetic
ISSUE-0318,KEY-0295,Non-Compliance with Data Protection Regulations,1,Cloud Security Posture,Critical,Open,Reporter 10,Assignee 13,2025-03-27,2024-12-10 00:00:00.000000,833.6185609725017,-0.4837833547351167,Medium,Sales,Steps to resolve Inconsistent Review of Security Policies,1983334.7765766247,KPI,User_62,2024-11-09 20:14:00,file_access,CN,JP,453.7794382230596,25.662347511322352,18.59699790055728,3582.1011098370823,31.97703314490877,4570.158817888457,4.634140206832191,Anomalous,Increase Monitoring & Schedule Review | Limit Data Transfer,Yellow,Synthetic
ISSUE-0084,KEY-0938,Insufficient Coverage in Annual Risk Assessment,1,Data Leak,High,In Progress,Reporter 2,Assignee 13,2023-02-03,2025-01-05 00:00:00.000000,15.98869657036144,56.630171767598306,Low,Finance,Steps to resolve Missing or Inaccurate Asset Records,1488268.0444809708,KPI,User_73,2024-01-23 13:46:00,data_modification,IN,JP,948.3799577007295,32.57382789377958,16.116667840052678,-1854.6952644677158,53.37113071355166,4634.023467319729,16.429083783511228,Anomalous,Routine Monitoring | Limit Data Transfer,Dark Red,Synthetic
ISSUE-0318,KEY-0755,Missing or Inaccurate Asset Records,1,Unauthorized Access,Critical,Resolved,Reporter 6,Assignee 2,2024-01-08,2024-10-06 00:00:00.000000,-0.700509769455266,48.03296516550866,Critical,External Contractors,Steps to resolve Missing or Inaccurate Asset Records,1832744.4274036956,KPI,User_75,2024-11-14 11:56:00,data_modification,UK,Unknown,1706.930492246022,23.907012747688228,10.767025239775602,1776.2792653343315,38.74725141719677,7967.9236573558355,14.21993458590982,Anomalous,Alert Security Team & Review Logs | Lock Account & Alert | Limit Data Transfer,Green-Yellow,Synthetic
ISSUE-0111,KEY-0371,High-Volume Distributed Denial-of-Service Attack,1,Legal Compliance,Low,In Progress,Reporter 8,Assignee 19,2025-01-27,2024-07-04 00:00:00.000000,-126.46227782036647,75.42010684730032,Critical,HR,Steps to resolve Weak Cloud Storage Access Controls,3073180.2221219447,KPI,User_94,2024-08-29 05:10:00,file_access,UK,DE,1828.0348648150475,23.287860725770006,10.202815686573823,6410.177426598932,36.411914474539216,6057.2465053732885,20.209309233442934,Anomalous,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Light Yellow,Synthetic
ISSUE-0251,KEY-0186,Inconsistent Review of Security Policies,1,Procurement Security,Medium,Resolved,Reporter 4,Assignee 19,2023-08-20,2023-04-13 00:00:00.000000,-36.79131517365016,49.59356688408029,Low,C-Suite Executives,Steps to resolve Non-Compliance with Data Protection Regulations,-1021027.2270888488,KRI,User_68,2024-02-17 03:24:00,data_modification,CANADA,CN,696.9009476410977,25.654581512960544,5.119965076803644,7335.199976387319,25.929884030809387,4795.274438443529,13.83359769068711,Anomalous,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,Dark Red,Synthetic
ISSUE-0383,KEY-0246,Non-Compliance with Data Protection Regulations,1,Access Control,Medium,Open,Reporter 1,Assignee 20,2025-04-19,2024-11-06 00:00:00.000000,599.1029692859772,11.554633234767039,Low,Operations,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,2342133.791642508,KPI,User_95,2025-04-10 02:36:00,login,JP,DE,1273.6879210243019,24.534170122869195,15.155861015790784,3770.8454538512187,39.80745626695299,5617.54431644424,6.3171070140907855,Anomalous,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,Yellow,Synthetic
ISSUE-0007,KEY-0637,Non-Compliance with Data Protection Regulations,1,Control Effectiveness,Medium,Resolved,Reporter 2,Assignee 3,2023-01-05,2025-04-20 00:00:00.000000,242.58279570112376,67.52983505881153,High,External Contractors,Steps to resolve Detected Malware Infiltration in Internal Systems,2677721.782048436,KPI,User_11,2024-12-30 19:55:00,login,FR,USA,681.3536760825544,32.69499260655615,1.4853994371955643,3536.210578816367,58.26751453741103,5943.640065674612,17.703723639198824,Anomalous,Escalate to SOC & Restrict Critical System Access | Limit Data Transfer,Dark Red,Synthetic
ISSUE-0459,KEY-0268,Missing or Inaccurate Asset Records,1,Procurement Security,High,Open,Reporter 10,Assignee 7,2024-07-18,2024-12-10 00:00:00.000000,156.2182759320436,37.63706455995926,Low,Operations,Steps to resolve Non-Compliance with Data Protection Regulations,1001023.1024285455,KRI,User_54,2025-02-09 03:01:00,data_modification,CN,UK,1668.5984964133158,27.88773721250657,8.447948875659193,5554.847887147159,55.22071280918836,6585.6057527185085,12.404919791901065,Anomalous,Log for Reference | Limit Data Transfer,Orange,Synthetic
ISSUE-0084,KEY-0643,Access by Unauthorized Personnel Detected,1,System Vulnerability,Critical,Resolved,Reporter 2,Assignee 14,2025-03-06,2023-04-13 00:00:00.000000,-10.494338236100901,36.4285777443022,Medium,HR,Steps to resolve Supplier Security Compliance Gaps,2010586.6026119068,KPI,User_87,2024-05-02 17:09:00,login,UK,EU,1587.647548209977,27.081948474676338,13.296856454071275,6595.9808806348765,39.25417423011082,6226.916284944069,11.547629436370416,Anomalous,Log for Reference | Limit Data Transfer,Green-Yellow,Synthetic
ISSUE-0208,KEY-0237,Insufficient Access Control Measures,1,Phishing Attack,Low,Open,Reporter 8,Assignee 4,2025-03-19,2024-09-20 00:00:00.000000,153.6515696391005,79.22799721053549,Medium,C-Suite Executives,Steps to resolve Inconsistent Review of Security Policies,2100658.5955941854,KPI,User_79,2024-03-12 12:54:00,data_modification,Unknown,FR,1678.6141235655236,30.558044045828957,12.732205584884406,5071.256698363675,43.69183151133032,5927.168779059433,20.543097960309424,Anomalous,Increase Monitoring & Schedule Review | Limit Data Transfer,Yellow-Orange,Synthetic
ISSUE-0900,KEY-0530,Incomplete Risk Management Framework,1,Access Control,Low,Open,Reporter 10,Assignee 6,2025-02-21,2023-09-09 00:00:00.000000,238.14658482587143,65.79480286113474,High,Sales,Steps to resolve Incomplete Risk Management Framework,845650.6431784652,KRI,User_12,2023-11-20 04:31:00,file_access,EU,CN,2269.8661907772353,24.288291371768572,5.531545438466856,5851.049769460735,63.618027724334794,6252.392785670193,18.089430607707982,Anomalous,Isolate Affected System & Restrict User Access | Limit Data Transfer,Red,Synthetic
ISSUE-0390,KEY-0552,Unresolved Vulnerabilities from Latest Penetration Test,1,Control Effectiveness,High,Closed,Reporter 8,Assignee 20,2025-03-12,2023-12-21 00:00:00.000000,208.81345320714297,26.904217128151732,Critical,IT,Steps to resolve Insufficient Access Control Measures,1504248.613502757,KPI,User_6,2024-12-24 12:46:00,data_modification,DE,CN,929.2796337320037,29.504165979668297,11.60040968897069,1317.6336004173506,44.537621451180925,6126.824247400176,9.221734200350083,Anomalous,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Yellow,Synthetic
ISSUE-0314,KEY-0021,Successful Phishing Attempt Targeting Executives,1,Procurement Security,Low,Open,Reporter 2,Assignee 20,2023-10-09,2024-09-26 00:00:00.000000,-8.675263688692638,57.42232170018864,Critical,Sales,Steps to resolve Delayed Patching of Known Vulnerabilities,1639400.421825155,KPI,User_16,2023-01-22 05:30:00,file_access,DE,USA,1025.0426587921645,25.656803341728203,13.985003870552756,-649.3508626342264,25.967797931991644,4514.795386208313,15.41848336934777,Anomalous,Alert Security Team & Review Logs | Lock Account & Alert | Limit Data Transfer,Green-Yellow,Synthetic
ISSUE-0022,KEY-0911,Insufficient Coverage in Annual Risk Assessment,1,Phishing Attack,Low,Closed,Reporter 6,Assignee 1,2023-11-13,2023-08-29 00:00:00.000000,295.58470162352006,88.60024623875579,Low,Operations,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,2136812.5562161235,KPI,User_17,2023-06-24 10:40:00,login,USA,DE,1192.5000988122738,26.914454575793236,6.955079318325182,3230.0473343705967,44.06394151337812,5950.86255153391,21.671681405195287,Anomalous,Isolate Affected System & Restrict User Access | Limit Data Transfer,Yellow-Orange,Synthetic
ISSUE-0410,KEY-0737,Weak Authentication Protocols,1,Asset Inventory Accuracy,Low,Open,Reporter 8,Assignee 10,2023-06-05,2024-11-17 00:00:00.000000,351.5533384037054,89.91580867860799,Medium,Sales,Steps to resolve Detected Malware Infiltration in Internal Systems,1404136.4947986833,KPI,User_28,2023-04-15 02:28:00,file_access,FR,CN,1445.4943657622925,28.699493442775484,10.222706683807077,3730.929453537082,49.754499433692665,5610.3735968765895,22.067526040496453,Anomalous,Escalate to Security Operations Center (SOC) & Block User | Limit Data Transfer,Yellow-Orange,Synthetic
ISSUE-0895,KEY-0867,Detected Malware Infiltration in Internal Systems,1,Access Control,Low,In Progress,Reporter 10,Assignee 14,2024-04-22,2025-01-13 00:00:00.000000,218.68318357715196,63.32049487419292,Critical,External Contractors,Steps to resolve Incomplete Risk Management Framework,2571643.651052425,KPI,User_14,2024-02-26 17:54:00,login,DE,CANADA,1761.8797067788382,32.95221671190436,8.197877746465583,5870.310515375906,51.61487508295999,8576.039670236449,17.034600864099502,Anomalous,Log Activity for Reference | Limit Data Transfer,Green,Synthetic
ISSUE-0515,KEY-0794,Unauthorized Access Leading to Data Exposure,1,Legal Compliance,Critical,Open,Reporter 10,Assignee 8,2023-07-14,2023-03-29 00:00:00.000000,-13.374635447484934,35.413682023394315,High,Legal,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,-176630.48511036695,KRI,User_34,2024-10-19 02:46:00,data_modification,USA,CANADA,966.4170655034759,24.554549353876904,13.217693296489905,3838.5421582759063,83.52769279568581,6805.122096023295,10.7708295698478,Anomalous,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,Dark Red,Synthetic
ISSUE-0127,KEY-0520,Weak Authentication Protocols,1,Risk Exposure,Low,In Progress,Reporter 8,Assignee 17,2023-05-03,2024-04-08 00:00:00.000000,-29.134442617235464,63.97402916728396,High,Operations,Steps to resolve Missing or Inaccurate Asset Records,450002.86288954923,KRI,User_97,2024-01-14 17:09:00,login,JP,UK,2143.413124610667,30.02413031864681,9.691292899911794,-1500.1247900554445,74.00867065921406,5286.856355539311,18.150619777706147,Anomalous,Increase Monitoring & Investigate | Limit Data Transfer,Yellow-Orange,Synthetic
ISSUE-0809,KEY-0100,Outdated Operating System Components,1,Unauthorized Access,Medium,In Progress,Reporter 7,Assignee 6,2023-12-01,2023-06-09 00:00:00.000000,-216.02320953068477,36.07842023604296,Medium,Operations,Steps to resolve Inadequate Firewall Configurations,1435786.1960069933,KRI,User_75,2024-12-17 19:48:00,data_modification,UK,FR,1304.0168505074528,25.781567401401084,16.189292073456674,296.49178314100755,48.08355486590753,5675.234362697661,11.734835911149586,Anomalous,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,Orange,Synthetic
ISSUE-0700,KEY-0752,Increased Exposure due to Insufficient Data Encryption,1,DDOS,High,Open,Reporter 2,Assignee 15,2023-02-04,2024-09-15 00:00:00.000000,403.1799575675521,20.326965751722888,High,External Contractors,Steps to resolve Inadequate Firewall Configurations,283683.3622618844,KRI,User_58,2023-04-29 11:11:00,data_modification,UK,AU,1848.4414058521184,27.729541414847372,7.911748387236015,7170.489556943432,52.40424782185243,7076.309153227894,8.462773539300677,Anomalous,Escalate to Security Operations Center (SOC) & Block User | Limit Data Transfer,Green-Yellow,Synthetic
ISSUE-0874,KEY-0478,Detected Malware Infiltration in Internal Systems,1,Penetration Testing Effectiveness,Critical,In Progress,Reporter 7,Assignee 15,2024-01-15,2023-12-03 00:00:00.000000,765.4401683181532,94.37419740193694,High,Finance,Steps to resolve Unauthorized Access Leading to Data Exposure,1318906.514519273,KRI,User_81,2024-06-10 12:49:00,file_access,Unknown,Unknown,1703.0622908484231,28.578164700429394,20.212104860506226,317.17885670640544,62.451575011629714,7012.588450466431,22.508181293857525,Anomalous,Alert Security Team & Review Logs | Limit Data Transfer,Orange-Red,Synthetic
ISSUE-0014,KEY-0599,Weak Authentication Protocols,1,Data Breach,Low,Closed,Reporter 3,Assignee 11,2024-07-21,2025-02-23 00:00:00.000000,-105.61881176965989,-1.8973310057024477,Medium,C-Suite Executives,Steps to resolve Supplier Security Compliance Gaps,1211341.274747783,KRI,User_42,2024-09-05 07:55:00,file_access,EU,DE,1625.659224199318,31.063480621641197,12.794042423365106,7728.469412756211,25.972177858575627,3026.2533881302893,3.651533598595151,Anomalous,Flag for Review | Lock Account & Alert | Limit Data Transfer,Orange-Red,Synthetic
ISSUE-0971,KEY-0298,Unresolved Vulnerabilities from Latest Penetration Test,1,Asset Inventory Accuracy,Critical,Resolved,Reporter 2,Assignee 1,2023-04-10,2024-05-22 00:00:00.000000,315.22856869821976,49.140557483708555,Low,IT,Steps to resolve Inconsistent Review of Security Policies,-111064.93724905886,KPI,User_10,2023-04-01 17:26:00,file_access,IN,Unknown,1166.0510978011591,23.107398192780646,16.15402238038661,3687.453383799199,35.151164838423476,4730.319243898466,13.048169679306383,Anomalous,Increase Monitoring & Investigate | Limit Data Transfer,Yellow,Synthetic
ISSUE-0978,KEY-0940,Inconsistent Review of Security Policies,1,Unauthorized Access,Low,Open,Reporter 8,Assignee 1,2024-04-30,2025-01-31 00:00:00.000000,195.2717016958849,75.33935657604135,Low,External Contractors,Steps to resolve Non-Compliance with Data Protection Regulations,721229.9849812614,KRI,User_67,2024-03-25 04:36:00,file_access,DE,AU,1485.4297783866891,25.3585821639331,7.956864875619262,2670.8710447911944,32.31418393047011,4663.678294392059,18.344892579526814,Anomalous,Increase Monitoring & Schedule Review | Limit Data Transfer,Dark Red,Synthetic
ISSUE-0012,KEY-0526,Insufficient Coverage in Annual Risk Assessment,1,Data Leak,Medium,In Progress,Reporter 9,Assignee 8,2025-02-18,2025-01-09 00:00:00.000000,739.6567684251602,49.5245869384451,High,C-Suite Executives,Steps to resolve High-Volume Distributed Denial-of-Service Attack,950353.5565050947,KRI,User_51,2023-03-23 11:55:00,login,JP,DE,1324.5458888949372,26.497487818610246,11.037149662367199,4704.134294920958,63.414314234942495,4721.461937756896,13.932844324957395,Anomalous,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,Yellow-Orange,Synthetic
ISSUE-0087,KEY-0334,Inadequate Firewall Configurations,1,Legal Compliance,High,Open,Reporter 8,Assignee 3,2023-10-20,2024-01-20 00:00:00.000000,138.2468271125355,-9.55902577851785,Low,HR,Steps to resolve Missing or Inaccurate Asset Records,269788.2716837039,KPI,User_96,2024-09-24 13:37:00,login,AU,DE,1907.460202463492,31.307986341084945,10.703916217598206,4822.719727931626,56.066965743577555,9803.03888731468,3.3422135489461056,Anomalous,Log Activity for Reference | Limit Data Transfer,Green-Yellow,Synthetic
ISSUE-0524,KEY-0002,Insufficient Coverage in Annual Risk Assessment,1,Risk Exposure,Low,Closed,Reporter 7,Assignee 15,2024-09-26,2024-09-19 00:00:00.000000,177.75429619101513,25.483402823602553,Low,C-Suite Executives,Steps to resolve Supplier Security Compliance Gaps,220939.61175443744,KPI,User_3,2023-03-27 22:17:00,login,DE,FR,1328.2604101446982,24.71992777388275,4.201318869530853,1402.6953795873237,32.118960789857724,7854.4000866115875,9.714679428792607,Anomalous,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,Yellow,Synthetic
ISSUE-0909,KEY-0375,Sensitive Data Leak via Misconfigured Cloud Storage,1,DDOS,Low,Open,Reporter 6,Assignee 9,2025-01-26,2024-09-28 00:00:00.000000,209.96111450905957,89.00077034372862,High,HR,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1538839.8393018425,KRI,User_60,2023-10-05 15:00:00,data_modification,FR,Unknown,834.3337234449457,30.834019814349475,15.632442777969729,593.924622325932,46.501129346841516,4310.740508888528,21.32705782587184,Anomalous,Schedule Investigation | Limit Data Transfer,Light Yellow,Synthetic
ISSUE-0537,KEY-0293,Weak Authentication Protocols,1,System Vulnerability,Low,Open,Reporter 8,Assignee 20,2024-07-28,2024-03-01 00:00:00.000000,460.7928950286141,99.3977961290318,Low,External Contractors,Steps to resolve Unauthorized Access Leading to Data Exposure,432036.2954949852,KPI,User_61,2025-02-18 18:54:00,login,Unknown,CANADA,1491.230965170564,24.917683244554716,9.643974965077646,1215.440655560128,35.61402699477177,5528.786650063724,23.64074166677696,Anomalous,Alert Security Team & Review Logs | Limit Data Transfer,Yellow-Orange,Synthetic
ISSUE-0301,KEY-0837,Successful Phishing Attempt Targeting Executives,1,Malware,Low,In Progress,Reporter 8,Assignee 10,2023-07-30,2025-01-16 00:00:00.000000,284.723138661751,48.78226282889163,High,Operations,Steps to resolve Non-Compliance with Data Protection Regulations,1279811.2259209645,KRI,User_1,2023-10-17 02:33:00,login,IN,JP,803.9059063441377,25.255397464547283,16.835517889813932,4426.081430329759,33.452269124438644,5651.845306993543,14.640086642404336,Anomalous,Isolate Affected System & Restrict User Access | Limit Data Transfer,Dark Red,Synthetic
ISSUE-0243,KEY-0934,Weak Cloud Storage Access Controls,1,Phishing Attack,High,Closed,Reporter 6,Assignee 12,2024-05-15,2024-12-10 00:00:00.000000,-236.1557007852149,65.996450792991,Critical,Operations,Steps to resolve High-Volume Distributed Denial-of-Service Attack,942310.6090232463,KPI,User_29,2023-09-14 17:50:00,login,DE,Unknown,1546.3933485202497,24.841519374527074,2.316586398692168,-1196.8818742362137,50.913181343600534,5826.075760311134,16.500762964990393,Anomalous,Schedule Investigation | Limit Data Transfer,Orange-Red,Synthetic
ISSUE-0122,KEY-0553,Weak Authentication Protocols,1,Vulnerability Remediation,High,Resolved,Reporter 8,Assignee 4,2023-12-18,2023-02-24 00:00:00.000000,383.5724643909615,6.366204177062897,Medium,Finance,Steps to resolve Delayed Patching of Known Vulnerabilities,1393252.7193507478,KRI,User_1,2024-11-17 00:08:00,file_access,JP,EU,656.3792248794688,25.122382216343873,12.69780804547181,1087.113611480047,44.06397707549618,6981.1596838284,4.8934985093908505,Anomalous,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Green,Synthetic
ISSUE-0147,KEY-0318,Missing or Inaccurate Asset Records,1,Risk Management Maturity,Medium,Resolved,Reporter 4,Assignee 10,2024-07-06,2023-08-21 00:00:00.000000,436.4963491839543,20.085446890505224,Medium,External Contractors,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1856860.8905280181,KPI,User_63,2023-08-24 02:13:00,login,DE,EU,1972.095535652421,20.602826476142383,8.003335482235968,4437.827566629404,46.72444071369993,5951.973648314422,7.675888648164934,Anomalous,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Green-Yellow,Synthetic
ISSUE-0567,KEY-0502,Weak Cloud Storage Access Controls,1,Network Security,High,In Progress,Reporter 9,Assignee 2,2024-07-29,2023-09-12 00:00:00.000000,235.35238741858217,46.18967920373602,Low,HR,Steps to resolve Inconsistent Review of Security Policies,2347422.704002828,KPI,User_60,2024-06-24 02:05:00,data_modification,FR,DE,1409.0253621830198,28.033693404719205,10.262685122654444,2104.7941609567106,41.98953268212744,6069.729968419016,13.367445816867358,Anomalous,Escalate to Security Operations Center (SOC) & Block User | Limit Data Transfer,Red,Synthetic
ISSUE-0750,KEY-0828,Inconsistent Review of Security Policies,1,Data Breach,Low,Open,Reporter 1,Assignee 3,2023-06-19,2025-01-08 00:00:00.000000,289.91028757950346,104.29400292677991,Low,C-Suite Executives,Steps to resolve Weak Authentication Protocols,2155232.209958114,KRI,User_33,2023-06-12 05:48:00,file_access,AU,JP,1110.194766945604,30.121590080858283,10.329456209205745,-2007.7110255529342,31.961492961186046,2904.749649215901,25.11110551196009,Anomalous,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,Yellow,Synthetic
