Issue Name,CPU Usage %,Defense Action,Threat Level,Issue Key,Threat Score,Remediation Steps,Issue Volume,Risk Level,Status,Session Duration in Second,Impact Score,Date Resolved,Memory Usage MB,Assignees,Data Transfer MB,User ID,Timestamps,Issue Response Time Days,KPI/KRI,Issue ID,Category,IP Location,Reporters,Num Files Accessed,Department Affected,Is Anomaly,Cost,Severity,User Location,Date Reported,Login Attempts,Activity Type,Color
Lack of Updated Risk Management Procedures,86.6848781035575,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,High,KEY-0840,7.5,Steps to resolve Lack of Updated Risk Management Procedures,1,Critical,Open,4314,10,2026-05-04 22:27:57.042371,48812.64319445778,Assignee 3,749.9830672543328,User_93,2023-06-06 09:41:00,94,KPI,ISSUE-0840,Risk Management Maturity,FR,Reporter 9,113,C-Suite Executives,1,82939.71971553689,High,DE,2023-06-05 20:45:00,76.26935170175955,data_modification,Orange-Red
Unusual Data Access from External Locations,100.0,Routine Monitoring | Limit Data Transfer,Medium,KEY-0841,6.75,Steps to resolve Unusual Data Access from External Locations,1,Critical,Resolved,6893,10,2023-04-29 13:48:00.000000,76467.15314949657,Assignee 18,179.13288120849245,User_55,2023-02-13 00:59:00,76,KRI,ISSUE-0841,Data Leak,USA,Reporter 9,164,Sales,1,70002.84927561076,Medium,JP,2023-02-12 13:48:00,67.74440672378796,file_access,Yellow
Critical Issues Not Detected in Last Penetration Test,71.855011463536,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,High,KEY-0842,7.85,Steps to resolve Critical Issues Not Detected in Last Penetration Test,1,Critical,Resolved,2843,10,2025-12-31 23:18:00.000000,36816.880841110884,Assignee 17,1781.1066662015467,User_20,2025-07-10 08:17:00,175,KPI,ISSUE-0842,Penetration Testing Effectiveness,CANADA,Reporter 10,174,Finance,1,166056.72897077654,Critical,USA,2025-07-09 23:18:00,87.17294121563764,file_access,Red
Malware Detected in Core System Components,65.14347546868338,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,High,KEY-0843,7.85,Steps to resolve Malware Detected in Core System Components,1,Critical,Open,2560,10,2026-02-01 22:27:57.042371,34218.022411158425,Assignee 8,12272.707098649487,User_91,2025-07-18 15:04:00,210,KRI,ISSUE-0843,Malware,CN,Reporter 6,192,HR,1,301363.2195673485,Critical,JP,2025-07-18 02:19:00,91.639610202667,file_access,Red
Unusual Data Access from External Locations,95.47009441090754,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,High,KEY-0844,7.9,Steps to resolve Unusual Data Access from External Locations,1,Critical,Resolved,5893,10,2025-04-01 06:24:00.000000,66576.27159475592,Assignee 14,75.21653149954452,User_99,2024-12-07 21:12:00,115,KRI,ISSUE-0844,Data Leak,CN,Reporter 3,171,HR,1,151173.20493256423,Critical,JP,2024-12-07 06:24:00,75.40457984679148,file_access,Red
Potential Non-Compliance Detected in Sensitive Data Handling,65.13978178911697,Routine Monitoring,Medium,KEY-0845,6.3999999999999995,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,1,Critical,In Progress,3665,10,2026-04-05 22:27:57.042371,46392.25491529709,Assignee 3,24.802818217447978,User_59,2023-02-22 15:41:00,50,KRI,ISSUE-0845,Legal Compliance,AU,Reporter 8,114,Legal,1,37708.87971214801,Medium,JP,2023-02-22 02:25:00,36.93104900964951,file_access,Yellow
Unusual Data Transfer Volumes Detected,49.40801117413006,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,High,KEY-0846,7.6000000000000005,Steps to resolve Unusual Data Transfer Volumes Detected,1,Critical,Resolved,52,10,2026-06-20 04:25:00.000000,10736.787353047981,Assignee 11,91.7000257956372,User_6,2025-08-23 21:58:00,301,KRI,ISSUE-0846,Data Breach,CANADA,Reporter 7,126,Legal,1,193441.94926888382,Critical,DE,2025-08-23 04:25:00,38.418922747255294,file_access,Red
Malware Detected in Core System Components,69.16623728412779,Schedule Investigation | Limit Data Transfer,Medium,KEY-0847,6.799999999999999,Steps to resolve Malware Detected in Core System Components,1,Critical,Open,111,10,2026-01-05 22:27:57.042371,6821.698758564349,Assignee 6,4351.866702758779,User_4,2024-03-11 15:29:00,1,KRI,ISSUE-0847,Malware,JP,Reporter 6,132,External Contractors,1,107429.81605850699,High,USA,2024-03-11 13:04:00,61.82845590405159,data_modification,Yellow-Orange
Significant Number of Untracked Devices,74.26711470629166,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,High,KEY-0848,7.199999999999999,Steps to resolve Significant Number of Untracked Devices,1,Critical,Resolved,239,10,2024-10-29 09:54:00.000000,8839.61714140126,Assignee 10,964.0994460733376,User_88,2024-08-22 08:53:00,69,KPI,ISSUE-0848,Asset Inventory Accuracy,Unknown,Reporter 5,146,Finance,1,96165.25521725147,High,FR,2024-08-21 09:54:00,74.13839477761229,file_access,Orange-Red
Targeted Phishing Campaign Against Executives,72.32577247537762,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,High,KEY-0849,7.35,Steps to resolve Targeted Phishing Campaign Against Executives,1,Critical,Closed,960,10,2025-09-23 19:28:00.000000,18153.989105589477,Assignee 19,1370.8805372490046,User_5,2025-04-07 05:01:00,170,KRI,ISSUE-0849,Phishing Attack,JP,Reporter 5,194,Operations,1,31861.941697628736,High,EU,2025-04-06 19:28:00,56.290866844009365,file_access,Orange-Red
Critical Issues Not Detected in Last Penetration Test,100.0,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,High,KEY-0850,7.6,Steps to resolve Critical Issues Not Detected in Last Penetration Test,1,Critical,Open,1528,10,2026-03-28 22:27:57.042371,22789.156079010667,Assignee 18,100.2183315631927,User_73,2024-01-10 12:48:00,1,KPI,ISSUE-0850,Penetration Testing Effectiveness,AU,Reporter 2,110,IT,1,70655.41999266091,Critical,IN,2024-01-10 05:30:00,39.13680349190332,data_modification,Red
Unusual Data Transfer Volumes Detected,93.20507640515493,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,High,KEY-0851,7.5,Steps to resolve Unusual Data Transfer Volumes Detected,1,Critical,Resolved,1405,10,2024-06-15 05:42:00.000000,21898.615885014984,Assignee 3,216.7400501699888,User_49,2024-03-03 10:08:00,104,KRI,ISSUE-0851,Data Breach,EU,Reporter 6,26,IT,1,113058.86207574562,High,AU,2024-03-03 05:42:00,39.43808353186368,login,Orange-Red
Lack of Updated Risk Management Procedures,100.0,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,High,KEY-0852,8.0,Steps to resolve Lack of Updated Risk Management Procedures,1,Critical,Open,11323,10,2026-05-01 22:27:57.042371,121333.45470185284,Assignee 10,233.47242513143186,User_11,2025-03-10 19:37:00,259,KPI,ISSUE-0852,Risk Management Maturity,AU,Reporter 2,89,Finance,1,164084.36362200472,Critical,DE,2025-03-09 23:31:00,71.13814632629327,data_modification,Red
Unanticipated Increase in Risk Exposure,82.46677490795315,Routine Monitoring | Limit Data Transfer,Medium,KEY-0853,6.6,Steps to resolve Unanticipated Increase in Risk Exposure,1,Critical,Closed,3391,10,2025-07-02 22:32:00.000000,41736.637757486205,Assignee 16,407.0696212826176,User_3,2025-05-09 02:01:00,55,KRI,ISSUE-0853,Risk Exposure,EU,Reporter 5,120,Finance,1,62449.18824891159,Medium,IN,2025-05-08 22:32:00,69.62421620777012,file_access,Yellow
Sudden Increase in Unfiltered Traffic,89.56660977157134,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,High,KEY-0854,7.5,Steps to resolve Sudden Increase in Unfiltered Traffic,1,Critical,Open,5060,10,2026-01-19 22:27:57.042371,54925.53927290031,Assignee 14,114.54113520468314,User_33,2025-04-22 14:20:00,246,KPI,ISSUE-0854,Network Security,DE,Reporter 6,159,IT,1,34700.86548216692,High,FR,2025-04-21 19:12:00,50.78085385724042,data_modification,Orange-Red
Targeted Phishing Campaign Against Executives,100.0,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,High,KEY-0855,8.0,Steps to resolve Targeted Phishing Campaign Against Executives,1,Critical,Resolved,17003,10,2023-06-06 02:25:00.000000,178233.48402564458,Assignee 5,1109.916282489753,User_41,2023-02-25 02:32:00,101,KRI,ISSUE-0855,Phishing Attack,Unknown,Reporter 6,154,External Contractors,1,95509.89304160868,Critical,DE,2023-02-25 02:25:00,51.47076859267336,data_modification,Red
Potential Non-Compliance Detected in Sensitive Data Handling,88.2189016734908,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,High,KEY-0856,8.0,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,1,Critical,In Progress,5120,10,2026-01-28 22:27:57.042371,56530.20741044603,Assignee 18,456.3288628858925,User_69,2023-09-06 22:57:00,87,KRI,ISSUE-0856,Legal Compliance,CN,Reporter 3,125,Legal,1,65716.96061395465,Critical,UK,2023-09-06 02:38:00,60.94165990893301,data_modification,Red
Targeted Phishing Campaign Against Executives,93.99066357297268,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,High,KEY-0857,8.0,Steps to resolve Targeted Phishing Campaign Against Executives,1,Critical,In Progress,8711,10,2026-05-12 22:27:57.042371,91492.72553831794,Assignee 12,2308.3541838666783,User_57,2024-04-06 17:52:00,186,KRI,ISSUE-0857,Phishing Attack,USA,Reporter 4,155,Finance,1,165585.10050777232,Critical,DE,2024-04-06 07:08:00,87.62061252983348,data_modification,Red
Unassessed High-Risk Areas,72.74726956553768,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,High,KEY-0858,7.85,Steps to resolve Unassessed High-Risk Areas,1,Critical,In Progress,5667,10,2026-03-05 22:27:57.042371,64446.09819893481,Assignee 3,407.93296793150944,User_25,2025-02-26 16:56:00,229,KPI,ISSUE-0858,Risk Assessment Coverage,IN,Reporter 3,69,Sales,1,172715.4852041112,Critical,AU,2025-02-25 21:44:00,41.98408353904741,data_modification,Red
Critical Issues Not Detected in Last Penetration Test,94.70821947658683,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,High,KEY-0859,8.0,Steps to resolve Critical Issues Not Detected in Last Penetration Test,1,Critical,Resolved,6518,10,2025-04-05 23:24:00.000000,76414.36966170206,Assignee 13,340.58916120371265,User_95,2025-03-01 21:23:00,36,KPI,ISSUE-0859,Penetration Testing Effectiveness,FR,Reporter 9,92,External Contractors,1,91958.26097902324,Critical,USA,2025-02-28 23:24:00,34.83368003579394,file_access,Red
Unanticipated Increase in Risk Exposure,100.0,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,High,KEY-0860,7.5,Steps to resolve Unanticipated Increase in Risk Exposure,1,Critical,Resolved,10806,10,2023-08-06 02:10:00.000000,117160.30041397814,Assignee 5,136.9844860066386,User_96,2023-05-08 09:47:00,90,KRI,ISSUE-0860,Risk Exposure,CANADA,Reporter 5,171,Finance,1,96726.94250451836,High,CN,2023-05-08 02:10:00,67.14124067128898,file_access,Orange-Red
Delayed Patching of Critical Vulnerabilities,83.22688734861234,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,High,KEY-0861,7.35,Steps to resolve Delayed Patching of Critical Vulnerabilities,1,Critical,In Progress,11569,10,2026-04-30 22:27:57.042371,120863.8314555389,Assignee 20,1106.030606640085,User_86,2024-05-04 07:33:00,203,KPI,ISSUE-0861,Vulnerability Remediation,DE,Reporter 2,150,Legal,1,39002.2108494059,High,Unknown,2024-05-04 00:14:00,65.10410343421586,data_modification,Orange-Red
Multiple Unauthorized Access Attempts Detected,64.76052574895273,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,High,KEY-0862,7.699999999999999,Steps to resolve Multiple Unauthorized Access Attempts Detected,1,Critical,In Progress,90,10,2026-03-10 22:27:57.042371,8519.841484418095,Assignee 5,244.37758822682858,User_43,2023-07-13 15:50:00,155,KPI,ISSUE-0862,Access Control,USA,Reporter 4,106,C-Suite Executives,1,129778.78420993597,Critical,AU,2023-07-13 01:22:00,64.06676878222189,data_modification,Red
Sudden Increase in Unfiltered Traffic,62.8955112466658,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,High,KEY-0863,7.85,Steps to resolve Sudden Increase in Unfiltered Traffic,1,Critical,Closed,3310,10,2024-10-09 05:43:00.000000,43617.61260124657,Assignee 7,993.5198561867111,User_5,2024-05-22 12:18:00,140,KPI,ISSUE-0863,Network Security,UK,Reporter 7,169,Finance,1,160095.69529514687,Critical,USA,2024-05-22 05:43:00,82.27233489338323,file_access,Red
Unusual Data Transfer Volumes Detected,74.72728419520887,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,High,KEY-0864,7.35,Steps to resolve Unusual Data Transfer Volumes Detected,1,Critical,In Progress,1098,10,2026-02-07 22:27:57.042371,19388.13203859394,Assignee 7,168.87012218106207,User_89,2024-02-11 06:18:00,228,KRI,ISSUE-0864,Data Breach,CN,Reporter 4,130,Operations,1,96976.59670786512,High,Unknown,2024-02-10 13:28:00,23.716938464368702,file_access,Orange-Red
Unassessed High-Risk Areas,86.281476064249,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,High,KEY-0865,7.5,Steps to resolve Unassessed High-Risk Areas,1,Critical,Open,2128,10,2026-02-11 22:27:57.042371,30996.53173579026,Assignee 4,769.1693832979047,User_73,2025-08-06 19:02:00,135,KPI,ISSUE-0865,Risk Assessment Coverage,UK,Reporter 4,141,External Contractors,1,55886.06963072656,High,IN,2025-08-06 01:46:00,47.03525660911761,file_access,Orange-Red
Unusual Data Access from External Locations,50.36624106889925,Log Activity for Reference | Limit Data Transfer,Medium,KEY-0866,5.7,Steps to resolve Unusual Data Access from External Locations,1,Critical,Resolved,806,10,2024-01-08 02:56:00.000000,14748.55022356989,Assignee 17,289.04143207879594,User_1,2023-10-15 06:40:00,85,KRI,ISSUE-0866,Data Leak,FR,Reporter 7,162,HR,1,41993.91640427004,Low,AU,2023-10-15 02:56:00,66.11875309495616,file_access,Light Yellow
Significant Number of Untracked Devices,61.82321758283883,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,High,KEY-0867,7.35,Steps to resolve Significant Number of Untracked Devices,1,Critical,In Progress,840,10,2026-03-28 22:27:57.042371,19733.551116228562,Assignee 8,2016.6195363372788,User_53,2025-04-26 06:43:00,105,KPI,ISSUE-0867,Asset Inventory Accuracy,CANADA,Reporter 4,68,Sales,1,101138.15777304044,High,USA,2025-04-25 09:29:00,34.89175586387139,data_modification,Orange-Red
Targeted Phishing Campaign Against Executives,81.42061223773689,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,High,KEY-0868,7.35,Steps to resolve Targeted Phishing Campaign Against Executives,1,Critical,Resolved,4348,10,2023-09-07 07:47:00.000000,50896.613602803096,Assignee 1,3842.4911159810176,User_7,2023-05-31 19:36:00,99,KRI,ISSUE-0868,Phishing Attack,CN,Reporter 5,83,Sales,1,99850.84397496957,High,CANADA,2023-05-31 07:47:00,58.327080345776004,file_access,Orange-Red
Critical Issues Not Detected in Last Penetration Test,67.30511146703049,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,High,KEY-0869,7.35,Steps to resolve Critical Issues Not Detected in Last Penetration Test,1,Critical,Open,411,10,2026-02-04 22:27:57.042371,12935.694695338101,Assignee 18,136.1067449300328,User_72,2023-03-31 13:27:00,184,KPI,ISSUE-0869,Penetration Testing Effectiveness,CN,Reporter 10,22,Sales,1,90913.84067633277,High,Unknown,2023-03-31 11:05:00,63.375245787516185,login,Orange-Red
Supplier Network Breach Exposure,51.38815596746896,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,High,KEY-0870,7.7,Steps to resolve Supplier Network Breach Exposure,1,Critical,Resolved,408,10,2024-07-22 12:50:00.000000,10515.809391442082,Assignee 11,481.9407349695623,User_58,2024-01-24 23:20:00,180,KPI,ISSUE-0870,Procurement Security,UK,Reporter 7,81,Operations,1,59131.512238478936,Critical,FR,2024-01-24 12:50:00,26.48634932009665,file_access,Red
High-Volume Distributed Denial-of-Service Attack from Multiple Sources,72.20461413033401,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,High,KEY-0871,7.499999999999999,Steps to resolve High-Volume Distributed Denial-of-Service Attack from Multiple Sources,1,Critical,Closed,63,10,2025-10-12 13:46:00.000000,8217.420435135453,Assignee 13,46.92487561968068,User_58,2025-08-01 21:36:00,72,KRI,ISSUE-0871,DDOS,DE,Reporter 1,71,External Contractors,1,101313.4137503083,Critical,CANADA,2025-08-01 13:46:00,41.988838844035385,file_access,Red
Critical Issues Not Detected in Last Penetration Test,65.51130789420331,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,High,KEY-0872,7.6499999999999995,Steps to resolve Critical Issues Not Detected in Last Penetration Test,1,Critical,Open,797,10,2026-02-10 22:27:57.042371,15102.9336774572,Assignee 1,49.12082857469271,User_88,2025-03-14 08:08:00,106,KPI,ISSUE-0872,Penetration Testing Effectiveness,FR,Reporter 10,28,C-Suite Executives,1,135118.44145667966,Critical,DE,2025-03-13 14:39:00,60.09797285601531,login,Red
Supplier Network Breach Exposure,93.92553064894577,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,High,KEY-0873,7.5,Steps to resolve Supplier Network Breach Exposure,1,Critical,Open,2175,10,2026-02-13 22:27:57.042371,28391.54853102033,Assignee 4,185.45002540242083,User_24,2024-04-22 21:17:00,167,KPI,ISSUE-0873,Procurement Security,AU,Reporter 5,137,Sales,1,106361.9970740719,High,DE,2024-04-22 12:56:00,67.96928536317002,data_modification,Orange-Red
Unanticipated Increase in Risk Exposure,58.909540031109515,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,High,KEY-0874,7.1,Steps to resolve Unanticipated Increase in Risk Exposure,1,Critical,Resolved,718,10,2023-02-21 18:02:00.000000,15248.24213041594,Assignee 7,3.367882512900986,User_54,2023-02-21 01:25:00,1,KRI,ISSUE-0874,Risk Exposure,EU,Reporter 6,38,External Contractors,1,91442.92103840354,Critical,CANADA,2023-02-20 18:02:00,78.27236336836128,login,Red
Critical Issues Not Detected in Last Penetration Test,82.0977711851628,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,High,KEY-0875,7.75,Steps to resolve Critical Issues Not Detected in Last Penetration Test,1,Critical,Resolved,2597,10,2024-07-06 09:58:00.000000,33957.789742183544,Assignee 5,71.13455757315032,User_12,2024-02-22 00:07:00,136,KPI,ISSUE-0875,Penetration Testing Effectiveness,JP,Reporter 1,119,Finance,1,166926.3093927323,Critical,UK,2024-02-21 09:58:00,50.36142469776002,file_access,Red
Unusual Data Transfer Volumes Detected,56.99175223458059,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,High,KEY-0876,7.2,Steps to resolve Unusual Data Transfer Volumes Detected,1,Critical,Open,978,10,2026-05-07 22:27:57.042371,16087.725205459514,Assignee 4,184.92887315030612,User_6,2023-05-07 06:07:00,235,KRI,ISSUE-0876,Data Breach,IN,Reporter 7,32,Operations,1,97105.96380305597,High,JP,2023-05-07 04:35:00,29.297379358539885,login,Orange-Red
Targeted Phishing Campaign Against Executives,54.968822500940405,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,High,KEY-0877,7.7,Steps to resolve Targeted Phishing Campaign Against Executives,1,Critical,Resolved,364,10,2025-09-23 01:45:00.000000,12474.399595126895,Assignee 3,1116.702886503157,User_69,2025-07-09 23:48:00,76,KRI,ISSUE-0877,Phishing Attack,IN,Reporter 1,146,Operations,1,61850.64051487053,Critical,CANADA,2025-07-09 01:45:00,37.281577977644616,data_modification,Red
Unusual Data Transfer Volumes Detected,43.89730691172791,Schedule Investigation,Medium,KEY-0878,6.85,Steps to resolve Unusual Data Transfer Volumes Detected,1,Critical,Resolved,122,10,2025-11-17 16:02:00.000000,8782.0924253937,Assignee 20,14.62297957059711,User_15,2025-06-10 11:10:00,161,KRI,ISSUE-0878,Data Breach,AU,Reporter 1,30,HR,1,249380.74661836587,High,UK,2025-06-09 16:02:00,93.40671371359491,login,Yellow-Orange
High Frequency of Policy Violations,56.372493437519644,Restrict User Activity & Monitor Logs | Lock Account & Alert,High,KEY-0879,7.1000000000000005,Steps to resolve High Frequency of Policy Violations,1,Critical,Closed,2410,10,2024-11-19 03:37:00.000000,32863.58850136435,Assignee 20,86.61706317535715,User_39,2024-05-16 00:23:00,188,KPI,ISSUE-0879,Management Oversight,DE,Reporter 5,137,Legal,1,41408.5050139794,High,Unknown,2024-05-15 03:37:00,38.409483596168585,file_access,Orange-Red
Critical Issues Not Detected in Last Penetration Test,72.56259955241482,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,High,KEY-0880,7.449999999999999,Steps to resolve Critical Issues Not Detected in Last Penetration Test,1,Critical,In Progress,2594,10,2025-12-29 22:27:57.042371,35474.68457119501,Assignee 7,936.3491747809385,User_92,2023-07-06 17:27:00,1,KPI,ISSUE-0880,Penetration Testing Effectiveness,CANADA,Reporter 4,88,Finance,1,168076.52018822104,Critical,UK,2023-07-05 21:44:00,43.955932334595644,data_modification,Red
Significant Number of Untracked Devices,46.41420801695776,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,High,KEY-0881,7.7,Steps to resolve Significant Number of Untracked Devices,1,Critical,Closed,2832,10,2025-12-19 04:10:00.000000,39098.85982128612,Assignee 16,10369.907566245525,User_52,2025-09-21 19:54:00,89,KPI,ISSUE-0881,Asset Inventory Accuracy,UK,Reporter 8,97,Legal,1,72334.73615421221,Critical,JP,2025-09-21 04:10:00,41.1543260967414,data_modification,Red
Delayed Patching of Critical Vulnerabilities,62.54605849991589,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,High,KEY-0882,7.35,Steps to resolve Delayed Patching of Critical Vulnerabilities,1,Critical,Closed,1612,10,2024-04-15 04:03:00.000000,25463.75087579711,Assignee 4,1111.6907063225703,User_47,2023-11-01 00:57:00,167,KPI,ISSUE-0882,Vulnerability Remediation,CN,Reporter 1,65,Finance,1,99904.41025027526,High,USA,2023-10-31 04:03:00,56.44293683551919,data_modification,Orange-Red
Unanticipated Increase in Risk Exposure,64.16588840099351,Routine Monitoring | Limit Data Transfer,Medium,KEY-0883,6.6,Steps to resolve Unanticipated Increase in Risk Exposure,1,Critical,Open,1366,10,2025-12-01 22:27:57.042371,22769.45873729569,Assignee 16,182.07979425065466,User_63,2025-02-02 06:10:00,58,KRI,ISSUE-0883,Risk Exposure,CANADA,Reporter 3,117,Sales,1,60042.687394339744,Medium,CN,2025-02-01 12:55:00,55.43860997653634,data_modification,Yellow
Supplier Network Breach Exposure,77.47881134135531,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,High,KEY-0884,7.35,Steps to resolve Supplier Network Breach Exposure,1,Critical,In Progress,5555,10,2025-12-25 22:27:57.042371,65251.1200781253,Assignee 17,414.8263651699058,User_39,2024-12-11 20:55:00,182,KPI,ISSUE-0884,Procurement Security,JP,Reporter 10,110,Legal,1,44922.475125499936,High,CN,2024-12-11 00:14:00,42.409483596168585,data_modification,Orange-Red
Targeted Phishing Campaign Against Executives,68.32359289416577,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,High,KEY-0885,7.199999999999999,Steps to resolve Targeted Phishing Campaign Against Executives,1,Critical,Resolved,421,10,2023-09-02 08:49:00.000000,9528.789694488947,Assignee 5,600.4630474413632,User_53,2023-04-13 17:11:00,142,KRI,ISSUE-0885,Phishing Attack,CANADA,Reporter 9,72,IT,1,33926.37154664227,High,IN,2023-04-13 08:49:00,39.98794871951833,file_access,Orange-Red
Delayed Patching of Critical Vulnerabilities,62.29546450715468,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,High,KEY-0886,7.85,Steps to resolve Delayed Patching of Critical Vulnerabilities,1,Critical,Closed,2301,10,2025-06-06 09:53:00.000000,31860.527003938787,Assignee 20,723.4096747876962,User_95,2025-04-05 13:18:00,62,KPI,ISSUE-0886,Vulnerability Remediation,EU,Reporter 7,81,IT,1,71775.99803192087,Critical,FR,2025-04-05 09:53:00,25.63196054711807,data_modification,Red
Newly Discovered Vulnerabilities in Core Systems,78.03254440433905,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,High,KEY-0887,7.85,Steps to resolve Newly Discovered Vulnerabilities in Core Systems,1,Critical,Closed,2859,10,2024-07-25 21:46:00.000000,36770.54733875183,Assignee 6,1448.436758526243,User_12,2024-02-15 19:49:00,162,KPI,ISSUE-0887,System Vulnerability,AU,Reporter 9,105,Sales,1,164676.43271110478,Critical,DE,2024-02-14 21:46:00,51.6594180982777,file_access,Red
Unusual Data Access from External Locations,100.0,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,High,KEY-0888,8.0,Steps to resolve Unusual Data Access from External Locations,1,Critical,In Progress,4183,10,2026-05-07 22:27:57.042371,48661.194654914725,Assignee 1,3291.7721960081317,User_70,2023-11-26 07:40:00,315,KRI,ISSUE-0888,Data Leak,Unknown,Reporter 2,146,IT,1,61147.16243386686,Critical,USA,2023-11-25 18:59:00,64.20116853880567,data_modification,Red
Critical Issues Not Detected in Last Penetration Test,77.70702796441137,Log Activity for Reference,Medium,KEY-0889,5.6499999999999995,Steps to resolve Critical Issues Not Detected in Last Penetration Test,1,Critical,Resolved,2670,10,2023-07-27 00:54:00.000000,33745.658178433005,Assignee 3,4.8421624506016006,User_1,2023-04-16 15:32:00,102,KPI,ISSUE-0889,Penetration Testing Effectiveness,Unknown,Reporter 9,32,HR,1,47688.76041111115,Low,UK,2023-04-16 00:54:00,61.118753094956155,login,Light Yellow
Multiple Unauthorized Access Attempts Detected,66.725923870898,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,High,KEY-0890,7.75,Steps to resolve Multiple Unauthorized Access Attempts Detected,1,Critical,Closed,530,10,2024-12-11 23:27:00.000000,12740.736810796503,Assignee 4,76.838019897248,User_9,2024-09-09 00:42:00,94,KPI,ISSUE-0890,Access Control,JP,Reporter 8,20,C-Suite Executives,1,138810.66595407936,Critical,UK,2024-09-08 23:27:00,30.332283955495893,login,Red
High-Volume Distributed Denial-of-Service Attack from Multiple Sources,55.863107027896774,Restrict User Activity & Monitor Logs | Lock Account & Alert,High,KEY-0891,7.0,Steps to resolve High-Volume Distributed Denial-of-Service Attack from Multiple Sources,1,Critical,Resolved,1101,10,2025-11-21 03:43:00.000000,16778.491843046795,Assignee 1,6.187434883940593,User_6,2025-08-01 04:32:00,112,KRI,ISSUE-0891,DDOS,AU,Reporter 4,144,Sales,1,91318.15136977684,High,UK,2025-08-01 03:43:00,76.38204425758585,file_access,Orange-Red
Malware Detected in Core System Components,97.22825525286889,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,High,KEY-0892,7.5,Steps to resolve Malware Detected in Core System Components,1,Critical,In Progress,9758,10,2026-05-01 22:27:57.042371,107833.8944435962,Assignee 11,114.34405141760365,User_39,2023-03-06 11:26:00,84,KRI,ISSUE-0892,Malware,IN,Reporter 7,131,Operations,1,79417.4355439909,High,USA,2023-03-06 03:10:00,44.289383217940774,data_modification,Orange-Red
