Issue ID,Issue Key,Issue Name,Issue Volume,Category,Severity,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Response Time Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Session Duration in Second,Num Files Accessed,Login Attempts,Data Transfer MB,Threat Score,Threat Level,Defense Action,Color
ISSUE-0852,KEY-0852,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Low,Resolved,Reporter 9,Assignee 20,2023-05-05,2023-05-15 00:00:00.000000,10,2.0,Low,Operations,Steps to resolve High-Volume Distributed Denial-of-Service Attack,2117065.0,KRI,User_53,2023-05-05 02:56:00,data_modification,AU,JP,900,26,6,1177.5,2.9,Low,No Action Needed | Limit Data Transfer,Green
ISSUE-0853,KEY-0853,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Medium,Open,Reporter 4,Assignee 8,2023-11-09,2024-12-31 22:33:01.735013,418,30.16,Critical,External Contractors,Steps to resolve Insufficient Coverage in Annual Risk Assessment,848195.0,KPI,User_9,2023-11-09 11:30:00,file_access,FR,DE,2682,26,9,6947.5,11.032,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0854,KEY-0854,Detected Malware Infiltration in Internal Systems,1,Malware,Low,Resolved,Reporter 1,Assignee 14,2023-02-24,2023-03-05 00:00:00.000000,9,2.0,Low,External Contractors,Steps to resolve Detected Malware Infiltration in Internal Systems,1415792.5,KRI,User_26,2023-02-24 19:08:00,data_modification,UK,AU,900,26,6,3835.0,2.9,Low,No Action Needed | Limit Data Transfer,Green
ISSUE-0855,KEY-0855,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,High,Open,Reporter 4,Assignee 9,2024-05-16,2024-12-31 22:33:01.735013,229,31.43,Critical,HR,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1292060.0,KRI,User_15,2024-05-16 06:13:00,file_access,USA,DE,1180,26,13,1193.0,12.186,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0856,KEY-0856,Supplier Security Compliance Gaps,1,Procurement Security,High,In Progress,Reporter 7,Assignee 18,2024-07-03,2024-12-31 22:33:01.735013,181,16.74,Critical,Finance,Steps to resolve Supplier Security Compliance Gaps,2242103.0,KPI,User_53,2024-07-03 11:29:00,file_access,Unknown,JP,2328,35,10,2573.0,9.248,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0857,KEY-0857,Incomplete Risk Management Framework,1,Risk Management Maturity,Critical,In Progress,Reporter 5,Assignee 4,2023-02-19,2024-12-31 22:33:01.735013,681,40.82,Critical,Operations,Steps to resolve Incomplete Risk Management Framework,575531.0,KPI,User_61,2023-02-19 12:44:00,file_access,CANADA,CANADA,1701,26,17,2585.0,14.664,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0858,KEY-0858,Supplier Security Compliance Gaps,1,Procurement Security,Low,Resolved,Reporter 2,Assignee 9,2024-01-17,2024-01-25 00:00:00.000000,8,30.91,Critical,Legal,Steps to resolve Supplier Security Compliance Gaps,1915870.0,KPI,User_79,2024-01-17 17:51:00,login,FR,FR,1007,26,3,4312.5,9.882,Critical,Increase Monitoring & Schedule Review | Limit Data Transfer,Orange
ISSUE-0859,KEY-0859,Incomplete Risk Management Framework,1,Risk Management Maturity,Low,Resolved,Reporter 1,Assignee 6,2024-04-14,2024-04-17 00:00:00.000000,3,67.42,Critical,Finance,Steps to resolve Incomplete Risk Management Framework,1969370.0,KPI,User_30,2024-04-14 20:25:00,login,UK,AU,2062,26,6,1742.5,17.184000000000005,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0860,KEY-0860,Insufficient Access Control Measures,1,Control Effectiveness,Low,Open,Reporter 6,Assignee 8,2024-11-15,2024-12-31 22:33:01.735013,46,32.9,Critical,External Contractors,Steps to resolve Insufficient Access Control Measures,1341557.5,KPI,User_95,2024-11-15 09:28:00,data_modification,CANADA,CANADA,1482,26,9,2115.0,10.68,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0861,KEY-0861,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,High,Resolved,Reporter 5,Assignee 7,2024-11-06,2024-11-10 00:00:00.000000,4,59.51,Critical,Sales,Steps to resolve Delayed Patching of Known Vulnerabilities,792209.0,KPI,User_66,2024-11-06 04:41:00,file_access,JP,JP,900,26,28,6470.0,17.602,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0862,KEY-0862,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Medium,Resolved,Reporter 4,Assignee 16,2024-12-19,2024-12-20 00:00:00.000000,1,40.83,Critical,Finance,Steps to resolve Non-Compliance with Data Protection Regulations,1581212.5,KRI,User_41,2024-12-19 18:05:00,file_access,AU,AU,1513,26,12,705.0,12.766,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0863,KEY-0863,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Low,Open,Reporter 7,Assignee 16,2023-03-05,2024-12-31 22:33:01.735013,667,32.88,Critical,IT,Steps to resolve Successful Phishing Attempt Targeting Executives,1639705.0,KRI,User_50,2023-03-05 09:13:00,file_access,JP,JP,2275,39,21,2420.0,10.676,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0864,KEY-0864,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Critical,In Progress,Reporter 2,Assignee 12,2024-07-27,2024-12-31 22:33:01.735013,157,39.13,Critical,Operations,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1847540.0,KRI,User_56,2024-07-27 05:16:00,data_modification,CANADA,CANADA,2262,26,13,2084.0,14.326,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0865,KEY-0865,Supplier Security Compliance Gaps,1,Procurement Security,High,Open,Reporter 7,Assignee 6,2024-05-01,2024-12-31 22:33:01.735013,244,17.55,Critical,C-Suite Executives,Steps to resolve Supplier Security Compliance Gaps,1449782.0,KPI,User_89,2024-05-01 06:55:00,login,UK,UK,900,26,17,8735.0,9.41,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0866,KEY-0866,Insufficient Access Control Measures,1,Control Effectiveness,High,Open,Reporter 3,Assignee 9,2024-05-24,2024-12-31 22:33:01.735013,221,72.69,Critical,External Contractors,Steps to resolve Insufficient Access Control Measures,1042703.0,KPI,User_24,2024-05-24 00:09:00,file_access,IN,USA,1198,26,10,1232.0,20.438,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0867,KEY-0867,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Critical,Closed,Reporter 1,Assignee 20,2023-10-08,2023-10-17 00:00:00.000000,9,54.21,Critical,Operations,Steps to resolve Non-Compliance with Data Protection Regulations,850196.0,KRI,User_25,2023-10-08 23:13:00,login,DE,DE,2445,26,6,9131.0,17.342,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0868,KEY-0868,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Medium,Resolved,Reporter 3,Assignee 8,2023-07-01,2023-07-02 00:00:00.000000,1,32.81,Critical,Legal,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1782917.5,KRI,User_93,2023-07-01 19:37:00,data_modification,JP,JP,1749,27,12,10707.5,11.162,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0869,KEY-0869,Weak Authentication Protocols,1,Access Control,Low,In Progress,Reporter 4,Assignee 11,2023-02-03,2024-12-31 22:33:01.735013,697,34.55,Critical,HR,Steps to resolve Weak Authentication Protocols,1936875.0,KPI,User_54,2023-02-03 08:50:00,login,Unknown,Unknown,900,26,6,3695.0,11.01,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0870,KEY-0870,Inconsistent Review of Security Policies,1,Management Oversight,Low,In Progress,Reporter 2,Assignee 6,2024-09-04,2024-12-31 22:33:01.735013,118,28.96,Critical,Legal,Steps to resolve Inconsistent Review of Security Policies,1095395.0,KPI,User_13,2024-09-04 01:22:00,login,UK,UK,3044,26,6,1262.5,9.892,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0871,KEY-0871,Unauthorized Access Leading to Data Exposure,1,Data Breach,Low,Closed,Reporter 5,Assignee 12,2023-08-08,2023-08-11 00:00:00.000000,3,58.19,Critical,Operations,Steps to resolve Unauthorized Access Leading to Data Exposure,559765.0,KRI,User_48,2023-08-08 01:26:00,login,USA,FR,2065,26,3,1885.0,14.937999999999999,Critical,Increase Monitoring & Schedule Review | Limit Data Transfer,Orange
ISSUE-0872,KEY-0872,Detected Malware Infiltration in Internal Systems,1,Malware,High,Resolved,Reporter 3,Assignee 14,2023-10-25,2023-11-04 00:00:00.000000,10,28.13,Critical,Sales,Steps to resolve Detected Malware Infiltration in Internal Systems,2237879.0,KRI,User_90,2023-10-25 01:40:00,file_access,FR,FR,1619,26,10,2426.0,11.526,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0873,KEY-0873,Incomplete Risk Management Framework,1,Risk Management Maturity,Low,Resolved,Reporter 10,Assignee 5,2024-02-29,2024-03-07 00:00:00.000000,7,47.1,Critical,Finance,Steps to resolve Incomplete Risk Management Framework,1328477.5,KPI,User_98,2024-02-29 07:08:00,login,CANADA,CANADA,1306,27,21,1427.5,13.32,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0874,KEY-0874,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Critical,Open,Reporter 1,Assignee 14,2024-07-23,2024-12-31 22:33:01.735013,161,26.73,Critical,Sales,Steps to resolve Missing or Inaccurate Asset Records,580586.0,KPI,User_99,2024-07-23 09:53:00,file_access,DE,DE,1539,26,24,6059.0,11.846,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0875,KEY-0875,Incomplete Risk Management Framework,1,Risk Management Maturity,High,Resolved,Reporter 7,Assignee 12,2024-06-26,2024-07-06 00:00:00.000000,10,2.0,Low,Sales,Steps to resolve Incomplete Risk Management Framework,1185404.0,KPI,User_16,2024-06-26 13:33:00,file_access,AU,AU,1464,31,6,1853.0,4.699999999999999,Medium,Schedule Investigation | Limit Data Transfer,Yellow-Orange
ISSUE-0876,KEY-0876,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Medium,Resolved,Reporter 7,Assignee 20,2023-03-16,2023-03-23 00:00:00.000000,7,46.59,Critical,IT,Steps to resolve Insufficient Coverage in Annual Risk Assessment,949317.5,KPI,User_21,2023-03-16 05:06:00,file_access,CN,CN,1658,26,9,2440.0,14.118000000000002,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0877,KEY-0877,Outdated Operating System Components,1,System Vulnerability,Critical,Resolved,Reporter 7,Assignee 10,2024-08-30,2024-09-05 00:00:00.000000,6,28.54,Critical,IT,Steps to resolve Outdated Operating System Components,2151797.0,KPI,User_57,2024-08-30 02:47:00,data_modification,JP,JP,1120,26,6,5300.0,12.008000000000001,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0878,KEY-0878,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,High,Resolved,Reporter 10,Assignee 3,2023-04-22,2023-04-25 00:00:00.000000,3,38.64,Critical,IT,Steps to resolve Delayed Patching of Known Vulnerabilities,1540418.0,KPI,User_76,2023-04-22 10:26:00,data_modification,DE,DE,900,26,13,4592.0,13.228,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0879,KEY-0879,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Critical,Resolved,Reporter 2,Assignee 20,2024-11-28,2024-12-02 00:00:00.000000,4,45.22,Critical,C-Suite Executives,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,210635.0,KRI,User_30,2024-11-28 06:56:00,file_access,JP,JP,1021,26,13,7892.0,15.344000000000001,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0880,KEY-0880,Outdated Operating System Components,1,System Vulnerability,Medium,Closed,Reporter 1,Assignee 1,2023-10-26,2023-10-27 00:00:00.000000,1,49.1,Critical,IT,Steps to resolve Outdated Operating System Components,2458982.5,KPI,User_83,2023-10-26 02:21:00,file_access,CANADA,CANADA,900,27,15,3015.0,14.42,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0881,KEY-0881,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Critical,Resolved,Reporter 7,Assignee 6,2024-10-15,2024-10-20 00:00:00.000000,5,37.55,Critical,C-Suite Executives,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,324941.0,KPI,User_19,2024-10-15 22:41:00,file_access,FR,DE,976,26,10,4631.0,13.81,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0882,KEY-0882,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Critical,Resolved,Reporter 4,Assignee 16,2023-01-21,2023-01-26 00:00:00.000000,5,76.72,Critical,C-Suite Executives,Steps to resolve Access by Unauthorized Personnel Detected,2900093.0,KRI,User_72,2023-01-21 00:45:00,data_modification,USA,USA,900,26,17,605.0,21.644000000000002,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0883,KEY-0883,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Medium,Closed,Reporter 6,Assignee 9,2023-02-25,2023-02-27 00:00:00.000000,2,56.29,Critical,HR,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,969020.0,KPI,User_73,2023-02-25 06:36:00,file_access,USA,USA,900,26,12,2212.5,15.858,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0884,KEY-0884,Inconsistent Review of Security Policies,1,Management Oversight,Medium,In Progress,Reporter 3,Assignee 10,2024-03-30,2024-12-31 22:33:01.735013,276,15.16,Critical,C-Suite Executives,Steps to resolve Inconsistent Review of Security Policies,1041005.0,KPI,User_14,2024-03-30 19:03:00,file_access,CN,CN,900,30,18,2475.0,8.032,High,Alert Security Team & Review Logs | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0885,KEY-0885,Insufficient Access Control Measures,1,Control Effectiveness,Low,Open,Reporter 2,Assignee 15,2024-11-28,2024-12-31 22:33:01.735013,33,66.17,Critical,HR,Steps to resolve Insufficient Access Control Measures,2451157.5,KPI,User_41,2024-11-28 05:32:00,login,DE,DE,1191,26,15,7760.0,17.334000000000003,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0886,KEY-0886,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Low,Open,Reporter 8,Assignee 12,2024-04-23,2024-12-31 22:33:01.735013,252,34.56,Critical,Sales,Steps to resolve Delayed Patching of Known Vulnerabilities,1761142.5,KPI,User_3,2024-04-23 05:03:00,file_access,CN,CN,900,26,15,1377.5,11.012,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0887,KEY-0887,Weak Cloud Storage Access Controls,1,Cloud Security Posture,High,In Progress,Reporter 9,Assignee 10,2023-01-15,2024-12-31 22:33:01.735013,716,85.29,Critical,External Contractors,Steps to resolve Weak Cloud Storage Access Controls,1957823.0,KRI,User_22,2023-01-15 03:07:00,data_modification,USA,USA,1315,26,6,3176.0,22.958000000000002,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0888,KEY-0888,Detected Malware Infiltration in Internal Systems,1,Malware,Critical,Resolved,Reporter 4,Assignee 15,2023-07-09,2023-07-13 00:00:00.000000,4,56.25,Critical,Finance,Steps to resolve Detected Malware Infiltration in Internal Systems,2460092.0,KRI,User_37,2023-07-09 04:32:00,data_modification,IN,CANADA,900,26,13,2870.0,17.55,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0889,KEY-0889,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Low,Open,Reporter 9,Assignee 20,2023-08-01,2024-12-31 22:33:01.735013,518,67.46,Critical,Legal,Steps to resolve Non-Compliance with Data Protection Regulations,2278782.5,KRI,User_94,2023-08-01 00:04:00,login,Unknown,Unknown,1912,26,6,1097.5,17.592,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0890,KEY-0890,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Critical,Resolved,Reporter 5,Assignee 13,2023-12-05,2023-12-15 00:00:00.000000,10,25.01,Critical,Sales,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1276715.0,KRI,User_77,2023-12-05 21:18:00,login,DE,DE,1388,28,10,5807.0,11.502,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0891,KEY-0891,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Medium,Open,Reporter 9,Assignee 1,2024-01-23,2024-12-31 22:33:01.735013,343,65.86,Critical,Sales,Steps to resolve Access by Unauthorized Personnel Detected,478182.5,KRI,User_33,2024-01-23 10:37:00,login,IN,EU,2502,26,15,1465.0,18.172,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0892,KEY-0892,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Low,In Progress,Reporter 2,Assignee 17,2024-10-06,2024-12-31 22:33:01.735013,86,64.24,Critical,Operations,Steps to resolve Missing or Inaccurate Asset Records,651800.0,KPI,User_79,2024-10-06 04:57:00,file_access,UK,CANADA,988,26,15,1155.0,16.948,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0893,KEY-0893,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Medium,In Progress,Reporter 3,Assignee 7,2023-06-18,2024-12-31 22:33:01.735013,562,34.74,Critical,External Contractors,Steps to resolve High-Volume Distributed Denial-of-Service Attack,2030577.5,KRI,User_34,2023-06-18 14:31:00,file_access,UK,UK,2149,26,12,2057.5,11.948,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0894,KEY-0894,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Medium,Closed,Reporter 6,Assignee 13,2024-06-23,2024-07-01 00:00:00.000000,8,37.6,Critical,Operations,Steps to resolve Access by Unauthorized Personnel Detected,748560.0,KRI,User_88,2024-06-23 08:20:00,data_modification,CANADA,FR,2247,26,15,2602.5,12.52,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0895,KEY-0895,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Medium,Closed,Reporter 4,Assignee 6,2023-11-07,2023-11-12 00:00:00.000000,5,56.23,Critical,Operations,Steps to resolve Successful Phishing Attempt Targeting Executives,1387552.5,KRI,User_60,2023-11-07 23:17:00,data_modification,IN,IN,900,26,12,8185.0,16.046,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0896,KEY-0896,Insufficient Access Control Measures,1,Control Effectiveness,Low,In Progress,Reporter 6,Assignee 13,2023-11-15,2024-12-31 22:33:01.735013,412,31.34,Critical,HR,Steps to resolve Insufficient Access Control Measures,768515.0,KPI,User_96,2023-11-15 06:06:00,file_access,IN,IN,1701,33,18,1295.0,10.368,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0897,KEY-0897,Inconsistent Review of Security Policies,1,Management Oversight,Low,Closed,Reporter 4,Assignee 4,2024-08-29,2024-09-01 00:00:00.000000,3,76.85,Critical,Sales,Steps to resolve Inconsistent Review of Security Policies,2430915.0,KPI,User_37,2024-08-29 00:12:00,login,USA,USA,900,26,9,877.5,19.07,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0898,KEY-0898,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,High,In Progress,Reporter 6,Assignee 10,2023-12-15,2024-12-31 22:33:01.735013,382,45.4,Critical,HR,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,780827.0,KRI,User_92,2023-12-15 19:43:00,data_modification,Unknown,Unknown,1435,26,13,602.0,14.98,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0899,KEY-0899,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Critical,Open,Reporter 4,Assignee 18,2023-10-22,2024-12-31 22:33:01.735013,436,22.17,Critical,Legal,Steps to resolve Non-Compliance with Data Protection Regulations,1078715.0,KRI,User_60,2023-10-22 21:39:00,login,EU,EU,900,26,10,1118.0,10.934000000000001,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0900,KEY-0900,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Medium,Closed,Reporter 5,Assignee 19,2023-08-18,2023-08-27 00:00:00.000000,9,78.0,Critical,Sales,Steps to resolve Delayed Patching of Known Vulnerabilities,442347.5,KPI,User_71,2023-08-18 04:33:00,file_access,CN,EU,1950,26,21,810.0,20.6,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0901,KEY-0901,Incomplete Risk Management Framework,1,Risk Management Maturity,High,Closed,Reporter 4,Assignee 19,2024-03-10,2024-03-20 00:00:00.000000,10,48.06,Critical,IT,Steps to resolve Incomplete Risk Management Framework,502016.0,KPI,User_69,2024-03-10 18:10:00,file_access,UK,UK,900,28,10,536.0,15.512000000000002,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0902,KEY-0902,Inadequate Firewall Configurations,1,Network Security,Medium,Open,Reporter 8,Assignee 9,2023-03-08,2024-12-31 22:33:01.735013,664,40.39,Critical,HR,Steps to resolve Inadequate Firewall Configurations,2117300.0,KPI,User_71,2023-03-08 12:28:00,data_modification,CN,CN,1364,26,15,2300.0,13.078000000000001,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0903,KEY-0903,Unauthorized Access Leading to Data Exposure,1,Data Breach,Low,Closed,Reporter 6,Assignee 9,2024-12-12,2024-12-21 00:00:00.000000,9,75.3,Critical,External Contractors,Steps to resolve Unauthorized Access Leading to Data Exposure,1885517.5,KRI,User_76,2024-12-12 08:41:00,login,FR,FR,900,26,9,865.0,19.16,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0904,KEY-0904,Weak Authentication Protocols,1,Access Control,Low,In Progress,Reporter 10,Assignee 1,2023-05-31,2024-12-31 22:33:01.735013,580,99.88,Critical,C-Suite Executives,Steps to resolve Weak Authentication Protocols,2041345.0,KPI,User_49,2023-05-31 22:43:00,login,UK,UK,1083,26,21,1377.5,24.076,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0905,KEY-0905,Detected Malware Infiltration in Internal Systems,1,Malware,High,In Progress,Reporter 5,Assignee 3,2024-06-29,2024-12-31 22:33:01.735013,185,60.92,Critical,IT,Steps to resolve Detected Malware Infiltration in Internal Systems,1588178.0,KRI,User_100,2024-06-29 06:24:00,file_access,CN,CN,1523,26,6,3482.0,18.084000000000003,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0906,KEY-0906,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Low,In Progress,Reporter 1,Assignee 13,2024-02-29,2024-12-31 22:33:01.735013,306,93.97,Critical,HR,Steps to resolve Non-Compliance with Data Protection Regulations,1403575.0,KRI,User_67,2024-02-29 17:39:00,data_modification,DE,DE,1574,26,6,1337.5,22.894000000000002,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0907,KEY-0907,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Low,In Progress,Reporter 7,Assignee 11,2023-02-18,2024-12-31 22:33:01.735013,682,27.94,Critical,Operations,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1161162.5,KRI,User_50,2023-02-18 01:22:00,data_modification,CANADA,CANADA,900,30,15,3932.5,9.688,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0908,KEY-0908,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,High,Closed,Reporter 2,Assignee 2,2023-07-14,2023-07-19 00:00:00.000000,5,32.04,Critical,Operations,Steps to resolve Delayed Patching of Known Vulnerabilities,533360.0,KPI,User_80,2023-07-14 14:02:00,login,EU,EU,1437,26,13,1757.0,12.108,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0909,KEY-0909,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Critical,Closed,Reporter 6,Assignee 13,2024-09-26,2024-09-29 00:00:00.000000,3,59.38,Critical,Legal,Steps to resolve Successful Phishing Attempt Targeting Executives,1172033.0,KRI,User_95,2024-09-26 16:56:00,file_access,DE,JP,900,31,13,2726.0,17.976000000000003,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0910,KEY-0910,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Medium,In Progress,Reporter 5,Assignee 3,2023-03-30,2024-12-31 22:33:01.735013,642,90.56,Critical,HR,Steps to resolve Increased Exposure due to Insufficient Data Encryption,2110272.5,KRI,User_20,2023-03-30 12:08:00,file_access,JP,UK,1248,26,30,4255.0,23.112000000000002,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0911,KEY-0911,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Medium,Resolved,Reporter 6,Assignee 5,2023-09-30,2023-10-06 00:00:00.000000,6,22.1,Critical,C-Suite Executives,Steps to resolve Access by Unauthorized Personnel Detected,1083637.5,KRI,User_14,2023-09-30 16:47:00,login,CANADA,JP,900,26,18,5285.0,9.22,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
