Issue ID,Issue Key,Issue Name,Issue Volume,Category,Severity,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Response Time Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Session Duration in Second,Num Files Accessed,Login Attempts,Data Transfer MB,CPU Usage %,Memory Usage MB,Threat Score,Threat Level,Defense Action,Color
ISSUE-0892,KEY-0892,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Critical,In Progress,Reporter 4,Assignee 4,2024-01-14,2025-09-19 22:15:24.985808,614,28.59,Critical,HR,Steps to resolve Delayed Patching of Known Vulnerabilities,1394909.0,KPI,User_86,2024-01-14 18:54:00,login,AU,AU,900,39,13,1661.0,72.20709349134385,6729,11.418,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0893,KEY-0893,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,High,In Progress,Reporter 10,Assignee 1,2023-11-09,2025-09-19 22:15:24.985808,680,75.09,Critical,Operations,Steps to resolve Missing or Inaccurate Asset Records,2302007.0,KPI,User_42,2023-11-09 01:58:00,login,FR,Unknown,900,26,13,887.0,30.472716328618255,3405,19.918,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0894,KEY-0894,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Critical,Open,Reporter 5,Assignee 1,2023-09-08,2025-09-19 22:15:24.985808,742,79.03,Critical,C-Suite Executives,Steps to resolve Missing or Inaccurate Asset Records,556466.0,KPI,User_17,2023-09-08 00:49:00,login,USA,USA,2138,26,13,2486.0,48.1781299696318,3141,21.206,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0895,KEY-0895,Incomplete Risk Management Framework,1,Risk Management Maturity,High,In Progress,Reporter 1,Assignee 3,2024-11-03,2025-09-19 22:15:24.985808,320,25.57,Critical,IT,Steps to resolve Incomplete Risk Management Framework,335318.0,KPI,User_83,2024-11-03 17:21:00,data_modification,CN,EU,900,26,6,1256.0,49.68403961958337,7357,10.164,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0896,KEY-0896,Inadequate Firewall Configurations,1,Network Security,Medium,Closed,Reporter 2,Assignee 6,2024-05-01,2024-05-10 00:00:00.000000,9,81.04,Critical,C-Suite Executives,Steps to resolve Inadequate Firewall Configurations,2109867.5,KPI,User_71,2024-05-01 07:24:00,data_modification,UK,CANADA,1106,26,9,8392.5,32.88015939369534,4195,20.358,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0897,KEY-0897,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Critical,Resolved,Reporter 9,Assignee 6,2023-08-02,2023-08-05 00:00:00.000000,3,75.92,Critical,Sales,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1058753.0,KRI,User_54,2023-08-02 00:18:00,file_access,Unknown,Unknown,900,26,21,8882.0,21.764191468015287,7333,20.334000000000003,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0898,KEY-0898,Detected Malware Infiltration in Internal Systems,1,Malware,Critical,In Progress,Reporter 4,Assignee 2,2024-03-25,2025-09-19 22:15:24.985808,543,28.68,Critical,C-Suite Executives,Steps to resolve Detected Malware Infiltration in Internal Systems,2892167.0,KRI,User_91,2024-03-25 05:24:00,data_modification,UK,CN,1372,26,17,779.0,55.440349466905005,6588,11.286,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0899,KEY-0899,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Low,In Progress,Reporter 2,Assignee 4,2023-04-17,2025-09-19 22:15:24.985808,886,39.6,Critical,C-Suite Executives,Steps to resolve Missing or Inaccurate Asset Records,433597.5,KPI,User_8,2023-04-17 09:53:00,login,EU,EU,1644,26,9,1312.5,67.15005625221511,5914,11.47,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0900,KEY-0900,Inadequate Firewall Configurations,1,Network Security,Medium,Resolved,Reporter 5,Assignee 2,2024-03-20,2024-03-27 00:00:00.000000,7,83.67,Critical,External Contractors,Steps to resolve Inadequate Firewall Configurations,2415880.0,KPI,User_59,2024-03-20 10:30:00,login,FR,FR,900,26,6,575.0,20.725255240829,4775,20.684,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0901,KEY-0901,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Low,Closed,Reporter 4,Assignee 10,2023-04-08,2023-04-17 00:00:00.000000,9,7.38,High,Legal,Steps to resolve Successful Phishing Attempt Targeting Executives,2173087.5,KRI,User_12,2023-04-08 06:32:00,file_access,IN,IN,1198,26,9,1347.5,44.539370922134374,3737,4.5760000000000005,Medium,Log Activity for Reference | Limit Data Transfer,Light Yellow
ISSUE-0902,KEY-0902,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Low,In Progress,Reporter 3,Assignee 12,2024-01-09,2025-09-19 22:15:24.985808,619,51.94,Critical,External Contractors,Steps to resolve Non-Compliance with Data Protection Regulations,1429692.5,KRI,User_54,2024-01-09 02:07:00,file_access,AU,AU,1477,26,9,1537.5,75.6960680680881,7343,14.088,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0903,KEY-0903,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Critical,Resolved,Reporter 8,Assignee 2,2023-04-26,2023-04-28 00:00:00.000000,2,30.93,Critical,Legal,Steps to resolve Insufficient Coverage in Annual Risk Assessment,534188.0,KPI,User_96,2023-04-26 10:46:00,data_modification,JP,JP,1525,28,10,2711.0,51.45305266835913,5356,11.185999999999998,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0904,KEY-0904,Non-Compliance with Data Protection Regulations,1,Legal Compliance,High,Resolved,Reporter 10,Assignee 1,2023-12-24,2024-01-02 00:00:00.000000,9,100.95,Critical,C-Suite Executives,Steps to resolve Non-Compliance with Data Protection Regulations,2539418.0,KRI,User_65,2023-12-24 14:59:00,login,FR,JP,1382,26,10,3440.0,48.32899747098625,4498,25.09,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0905,KEY-0905,Incomplete Risk Management Framework,1,Risk Management Maturity,Medium,Resolved,Reporter 8,Assignee 10,2023-10-28,2023-11-01 00:00:00.000000,4,70.44,Critical,External Contractors,Steps to resolve Incomplete Risk Management Framework,1440747.5,KPI,User_76,2023-10-28 15:01:00,file_access,Unknown,Unknown,900,26,9,4845.0,29.076388016698292,4062,18.038,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0906,KEY-0906,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Low,Closed,Reporter 3,Assignee 7,2025-01-14,2025-01-22 00:00:00.000000,8,33.01,Critical,IT,Steps to resolve Delayed Patching of Known Vulnerabilities,1162572.5,KPI,User_94,2025-01-14 02:00:00,data_modification,FR,FR,2379,26,15,8770.0,43.60414674781965,3733,10.001999999999999,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0907,KEY-0907,Access by Unauthorized Personnel Detected,1,Unauthorized Access,High,In Progress,Reporter 1,Assignee 18,2025-01-06,2025-09-19 22:15:24.985808,256,61.58,Critical,External Contractors,Steps to resolve Access by Unauthorized Personnel Detected,2517413.0,KRI,User_44,2025-01-06 02:35:00,login,AU,AU,900,26,21,1319.0,20.044127688062844,6943,17.366000000000003,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0908,KEY-0908,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Low,In Progress,Reporter 4,Assignee 17,2024-10-24,2025-09-19 22:15:24.985808,330,66.25,Critical,HR,Steps to resolve Access by Unauthorized Personnel Detected,1679567.5,KRI,User_1,2024-10-24 11:44:00,login,AU,AU,1125,26,18,1697.5,32.842351695307585,5652,16.65,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0909,KEY-0909,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Critical,In Progress,Reporter 7,Assignee 10,2025-05-31,2025-09-19 22:15:24.985808,111,31.2,Critical,HR,Steps to resolve Access by Unauthorized Personnel Detected,321344.0,KRI,User_83,2025-05-31 17:42:00,data_modification,FR,FR,1757,39,6,1961.0,79.78364393117785,5076,11.79,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0910,KEY-0910,Unauthorized Access Leading to Data Exposure,1,Data Breach,Critical,Open,Reporter 4,Assignee 7,2025-09-13,2025-09-19 22:15:24.985808,6,24.57,Critical,HR,Steps to resolve Unauthorized Access Leading to Data Exposure,1653107.0,KRI,User_51,2025-09-13 12:29:00,data_modification,DE,USA,1281,26,10,4316.0,29.585254126092426,4116,10.114,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0911,KEY-0911,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,High,Open,Reporter 1,Assignee 17,2023-09-13,2025-09-19 22:15:24.985808,737,69.23,Critical,HR,Steps to resolve Delayed Patching of Known Vulnerabilities,347465.0,KPI,User_74,2023-09-13 20:00:00,file_access,UK,UK,900,26,10,587.0,38.5604780159368,7032,18.896000000000004,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0912,KEY-0912,Inadequate Firewall Configurations,1,Network Security,Critical,Resolved,Reporter 8,Assignee 15,2024-08-24,2024-08-31 00:00:00.000000,7,2.0,Low,Finance,Steps to resolve Inadequate Firewall Configurations,972575.0,KPI,User_97,2024-08-24 01:57:00,login,Unknown,Unknown,1143,26,6,704.0,69.8426687465913,5685,4.55,Medium,Increase Monitoring & Investigate | Limit Data Transfer,Orange
ISSUE-0913,KEY-0913,Incomplete Risk Management Framework,1,Risk Management Maturity,High,Closed,Reporter 2,Assignee 9,2023-02-27,2023-03-09 00:00:00.000000,10,84.32,Critical,HR,Steps to resolve Incomplete Risk Management Framework,2843225.0,KPI,User_42,2023-02-27 17:32:00,data_modification,JP,JP,1334,26,17,770.0,72.97803612292327,7867,22.064000000000004,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0914,KEY-0914,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Low,Open,Reporter 6,Assignee 4,2025-03-19,2025-09-19 22:15:24.985808,184,50.49,Critical,IT,Steps to resolve Delayed Patching of Known Vulnerabilities,2192740.0,KPI,User_60,2025-03-19 21:57:00,data_modification,CN,JP,900,26,9,2077.5,45.419072705077355,3043,13.498,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0915,KEY-0915,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Low,Closed,Reporter 5,Assignee 2,2025-04-08,2025-04-14 00:00:00.000000,6,101.03,Critical,Legal,Steps to resolve Delayed Patching of Known Vulnerabilities,1177672.5,KPI,User_31,2025-04-08 23:49:00,file_access,AU,JP,917,26,6,6642.5,44.53980776569996,3780,23.406000000000002,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0916,KEY-0916,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Critical,Resolved,Reporter 10,Assignee 4,2025-06-19,2025-06-24 00:00:00.000000,5,44.11,Critical,Finance,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,2598881.0,KPI,User_20,2025-06-19 08:12:00,file_access,UK,JP,1376,26,13,6044.0,69.06978913353379,7136,14.322000000000001,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0917,KEY-0917,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Critical,Open,Reporter 10,Assignee 16,2025-08-14,2025-09-19 22:15:24.985808,36,62.69,Critical,HR,Steps to resolve Successful Phishing Attempt Targeting Executives,386000.0,KRI,User_88,2025-08-14 08:01:00,file_access,IN,IN,1027,28,13,2300.0,63.00560428067162,7369,18.238000000000003,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0918,KEY-0918,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,High,Resolved,Reporter 2,Assignee 3,2023-05-16,2023-05-23 00:00:00.000000,7,66.86,Critical,Operations,Steps to resolve Successful Phishing Attempt Targeting Executives,1234028.0,KRI,User_85,2023-05-16 11:52:00,login,CN,CN,900,26,24,2363.0,70.76871911167598,4274,18.222,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0919,KEY-0919,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Medium,In Progress,Reporter 4,Assignee 15,2025-01-22,2025-09-19 22:15:24.985808,240,62.29,Critical,IT,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,268250.0,KPI,User_53,2025-01-22 20:34:00,file_access,CN,EU,1575,26,24,967.5,55.43691911575935,4197,16.607999999999997,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0920,KEY-0920,Weak Authentication Protocols,1,Access Control,Medium,Open,Reporter 5,Assignee 12,2023-04-03,2025-09-19 22:15:24.985808,900,21.53,Critical,Finance,Steps to resolve Weak Authentication Protocols,549507.5,KPI,User_11,2023-04-03 18:18:00,login,USA,USA,900,33,3,3465.0,41.55799274643499,3656,8.255999999999998,High,Alert Security Team & Review Logs | Limit Data Transfer,Orange
ISSUE-0921,KEY-0921,Incomplete Risk Management Framework,1,Risk Management Maturity,Low,In Progress,Reporter 9,Assignee 15,2025-06-12,2025-09-19 22:15:24.985808,99,28.19,Critical,External Contractors,Steps to resolve Incomplete Risk Management Framework,2046805.0,KPI,User_34,2025-06-12 16:38:00,file_access,USA,CANADA,900,26,9,3925.0,77.95231279979406,7747,9.338000000000001,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0922,KEY-0922,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Low,Open,Reporter 10,Assignee 16,2025-03-15,2025-09-19 22:15:24.985808,188,100.0,Critical,Sales,Steps to resolve Insufficient Coverage in Annual Risk Assessment,2059645.0,KPI,User_90,2025-03-15 01:33:00,data_modification,IN,IN,1453,26,6,720.0,54.1374351111972,7339,23.55,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0923,KEY-0923,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Critical,Closed,Reporter 6,Assignee 9,2023-07-31,2023-08-01 00:00:00.000000,1,32.36,Critical,Legal,Steps to resolve Access by Unauthorized Personnel Detected,1278959.0,KRI,User_51,2023-07-31 10:21:00,file_access,DE,DE,900,26,13,2363.0,37.01266087117852,3219,11.472,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0924,KEY-0924,Detected Malware Infiltration in Internal Systems,1,Malware,Medium,Closed,Reporter 7,Assignee 3,2023-07-23,2023-07-26 00:00:00.000000,3,84.13,Critical,External Contractors,Steps to resolve Detected Malware Infiltration in Internal Systems,1978972.5,KRI,User_79,2023-07-23 09:15:00,file_access,AU,AU,900,26,12,1675.0,22.490068236362617,3919,20.576,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0925,KEY-0925,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,High,Closed,Reporter 7,Assignee 17,2024-10-30,2024-11-03 00:00:00.000000,4,27.79,Critical,Operations,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1626101.0,KRI,User_20,2024-10-30 11:59:00,data_modification,EU,AU,1020,26,3,1373.0,33.733844046118435,5286,10.058,Critical,Escalate to Security Operations Center (SOC) & Block User | Limit Data Transfer,Red
ISSUE-0926,KEY-0926,Weak Cloud Storage Access Controls,1,Cloud Security Posture,High,Closed,Reporter 10,Assignee 8,2023-10-14,2023-10-22 00:00:00.000000,8,76.38,Critical,Finance,Steps to resolve Weak Cloud Storage Access Controls,2912141.0,KRI,User_35,2023-10-14 11:03:00,login,JP,JP,2737,26,10,2336.0,41.070364936646456,6245,20.326,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0927,KEY-0927,Outdated Operating System Components,1,System Vulnerability,High,Resolved,Reporter 3,Assignee 14,2025-05-27,2025-05-30 00:00:00.000000,3,41.38,Critical,Finance,Steps to resolve Outdated Operating System Components,256550.0,KPI,User_63,2025-05-27 06:58:00,login,JP,JP,1188,26,17,1565.0,24.71831222006294,6275,12.926,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0928,KEY-0928,Incomplete Risk Management Framework,1,Risk Management Maturity,High,Closed,Reporter 6,Assignee 1,2025-07-31,2025-08-05 00:00:00.000000,5,10.43,Critical,Legal,Steps to resolve Incomplete Risk Management Framework,548522.0,KPI,User_59,2025-07-31 12:13:00,data_modification,AU,AU,1140,26,10,761.0,41.64322037955846,3783,6.7860000000000005,Medium,Schedule Investigation | Limit Data Transfer,Yellow-Orange
ISSUE-0929,KEY-0929,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Medium,Resolved,Reporter 3,Assignee 12,2023-02-26,2023-03-01 00:00:00.000000,3,97.74,Critical,C-Suite Executives,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1856390.0,KPI,User_75,2023-02-26 06:23:00,file_access,CANADA,USA,1178,26,15,7385.0,71.64241959055596,5014,23.448000000000004,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0930,KEY-0930,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,High,Closed,Reporter 7,Assignee 15,2024-01-08,2024-01-17 00:00:00.000000,9,39.06,Critical,External Contractors,Steps to resolve Delayed Patching of Known Vulnerabilities,1556201.0,KPI,User_1,2024-01-08 20:23:00,login,JP,JP,900,26,13,1607.0,41.700132716625305,6255,12.862,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0931,KEY-0931,Unauthorized Access Leading to Data Exposure,1,Data Breach,Critical,Resolved,Reporter 8,Assignee 13,2024-12-24,2024-12-28 00:00:00.000000,4,33.82,Critical,Finance,Steps to resolve Unauthorized Access Leading to Data Exposure,2794601.0,KRI,User_26,2024-12-24 02:25:00,data_modification,DE,EU,900,26,17,1334.0,64.83282313777866,3939,12.113999999999999,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0932,KEY-0932,Detected Malware Infiltration in Internal Systems,1,Malware,Critical,Resolved,Reporter 3,Assignee 7,2023-06-07,2023-06-17 00:00:00.000000,10,98.17,Critical,IT,Steps to resolve Detected Malware Infiltration in Internal Systems,2639648.0,KRI,User_31,2023-06-07 05:24:00,data_modification,Unknown,Unknown,1221,26,24,10019.0,51.49838863149301,6526,25.184,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0933,KEY-0933,Inconsistent Review of Security Policies,1,Management Oversight,High,Resolved,Reporter 6,Assignee 19,2025-08-04,2025-08-06 00:00:00.000000,2,66.92,Critical,IT,Steps to resolve Inconsistent Review of Security Policies,2739203.0,KPI,User_69,2025-08-04 19:33:00,file_access,Unknown,Unknown,2423,26,24,956.0,49.30828538379877,4771,17.884,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0934,KEY-0934,Detected Malware Infiltration in Internal Systems,1,Malware,Critical,Resolved,Reporter 6,Assignee 6,2023-05-24,2023-05-29 00:00:00.000000,5,33.54,Critical,Legal,Steps to resolve Detected Malware Infiltration in Internal Systems,2058971.0,KRI,User_62,2023-05-24 20:38:00,data_modification,USA,USA,900,26,6,4094.0,23.084583918927702,4965,11.908,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0935,KEY-0935,Insufficient Access Control Measures,1,Control Effectiveness,Medium,Resolved,Reporter 5,Assignee 11,2023-09-12,2023-09-13 00:00:00.000000,1,9.81,High,C-Suite Executives,Steps to resolve Insufficient Access Control Measures,2391940.0,KPI,User_77,2023-09-12 09:54:00,login,Unknown,Unknown,1398,26,3,3875.0,47.3814113618247,5248,5.212,Medium,Routine Monitoring | Limit Data Transfer,Yellow
ISSUE-0936,KEY-0936,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Low,Open,Reporter 6,Assignee 4,2025-04-27,2025-09-19 22:15:24.985808,145,90.12,Critical,External Contractors,Steps to resolve Successful Phishing Attempt Targeting Executives,323400.0,KRI,User_4,2025-04-27 05:32:00,data_modification,CN,CN,900,26,12,1292.5,44.33551132728861,5634,21.424,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0937,KEY-0937,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Medium,Resolved,Reporter 4,Assignee 17,2024-01-29,2024-01-31 00:00:00.000000,2,78.17,Critical,Sales,Steps to resolve Non-Compliance with Data Protection Regulations,1862457.5,KRI,User_94,2024-01-29 22:23:00,login,AU,AU,1517,26,6,7365.0,44.22092506534694,6433,19.534000000000002,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0938,KEY-0938,Access by Unauthorized Personnel Detected,1,Unauthorized Access,High,Closed,Reporter 7,Assignee 12,2023-01-01,2023-01-03 00:00:00.000000,2,45.65,Critical,HR,Steps to resolve Access by Unauthorized Personnel Detected,1545560.0,KRI,User_31,2023-01-01 12:16:00,file_access,EU,Unknown,1165,31,21,5468.0,35.356205408974844,3319,13.629999999999999,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0939,KEY-0939,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Low,In Progress,Reporter 2,Assignee 9,2023-05-09,2025-09-19 22:15:24.985808,864,60.94,Critical,C-Suite Executives,Steps to resolve Access by Unauthorized Personnel Detected,2426320.0,KRI,User_91,2023-05-09 13:56:00,file_access,EU,JP,900,26,3,4827.5,45.30526084995512,7430,15.538,Critical,Increase Monitoring & Schedule Review | Limit Data Transfer,Orange
ISSUE-0940,KEY-0940,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Medium,Resolved,Reporter 4,Assignee 4,2024-10-30,2024-11-02 00:00:00.000000,3,36.82,Critical,Sales,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1958000.0,KRI,User_68,2024-10-30 05:41:00,login,FR,FR,1237,26,15,860.0,43.757506429748446,3129,11.113999999999999,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0941,KEY-0941,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Critical,Open,Reporter 3,Assignee 6,2024-03-24,2025-09-19 22:15:24.985808,544,74.41,Critical,Finance,Steps to resolve Increased Exposure due to Insufficient Data Encryption,342770.0,KRI,User_72,2024-03-24 07:36:00,login,DE,DE,900,26,21,6359.0,40.91775272114889,7117,20.432,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0942,KEY-0942,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Low,In Progress,Reporter 10,Assignee 13,2024-02-14,2025-09-19 22:15:24.985808,583,59.88,Critical,IT,Steps to resolve Successful Phishing Attempt Targeting Executives,351142.5,KRI,User_20,2024-02-14 20:59:00,data_modification,EU,EU,900,26,9,3037.5,31.823908600447382,5323,15.376,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0943,KEY-0943,Inconsistent Review of Security Policies,1,Management Oversight,Low,In Progress,Reporter 3,Assignee 17,2023-08-01,2025-09-19 22:15:24.985808,780,72.2,Critical,HR,Steps to resolve Inconsistent Review of Security Policies,1210360.0,KPI,User_53,2023-08-01 16:02:00,login,Unknown,AU,900,26,21,3135.0,47.626422041134006,5686,17.84,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0944,KEY-0944,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,High,Closed,Reporter 1,Assignee 17,2023-09-24,2023-09-28 00:00:00.000000,4,83.67,Critical,Sales,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1918229.0,KRI,User_33,2023-09-24 04:40:00,data_modification,DE,DE,900,26,21,1013.0,78.59778463599974,4817,21.584000000000003,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0945,KEY-0945,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Low,Closed,Reporter 4,Assignee 19,2025-06-14,2025-06-22 00:00:00.000000,8,35.42,Critical,HR,Steps to resolve Increased Exposure due to Insufficient Data Encryption,680465.0,KRI,User_25,2025-06-14 14:02:00,login,AU,AU,1128,26,9,2567.5,49.80212442741731,6057,10.633999999999999,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0946,KEY-0946,Unauthorized Access Leading to Data Exposure,1,Data Breach,Medium,Resolved,Reporter 10,Assignee 3,2024-06-10,2024-06-20 00:00:00.000000,10,15.81,Critical,C-Suite Executives,Steps to resolve Unauthorized Access Leading to Data Exposure,1942005.0,KRI,User_29,2024-06-10 02:50:00,data_modification,DE,DE,1067,26,12,540.0,46.86138995960589,6615,7.462000000000001,High,Alert Security Team & Review Logs | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0947,KEY-0947,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Critical,Open,Reporter 4,Assignee 2,2023-05-10,2025-09-19 22:15:24.985808,863,33.91,Critical,External Contractors,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1673564.0,KRI,User_1,2023-05-10 07:32:00,login,Unknown,Unknown,900,26,13,2558.0,62.312366711261525,5006,12.331999999999999,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0948,KEY-0948,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Low,In Progress,Reporter 8,Assignee 17,2023-02-19,2025-09-19 22:15:24.985808,943,46.9,Critical,C-Suite Executives,Steps to resolve Missing or Inaccurate Asset Records,851307.5,KPI,User_27,2023-02-19 22:10:00,login,AU,AU,900,26,18,1610.0,29.986742950863142,3372,12.78,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
