Issue Name,CPU Usage %,Defense Action,Threat Level,Issue Key,Threat Score,Remediation Steps,Issue Volume,Risk Level,Status,Session Duration in Second,Impact Score,Date Resolved,Memory Usage MB,Assignees,Data Transfer MB,User ID,Timestamps,Issue Response Time Days,KPI/KRI,Issue ID,Category,IP Location,Reporters,Num Files Accessed,Department Affected,Is Anomaly,Cost,Severity,User Location,Date Reported,Login Attempts,Activity Type
Weak Access Controls on Critical Cloud Resources,92.7514668550126,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,High,KEY-0964,7.5,Steps to resolve Weak Access Controls on Critical Cloud Resources,1,Critical,In Progress,7054,10,2026-04-30 22:27:57.042371,80065.04728413287,Assignee 18,2123.216968171152,User_79,2024-08-05 21:24:00,43,KRI,ISSUE-0964,Cloud Security Posture,IN,Reporter 10,140,Sales,1,92945.04790400832,High,AU,2024-08-05 15:40:00,69.57280395439903,data_modification
Spike in Unauthorized Access Attempts,81.53541958031497,Schedule Investigation,Medium,KEY-0965,6.999999999999999,Steps to resolve Spike in Unauthorized Access Attempts,1,Critical,Closed,211,10,2025-11-15 23:43:00.000000,6185.442422312852,Assignee 9,36.95297626216323,User_18,2025-09-25 07:58:00,52,KRI,ISSUE-0965,Unauthorized Access,IN,Reporter 3,52,External Contractors,1,126340.72078823028,High,FR,2025-09-24 23:43:00,36.759434341791426,data_modification
Unassessed High-Risk Areas,34.20563755709412,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,High,KEY-0966,7.7,Steps to resolve Unassessed High-Risk Areas,1,Critical,In Progress,3452,10,2025-11-27 22:27:57.042371,38908.22987862584,Assignee 16,963.5637248427918,User_69,2025-02-10 19:03:00,407,KPI,ISSUE-0966,Risk Assessment Coverage,USA,Reporter 2,122,C-Suite Executives,1,139841.90096796726,Critical,IN,2025-02-10 13:20:00,60.28116352887004,data_modification
Unanticipated Increase in Risk Exposure,100.0,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,High,KEY-0967,7.5,Steps to resolve Unanticipated Increase in Risk Exposure,1,Critical,Closed,8669,10,2023-10-13 01:49:00.000000,95168.57161169988,Assignee 13,863.9450530542879,User_84,2023-05-25 23:26:00,141,KRI,ISSUE-0967,Risk Exposure,Unknown,Reporter 2,146,HR,1,84761.30133916563,High,CANADA,2023-05-25 01:49:00,69.35305727267013,data_modification
High-Volume Distributed Denial-of-Service Attack from Multiple Sources,60.36613885334292,Routine Monitoring,Medium,KEY-0968,6.3999999999999995,Steps to resolve High-Volume Distributed Denial-of-Service Attack from Multiple Sources,1,Critical,Open,908,10,2026-01-15 22:27:57.042371,15155.111689842764,Assignee 3,17.280379087877346,User_46,2023-03-07 05:21:00,139,KRI,ISSUE-0968,DDOS,USA,Reporter 3,136,Sales,1,69818.9523938676,Medium,JP,2023-03-06 23:19:00,67.48220201563255,file_access
Weak Access Controls on Critical Cloud Resources,99.47970536579112,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,High,KEY-0969,8.0,Steps to resolve Weak Access Controls on Critical Cloud Resources,1,Critical,Closed,5642,10,2024-12-13 10:15:00.000000,64986.93357375001,Assignee 10,212.62435893505204,User_1,2024-10-12 02:04:00,63,KRI,ISSUE-0969,Cloud Security Posture,DE,Reporter 1,131,HR,1,147805.93591676973,Critical,CANADA,2024-10-11 10:15:00,65.11875309495616,data_modification
Significant Number of Untracked Devices,85.24077852766331,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,High,KEY-0970,8.0,Steps to resolve Significant Number of Untracked Devices,1,Critical,Resolved,1591,10,2024-04-23 21:59:00.000000,22162.13064497035,Assignee 3,817.3140492175069,User_74,2023-11-01 11:11:00,175,KPI,ISSUE-0970,Asset Inventory Accuracy,CANADA,Reporter 5,152,Sales,1,165124.35277660147,Critical,IN,2023-10-31 21:59:00,64.28945126068797,file_access
Lack of Updated Risk Management Procedures,77.10287304231383,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,High,KEY-0971,7.85,Steps to resolve Lack of Updated Risk Management Procedures,1,Critical,Closed,971,10,2023-12-12 22:24:00.000000,20785.491889718443,Assignee 4,172.85810177055646,User_44,2023-08-02 08:21:00,133,KPI,ISSUE-0971,Risk Management Maturity,CN,Reporter 7,15,HR,1,145242.47411305388,Critical,FR,2023-08-01 22:24:00,30.681712889876913,login
Significant Number of Untracked Devices,100.0,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,High,KEY-0972,7.5,Steps to resolve Significant Number of Untracked Devices,1,Critical,Resolved,8769,10,2024-06-02 05:25:00.000000,93087.73882807384,Assignee 9,220.298242858938,User_57,2024-01-23 02:09:00,132,KPI,ISSUE-0972,Asset Inventory Accuracy,CANADA,Reporter 5,172,Sales,1,92810.16967004775,High,USA,2024-01-22 05:25:00,102.15674824361832,data_modification
Critical Issues Not Detected in Last Penetration Test,66.45160201588,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,High,KEY-0973,7.199999999999999,Steps to resolve Critical Issues Not Detected in Last Penetration Test,1,Critical,Closed,23,10,2024-01-18 19:49:00.000000,9458.59568923369,Assignee 13,584.629855650361,User_23,2023-12-02 03:52:00,48,KPI,ISSUE-0973,Penetration Testing Effectiveness,AU,Reporter 9,123,Sales,1,96066.98816042843,High,Unknown,2023-12-01 19:49:00,61.482234289763134,data_modification
Significant Number of Untracked Devices,51.653948442410865,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,High,KEY-0974,7.0,Steps to resolve Significant Number of Untracked Devices,1,Critical,Open,110,10,2026-03-31 22:27:57.042371,10231.058626279273,Assignee 5,1166.8586200268771,User_30,2024-09-24 14:44:00,6,KPI,ISSUE-0974,Asset Inventory Accuracy,UK,Reporter 2,119,Finance,1,101457.1547095351,High,DE,2024-09-24 06:58:00,71.61300084159882,data_modification
Unusual Data Access from External Locations,72.36955955060886,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,High,KEY-0975,7.85,Steps to resolve Unusual Data Access from External Locations,1,Critical,In Progress,3254,10,2026-02-28 22:27:57.042371,40195.77635316313,Assignee 12,132.93482488055898,User_80,2023-04-14 13:19:00,207,KRI,ISSUE-0975,Data Leak,JP,Reporter 5,155,External Contractors,1,97367.62509590956,Critical,EU,2023-04-13 22:23:00,65.60048481696953,data_modification
High Frequency of Policy Violations,100.0,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,High,KEY-0976,8.0,Steps to resolve High Frequency of Policy Violations,1,Critical,Open,5358,10,2026-03-09 22:27:57.042371,60931.86995255849,Assignee 4,2281.5575319254212,User_14,2024-10-03 03:18:00,100,KPI,ISSUE-0976,Management Oversight,AU,Reporter 7,170,IT,1,72445.62690829614,Critical,IN,2024-10-03 00:15:00,42.27873274663269,file_access
Critical Issues Not Detected in Last Penetration Test,100.0,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,High,KEY-0977,8.0,Steps to resolve Critical Issues Not Detected in Last Penetration Test,1,Critical,Open,16099,10,2026-04-04 22:27:57.042371,169626.42823100265,Assignee 20,300.1040987368408,User_93,2025-03-05 19:12:00,128,KPI,ISSUE-0977,Penetration Testing Effectiveness,UK,Reporter 8,139,Operations,1,66198.21148257909,Critical,CN,2025-03-05 16:49:00,45.38048102544562,data_modification
High Frequency of Policy Violations,100.0,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,High,KEY-0978,7.5,Steps to resolve High Frequency of Policy Violations,1,Critical,Resolved,3043,10,2024-01-28 06:42:00.000000,38009.3860267043,Assignee 1,292.128802324616,User_42,2023-12-28 01:55:00,32,KPI,ISSUE-0978,Management Oversight,AU,Reporter 4,77,Finance,1,99529.38588256935,High,EU,2023-12-27 06:42:00,50.52342155651721,file_access
Sudden Increase in Unfiltered Traffic,77.46190520731098,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,High,KEY-0979,7.35,Steps to resolve Sudden Increase in Unfiltered Traffic,1,Critical,Open,3186,10,2025-12-05 22:27:57.042371,41879.23241221951,Assignee 11,619.7083428047275,User_91,2023-04-04 20:38:00,62,KPI,ISSUE-0979,Network Security,FR,Reporter 4,185,Sales,1,101624.96682669064,High,JP,2023-04-04 13:21:00,97.37180481582266,file_access
Lack of Updated Risk Management Procedures,69.4072234661448,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,High,KEY-0980,7.85,Steps to resolve Lack of Updated Risk Management Procedures,1,Critical,Closed,118,10,2024-10-04 15:50:00.000000,10922.74181529829,Assignee 16,125.60294007500542,User_44,2024-07-26 05:16:00,71,KPI,ISSUE-0980,Risk Management Maturity,EU,Reporter 1,25,Sales,1,165963.10983837818,Critical,CN,2024-07-25 15:50:00,35.95632278131559,login
Potential Non-Compliance Detected in Sensitive Data Handling,55.00815092072666,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,High,KEY-0981,7.2,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,1,Critical,Open,1077,10,2026-01-24 22:27:57.042371,18454.317688549705,Assignee 5,223.17771247771657,User_24,2025-08-31 14:17:00,105,KRI,ISSUE-0981,Legal Compliance,CANADA,Reporter 7,31,Sales,1,102593.80146532778,High,EU,2025-08-30 18:23:00,70.96928536317002,login
Spike in Unauthorized Access Attempts,61.6800887329423,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,High,KEY-0982,7.85,Steps to resolve Spike in Unauthorized Access Attempts,1,Critical,Closed,426,10,2023-09-05 15:46:00.000000,11661.952715969455,Assignee 16,179.58417698566683,User_98,2023-03-10 23:39:00,179,KRI,ISSUE-0982,Unauthorized Access,EU,Reporter 10,177,HR,1,356214.399131245,Critical,CN,2023-03-10 15:46:00,74.06023875009777,file_access
Critical Issues Not Detected in Last Penetration Test,67.9856607967136,Restrict User Activity & Monitor Logs | Lock Account & Alert,High,KEY-0983,7.1499999999999995,Steps to resolve Critical Issues Not Detected in Last Penetration Test,1,Critical,In Progress,3629,10,2026-03-07 22:27:57.042371,45198.17061222928,Assignee 8,6.752294346433605,User_40,2023-07-07 04:18:00,86,KPI,ISSUE-0983,Penetration Testing Effectiveness,IN,Reporter 4,35,Operations,1,44145.34066103682,High,AU,2023-07-07 03:23:00,45.963073467157365,login
Lack of Updated Risk Management Procedures,68.1034972139342,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,High,KEY-0984,7.699999999999999,Steps to resolve Lack of Updated Risk Management Procedures,1,Critical,Closed,68,10,2024-08-17 13:23:00.000000,9661.657603133119,Assignee 8,1207.9977276012867,User_67,2023-12-27 04:13:00,235,KPI,ISSUE-0984,Risk Management Maturity,FR,Reporter 9,89,Operations,1,55338.044441413906,Critical,DE,2023-12-26 13:23:00,44.54272935072791,file_access
Unusual Data Transfer Volumes Detected,65.58651390718266,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,High,KEY-0985,7.199999999999999,Steps to resolve Unusual Data Transfer Volumes Detected,1,Critical,Resolved,510,10,2025-10-02 05:11:00.000000,9033.532347042796,Assignee 6,1124.9729262550463,User_75,2025-07-03 19:35:00,91,KRI,ISSUE-0985,Data Breach,IN,Reporter 8,160,HR,1,243039.57670507982,High,UK,2025-07-03 05:11:00,77.29539922350243,file_access
Newly Discovered Vulnerabilities in Core Systems,44.03832183300787,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,High,KEY-0986,7.2,Steps to resolve Newly Discovered Vulnerabilities in Core Systems,1,Critical,Resolved,1831,10,2026-01-08 03:25:00.000000,25290.842894756708,Assignee 15,140.67594180184778,User_25,2025-09-13 12:58:00,117,KPI,ISSUE-0986,System Vulnerability,DE,Reporter 7,85,External Contractors,1,62819.55602623969,High,Unknown,2025-09-13 03:25:00,22.2607797217114,file_access
Unassessed High-Risk Areas,53.31339724927635,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,High,KEY-0987,7.6000000000000005,Steps to resolve Unassessed High-Risk Areas,1,Critical,Resolved,783,10,2024-09-04 00:21:00.000000,16003.234131956375,Assignee 10,97.42037263806264,User_17,2024-02-20 13:49:00,197,KPI,ISSUE-0987,Risk Assessment Coverage,EU,Reporter 4,18,Legal,1,70501.21565794072,Critical,UK,2024-02-20 00:21:00,33.07058906288269,login
Malware Detected in Core System Components,66.40272637966224,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,High,KEY-0988,7.35,Steps to resolve Malware Detected in Core System Components,1,Critical,Open,1925,10,2025-12-01 22:27:57.042371,23128.645992480644,Assignee 20,1837.290829638106,User_65,2023-07-22 09:46:00,47,KRI,ISSUE-0988,Malware,Unknown,Reporter 7,142,Finance,1,196721.38871521206,High,IN,2023-07-22 00:04:00,73.49381856544954,file_access
Malware Detected in Core System Components,74.02734382242491,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,High,KEY-0989,7.35,Steps to resolve Malware Detected in Core System Components,1,Critical,Open,3280,10,2026-03-31 22:27:57.042371,39279.405520739296,Assignee 17,4096.230326904947,User_6,2024-06-10 22:08:00,263,KRI,ISSUE-0989,Malware,IN,Reporter 10,123,Legal,1,86614.79122309912,High,UK,2024-06-10 06:21:00,33.418922747255294,file_access
Potential Non-Compliance Detected in Sensitive Data Handling,75.06448653997053,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,High,KEY-0990,7.35,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,1,Critical,Open,2518,10,2025-12-02 22:27:57.042371,34929.69331423082,Assignee 13,413.9099886038823,User_46,2023-06-20 21:09:00,190,KRI,ISSUE-0990,Legal Compliance,USA,Reporter 9,105,C-Suite Executives,1,79617.92489105422,High,IN,2023-06-20 07:30:00,71.03672173650239,data_modification
High-Volume Distributed Denial-of-Service Attack from Multiple Sources,71.45715136270417,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,High,KEY-0991,7.85,Steps to resolve High-Volume Distributed Denial-of-Service Attack from Multiple Sources,1,Critical,Resolved,1820,10,2024-08-12 22:03:00.000000,25479.772977891924,Assignee 10,9196.424184684925,User_65,2023-10-10 18:53:00,308,KRI,ISSUE-0991,DDOS,CANADA,Reporter 4,120,IT,1,66854.36863986417,Critical,AU,2023-10-09 22:03:00,45.816829691879505,data_modification
Unanticipated Increase in Risk Exposure,76.75670679755447,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,High,KEY-0992,7.35,Steps to resolve Unanticipated Increase in Risk Exposure,1,Critical,Closed,704,10,2025-09-23 17:09:00.000000,13576.099242681466,Assignee 18,6048.039633705829,User_95,2025-08-04 12:04:00,51,KRI,ISSUE-0992,Risk Exposure,AU,Reporter 1,79,HR,1,86605.06360355533,High,FR,2025-08-03 17:09:00,55.27707966305829,data_modification
Unusual Data Access from External Locations,65.53906898552356,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,High,KEY-0993,7.35,Steps to resolve Unusual Data Access from External Locations,1,Critical,Closed,2196,10,2023-04-07 13:57:00.000000,29463.00999922244,Assignee 9,2496.260692718022,User_17,2023-02-16 03:18:00,51,KRI,ISSUE-0993,Data Leak,USA,Reporter 3,78,Sales,1,91078.3997330934,High,CN,2023-02-15 13:57:00,61.961660892842815,data_modification
Unassessed High-Risk Areas,96.53279147674422,Routine Monitoring,Medium,KEY-0994,6.55,Steps to resolve Unassessed High-Risk Areas,1,Critical,Closed,3062,10,2024-06-12 06:05:00.000000,41522.933878890915,Assignee 11,24.016072385657402,User_86,2024-05-10 13:01:00,33,KPI,ISSUE-0994,Risk Assessment Coverage,CANADA,Reporter 7,164,HR,1,64943.830537704955,Medium,USA,2024-05-10 06:05:00,75.83354275538798,data_modification
High Frequency of Policy Violations,42.006261673235656,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,High,KEY-0995,7.5,Steps to resolve High Frequency of Policy Violations,1,Critical,Closed,1146,10,2023-05-21 09:27:00.000000,19450.753019217893,Assignee 11,13.552411844593212,User_10,2023-03-28 07:09:00,55,KPI,ISSUE-0995,Management Oversight,UK,Reporter 5,135,External Contractors,1,93772.03679413273,Critical,Unknown,2023-03-27 09:27:00,55.967458382596696,data_modification
Delayed Patching of Critical Vulnerabilities,100.0,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,High,KEY-0996,7.5,Steps to resolve Delayed Patching of Critical Vulnerabilities,1,Critical,In Progress,8382,10,2026-05-01 22:27:57.042371,92790.60956365037,Assignee 7,2064.698063637201,User_88,2024-11-07 02:00:00,57,KPI,ISSUE-0996,Vulnerability Remediation,EU,Reporter 3,131,IT,1,39250.683476900376,High,IN,2024-11-06 19:46:00,59.060335933325234,data_modification
Unassessed High-Risk Areas,100.0,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,High,KEY-0997,8.0,Steps to resolve Unassessed High-Risk Areas,1,Critical,Open,6999,10,2026-01-05 22:27:57.042371,79276.99711924678,Assignee 6,814.9566961971651,User_57,2023-04-04 00:03:00,321,KPI,ISSUE-0997,Risk Assessment Coverage,USA,Reporter 9,148,External Contractors,1,104964.9064631251,Critical,IN,2023-04-03 02:53:00,64.62032481333993,data_modification
Delayed Patching of Critical Vulnerabilities,77.78421152217234,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,High,KEY-0998,7.199999999999999,Steps to resolve Delayed Patching of Critical Vulnerabilities,1,Critical,Closed,123,10,2025-01-17 05:29:00.000000,6811.0725353325415,Assignee 19,365.02940818696555,User_21,2024-06-03 12:27:00,228,KPI,ISSUE-0998,Vulnerability Remediation,AU,Reporter 6,26,External Contractors,1,47767.287363292184,High,UK,2024-06-03 05:29:00,57.142948062332664,login
Unusual Data Access from External Locations,87.66557801011352,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,High,KEY-0999,8.0,Steps to resolve Unusual Data Access from External Locations,1,Critical,Resolved,3397,10,2023-10-06 05:49:00.000000,44048.40855797833,Assignee 5,1988.822240891698,User_24,2023-07-29 17:56:00,69,KRI,ISSUE-0999,Data Leak,FR,Reporter 4,134,External Contractors,1,99221.5311959237,Critical,DE,2023-07-29 05:49:00,62.2345815246758,data_modification
Significant Number of Untracked Devices,74.25916628068501,Routine Monitoring,Medium,KEY-1000,6.249999999999999,Steps to resolve Significant Number of Untracked Devices,1,Critical,In Progress,29,10,2026-02-27 22:27:57.042371,8856.53624798675,Assignee 7,19.203221238142753,User_80,2023-05-20 17:05:00,59,KPI,ISSUE-1000,Asset Inventory Accuracy,JP,Reporter 9,158,External Contractors,1,35113.35194379426,Medium,AU,2023-05-19 22:54:00,47.60048481696952,data_modification
