Issue ID,Issue Key,Issue Name,Category,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Age Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Severity,Num Files Accessed,Login Attempts,Session Duration in Second,Data Transfer MB
ISSUE-1367,KEY-1367,Unanticipated Increase in Risk Exposure,Risk Exposure,In Progress,Reporter 6,Assignee 9,2023-03-10,2024-11-07 19:53:43.863851,608,80.13,Critical,Legal,Steps to resolve Unanticipated Increase in Risk Exposure,3460360.0,KRI,User_62,2023-03-10 05:05:00,data_modification,['JP'],CANADA,Critical,26,10,1357,2276.0
ISSUE-1368,KEY-1368,Spike in Unauthorized Access Attempts,Unauthorized Access,Open,Reporter 2,Assignee 12,2023-12-28,2024-11-07 19:53:43.863851,315,6.26,Medium,HR,Steps to resolve Spike in Unauthorized Access Attempts,2324386.0,KRI,User_86,2023-12-28 12:23:00,data_modification,['EU'],FR,Critical,26,10,1004,1802.0
ISSUE-1369,KEY-1369,Unanticipated Increase in Risk Exposure,Risk Exposure,Resolved,Reporter 5,Assignee 18,2024-03-10,2024-03-20 00:00:00.000000,10,108.22,Critical,Operations,Steps to resolve Unanticipated Increase in Risk Exposure,4564500.0,KRI,User_60,2024-03-10 19:09:00,data_modification,['IN'],EU,Low,30,9,900,1310.0
ISSUE-1370,KEY-1370,Unassessed High-Risk Areas,Risk Assessment Coverage,Open,Reporter 7,Assignee 10,2023-04-19,2024-11-07 19:53:43.863851,568,178.09,Critical,Sales,Steps to resolve Unassessed High-Risk Areas,4220685.0,KPI,User_84,2023-04-19 21:06:00,data_modification,['CN'],IN,Critical,31,3,900,3608.0
ISSUE-1371,KEY-1371,Targeted Phishing Campaign Against Executives,Phishing Attack,In Progress,Reporter 2,Assignee 2,2023-08-28,2024-11-07 19:53:43.863851,437,130.61,Critical,Sales,Steps to resolve Targeted Phishing Campaign Against Executives,4869262.0,KRI,User_18,2023-08-28 09:45:00,login,['IN'],JP,Low,26,9,900,1870.0
ISSUE-1372,KEY-1372,Delayed Patching of Critical Vulnerabilities,Vulnerability Remediation,Closed,Reporter 1,Assignee 6,2024-01-03,2024-01-08 00:00:00.000000,5,236.58,Critical,Operations,Steps to resolve Delayed Patching of Critical Vulnerabilities,3563614.0,KPI,User_81,2024-01-03 11:40:00,login,['JP'],DE,Medium,26,12,900,2490.0
ISSUE-1373,KEY-1373,High Frequency of Policy Violations,Management Oversight,In Progress,Reporter 8,Assignee 9,2023-10-15,2024-11-07 19:53:43.863851,389,75.2,Critical,Operations,Steps to resolve High Frequency of Policy Violations,3314925.0,KPI,User_81,2023-10-15 02:22:00,file_access,['DE'],IN,Low,26,12,1250,6685.0
ISSUE-1374,KEY-1374,Lack of Updated Risk Management Procedures,Risk Management Maturity,Open,Reporter 4,Assignee 16,2023-07-04,2024-11-07 19:53:43.863851,492,0.0,Low,Finance,Steps to resolve Lack of Updated Risk Management Procedures,1357054.0,KPI,User_74,2023-07-04 20:57:00,file_access,['CN'],EU,High,28,21,2855,4298.0
ISSUE-1375,KEY-1375,Unassessed High-Risk Areas,Risk Assessment Coverage,Resolved,Reporter 1,Assignee 14,2024-08-19,2024-08-22 00:00:00.000000,3,133.05,Critical,Finance,Steps to resolve Unassessed High-Risk Areas,356542.0,KPI,User_77,2024-08-19 03:03:00,data_modification,['CN'],IN,Critical,26,17,900,7727.0
ISSUE-1376,KEY-1376,Newly Discovered Vulnerabilities in Core Systems,System Vulnerability,Open,Reporter 6,Assignee 9,2023-08-11,2024-11-07 19:53:43.863851,454,123.0,Critical,Sales,Steps to resolve Newly Discovered Vulnerabilities in Core Systems,2671035.0,KPI,User_88,2023-08-11 05:45:00,login,['CN'],DE,Medium,33,15,1114,2280.0
ISSUE-1377,KEY-1377,Unassessed High-Risk Areas,Risk Assessment Coverage,Closed,Reporter 1,Assignee 18,2024-08-31,2024-09-05 00:00:00.000000,5,167.69,Critical,HR,Steps to resolve Unassessed High-Risk Areas,1126170.0,KPI,User_23,2024-08-31 01:17:00,file_access,['JP'],UK,High,26,17,900,3626.0
ISSUE-1378,KEY-1378,Unassessed High-Risk Areas,Risk Assessment Coverage,In Progress,Reporter 10,Assignee 13,2024-03-09,2024-11-07 19:53:43.863851,243,108.6,Critical,Operations,Steps to resolve Unassessed High-Risk Areas,1524286.0,KPI,User_55,2024-03-09 20:57:00,file_access,['AU'],AU,Low,26,6,900,2335.0
ISSUE-1379,KEY-1379,Sudden Increase in Unfiltered Traffic,Network Security,Resolved,Reporter 6,Assignee 1,2024-10-30,2024-11-02 00:00:00.000000,3,131.71,Critical,IT,Steps to resolve Sudden Increase in Unfiltered Traffic,2306938.0,KPI,User_65,2024-10-30 17:44:00,data_modification,['CANADA'],Unknown,High,26,17,900,2738.0
ISSUE-1380,KEY-1380,Unusual Data Access from External Locations,Data Leak,Open,Reporter 9,Assignee 2,2024-09-27,2024-11-07 19:53:43.863851,41,162.5,Critical,Operations,Steps to resolve Unusual Data Access from External Locations,4554530.0,KRI,User_58,2024-09-27 18:47:00,file_access,['DE'],DE,Medium,26,15,900,1760.0
ISSUE-1381,KEY-1381,Unusual Data Access from External Locations,Data Leak,Resolved,Reporter 5,Assignee 12,2024-09-19,2024-09-23 00:00:00.000000,4,33.62,Critical,IT,Steps to resolve Unusual Data Access from External Locations,4528660.0,KRI,User_19,2024-09-19 11:48:00,file_access,['EU'],['EU'],Medium,30,9,1236,647.5
ISSUE-1382,KEY-1382,High Frequency of Policy Violations,Management Oversight,In Progress,Reporter 6,Assignee 1,2023-06-15,2024-11-07 19:53:43.863851,511,120.87,Critical,Legal,Steps to resolve High Frequency of Policy Violations,3677068.0,KPI,User_43,2023-06-15 04:58:00,data_modification,['DE'],IN,Medium,26,12,900,4482.5
ISSUE-1383,KEY-1383,Ineffective Access Controls in High-Sensitivity Areas,Control Effectiveness,Open,Reporter 10,Assignee 11,2024-06-19,2024-11-07 19:53:43.863851,141,32.46,Critical,HR,Steps to resolve Ineffective Access Controls in High-Sensitivity Areas,2866790.0,KPI,User_89,2024-06-19 17:50:00,data_modification,['FR'],['FR'],Medium,26,6,900,9435.0
ISSUE-1384,KEY-1384,Supplier Network Breach Exposure,Procurement Security,Closed,Reporter 2,Assignee 19,2024-01-06,2024-01-13 00:00:00.000000,7,45.32,Critical,Finance,Steps to resolve Supplier Network Breach Exposure,3290960.0,KPI,User_86,2024-01-06 04:21:00,login,['USA'],DE,Medium,26,9,900,1617.5
ISSUE-1385,KEY-1385,Weak Access Controls on Critical Cloud Resources,Cloud Security Posture,Open,Reporter 7,Assignee 8,2023-04-08,2024-11-07 19:53:43.863851,579,168.28,Critical,Finance,Steps to resolve Weak Access Controls on Critical Cloud Resources,5502178.0,KRI,User_92,2023-04-08 09:51:00,file_access,['IN'],['IN'],Critical,28,13,900,1259.0
ISSUE-1386,KEY-1386,Weak Access Controls on Critical Cloud Resources,Cloud Security Posture,Resolved,Reporter 8,Assignee 18,2024-06-04,2024-06-12 00:00:00.000000,8,97.74,Critical,HR,Steps to resolve Weak Access Controls on Critical Cloud Resources,1832995.0,KRI,User_21,2024-06-04 00:48:00,login,['USA'],['USA'],Low,26,9,900,3230.0
ISSUE-1387,KEY-1387,Lack of Updated Risk Management Procedures,Risk Management Maturity,Resolved,Reporter 5,Assignee 20,2023-05-28,2023-06-06 00:00:00.000000,9,167.5,Critical,Legal,Steps to resolve Lack of Updated Risk Management Procedures,5314282.0,KPI,User_21,2023-05-28 16:40:00,data_modification,['DE'],['DE'],Critical,26,21,2159,764.0
ISSUE-1388,KEY-1388,Ineffective Access Controls in High-Sensitivity Areas,Control Effectiveness,Open,Reporter 6,Assignee 20,2023-09-30,2024-11-07 19:53:43.863851,404,3.03,Low,Legal,Steps to resolve Ineffective Access Controls in High-Sensitivity Areas,522045.0,KPI,User_26,2023-09-30 23:14:00,data_modification,['EU'],FR,Medium,26,9,1768,2197.5
ISSUE-1389,KEY-1389,Delayed Patching of Critical Vulnerabilities,Vulnerability Remediation,In Progress,Reporter 8,Assignee 13,2023-02-02,2024-11-07 19:53:43.863851,644,59.62,Critical,Operations,Steps to resolve Delayed Patching of Critical Vulnerabilities,3041854.0,KPI,User_65,2023-02-02 01:56:00,login,['CN'],UK,High,26,13,906,662.0
ISSUE-1390,KEY-1390,Lack of Updated Risk Management Procedures,Risk Management Maturity,Resolved,Reporter 3,Assignee 17,2023-08-09,2023-08-16 00:00:00.000000,7,110.61,Critical,IT,Steps to resolve Lack of Updated Risk Management Procedures,943535.0,KPI,User_48,2023-08-09 19:03:00,file_access,['CANADA'],CANADA,Medium,26,18,900,6690.0
ISSUE-1391,KEY-1391,Weak Access Controls on Critical Cloud Resources,Cloud Security Posture,Resolved,Reporter 4,Assignee 5,2023-08-18,2023-08-19 00:00:00.000000,1,96.85,Critical,HR,Steps to resolve Weak Access Controls on Critical Cloud Resources,4197958.0,KRI,User_100,2023-08-18 04:22:00,login,['UK'],CANADA,Low,26,18,946,2370.0
ISSUE-1392,KEY-1392,Critical Issues Not Detected in Last Penetration Test,Penetration Testing Effectiveness,Closed,Reporter 5,Assignee 16,2024-02-09,2024-02-19 00:00:00.000000,10,169.41,Critical,Finance,Steps to resolve Critical Issues Not Detected in Last Penetration Test,3863015.0,KPI,User_91,2024-02-09 01:52:00,data_modification,['JP'],UK,Low,26,12,1045,2965.0
ISSUE-1393,KEY-1393,Targeted Phishing Campaign Against Executives,Phishing Attack,Closed,Reporter 7,Assignee 11,2023-09-26,2023-10-04 00:00:00.000000,8,84.44,Critical,Finance,Steps to resolve Targeted Phishing Campaign Against Executives,2450180.0,KRI,User_58,2023-09-26 17:12:00,file_access,['EU'],['EU'],High,26,10,900,1619.0
ISSUE-1394,KEY-1394,Delayed Patching of Critical Vulnerabilities,Vulnerability Remediation,Resolved,Reporter 10,Assignee 4,2024-03-25,2024-03-31 00:00:00.000000,6,90.1,Critical,Sales,Steps to resolve Delayed Patching of Critical Vulnerabilities,2603515.0,KPI,User_89,2024-03-25 22:02:00,data_modification,['CANADA'],['CANADA'],High,26,24,1417,6176.0
ISSUE-1395,KEY-1395,High Frequency of Policy Violations,Management Oversight,Closed,Reporter 6,Assignee 4,2024-03-08,2024-03-15 00:00:00.000000,7,95.39,Critical,Operations,Steps to resolve High Frequency of Policy Violations,3195376.0,KPI,User_96,2024-03-08 20:49:00,data_modification,['UK'],JP,Critical,28,17,1908,8693.0
ISSUE-1396,KEY-1396,Spike in Unauthorized Access Attempts,Unauthorized Access,Open,Reporter 10,Assignee 20,2023-01-29,2024-11-07 19:53:43.863851,648,86.4,Critical,Operations,Steps to resolve Spike in Unauthorized Access Attempts,3583250.0,KRI,User_52,2023-01-29 17:53:00,file_access,['CN'],IN,Medium,26,6,1310,2130.0
ISSUE-1397,KEY-1397,Significant Number of Untracked Devices,Asset Inventory Accuracy,Closed,Reporter 1,Assignee 16,2024-07-30,2024-08-02 00:00:00.000000,3,258.42,Critical,HR,Steps to resolve Significant Number of Untracked Devices,3914910.0,KPI,User_2,2024-07-30 23:39:00,login,['DE'],AU,High,26,13,1180,3773.0
ISSUE-1398,KEY-1398,High Frequency of Policy Violations,Management Oversight,Resolved,Reporter 4,Assignee 3,2023-08-09,2023-08-14 00:00:00.000000,5,136.53,Critical,Legal,Steps to resolve High Frequency of Policy Violations,359500.0,KPI,User_16,2023-08-09 01:37:00,login,['IN'],USA,Critical,26,21,900,563.0
ISSUE-1399,KEY-1399,High-Volume Distributed Denial-of-Service Attack from Multiple Sources,DDOS,Closed,Reporter 7,Assignee 17,2024-09-01,2024-09-07 00:00:00.000000,6,109.12,Critical,Legal,Steps to resolve High-Volume Distributed Denial-of-Service Attack from Multiple Sources,5278888.0,KRI,User_49,2024-09-01 13:11:00,file_access,['AU'],UK,Low,26,9,900,3870.0
ISSUE-1400,KEY-1400,Critical Issues Not Detected in Last Penetration Test,Penetration Testing Effectiveness,Closed,Reporter 2,Assignee 5,2024-09-14,2024-09-21 00:00:00.000000,7,204.45,Critical,Operations,Steps to resolve Critical Issues Not Detected in Last Penetration Test,1901938.0,KPI,User_20,2024-09-14 23:59:00,login,['IN'],UK,Low,26,9,900,4692.5
ISSUE-1401,KEY-1401,Supplier Network Breach Exposure,Procurement Security,Closed,Reporter 2,Assignee 8,2023-08-17,2023-08-27 00:00:00.000000,10,70.51,Critical,Legal,Steps to resolve Supplier Network Breach Exposure,2817415.0,KPI,User_67,2023-08-17 09:55:00,file_access,['USA'],CANADA,Low,26,15,2090,9075.0
ISSUE-1402,KEY-1402,Delayed Patching of Critical Vulnerabilities,Vulnerability Remediation,Resolved,Reporter 7,Assignee 16,2023-08-08,2023-08-15 00:00:00.000000,7,62.1,Critical,Operations,Steps to resolve Delayed Patching of Critical Vulnerabilities,4685845.0,KPI,User_64,2023-08-08 08:32:00,data_modification,['DE'],['DE'],Low,26,3,900,13157.5
ISSUE-1403,KEY-1403,High-Volume Distributed Denial-of-Service Attack from Multiple Sources,DDOS,Resolved,Reporter 2,Assignee 1,2024-03-01,2024-03-10 00:00:00.000000,9,29.29,Critical,Operations,Steps to resolve High-Volume Distributed Denial-of-Service Attack from Multiple Sources,1667230.0,KRI,User_84,2024-03-01 14:06:00,file_access,['CN'],USA,Low,26,12,1508,3362.5
ISSUE-1404,KEY-1404,Critical Issues Not Detected in Last Penetration Test,Penetration Testing Effectiveness,Open,Reporter 10,Assignee 11,2023-09-22,2024-11-07 19:53:43.863851,412,72.77,Critical,Operations,Steps to resolve Critical Issues Not Detected in Last Penetration Test,426830.0,KPI,User_48,2023-09-22 09:57:00,file_access,['AU'],['AU'],Low,26,6,1557,6600.0
ISSUE-1405,KEY-1405,Ineffective Access Controls in High-Sensitivity Areas,Control Effectiveness,Resolved,Reporter 4,Assignee 2,2024-03-21,2024-03-28 00:00:00.000000,7,195.74,Critical,Legal,Steps to resolve Ineffective Access Controls in High-Sensitivity Areas,3501940.0,KPI,User_43,2024-03-21 09:19:00,login,['USA'],DE,Critical,26,10,900,2333.0
ISSUE-1406,KEY-1406,Potential Non-Compliance Detected in Sensitive Data Handling,Legal Compliance,Resolved,Reporter 2,Assignee 18,2023-10-22,2023-10-24 00:00:00.000000,2,157.3,Critical,Sales,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,3011785.0,KRI,User_33,2023-10-22 00:38:00,data_modification,['AU'],AU,Low,26,9,2313,3600.0
ISSUE-1407,KEY-1407,Supplier Network Breach Exposure,Procurement Security,Resolved,Reporter 9,Assignee 9,2024-02-02,2024-02-08 00:00:00.000000,6,239.61,Critical,HR,Steps to resolve Supplier Network Breach Exposure,501705.0,KPI,User_45,2024-02-02 19:04:00,file_access,['DE'],CANADA,High,26,21,1445,6863.0
ISSUE-1408,KEY-1408,Lack of Updated Risk Management Procedures,Risk Management Maturity,Resolved,Reporter 2,Assignee 7,2023-08-23,2023-08-29 00:00:00.000000,6,148.53,Critical,Sales,Steps to resolve Lack of Updated Risk Management Procedures,1760986.0,KPI,User_54,2023-08-23 14:09:00,data_modification,['DE'],FR,Medium,26,9,1104,2805.0
ISSUE-1409,KEY-1409,Unusual Data Access from External Locations,Data Leak,Resolved,Reporter 6,Assignee 13,2024-07-21,2024-07-30 00:00:00.000000,9,73.5,Critical,HR,Steps to resolve Unusual Data Access from External Locations,1319595.0,KRI,User_63,2024-07-21 08:36:00,file_access,['UK'],Unknown,Low,26,9,2098,1750.0
ISSUE-1410,KEY-1410,Newly Discovered Vulnerabilities in Core Systems,System Vulnerability,Closed,Reporter 6,Assignee 14,2024-01-14,2024-01-15 00:00:00.000000,1,128.19,Critical,HR,Steps to resolve Newly Discovered Vulnerabilities in Core Systems,1015640.0,KPI,User_51,2024-01-14 08:01:00,file_access,['CN'],FR,Medium,26,3,900,1390.0
ISSUE-1411,KEY-1411,Multiple Unauthorized Access Attempts Detected,Access Control,Open,Reporter 4,Assignee 11,2024-09-11,2024-11-07 19:53:43.863851,57,15.81,Critical,Sales,Steps to resolve Multiple Unauthorized Access Attempts Detected,4347030.0,KPI,User_51,2024-09-11 19:40:00,file_access,['Unknown'],Unknown,Low,26,15,900,2630.0
ISSUE-1412,KEY-1412,Malware Detected in Core System Components,Malware,In Progress,Reporter 1,Assignee 2,2024-07-21,2024-11-07 19:53:43.863851,109,131.29,Critical,HR,Steps to resolve Malware Detected in Core System Components,4667425.0,KRI,User_6,2024-07-21 05:56:00,login,['FR'],['FR'],Medium,26,9,900,4880.0
ISSUE-1413,KEY-1413,Potential Non-Compliance Detected in Sensitive Data Handling,Legal Compliance,Closed,Reporter 6,Assignee 16,2024-04-08,2024-04-16 00:00:00.000000,8,4.27,Medium,IT,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,834170.0,KRI,User_38,2024-04-08 22:04:00,login,['EU'],CANADA,Low,30,15,900,2175.0
ISSUE-1414,KEY-1414,Newly Discovered Vulnerabilities in Core Systems,System Vulnerability,Open,Reporter 4,Assignee 10,2024-07-16,2024-11-07 19:53:43.863851,114,224.62,Critical,Operations,Steps to resolve Newly Discovered Vulnerabilities in Core Systems,277955.0,KPI,User_56,2024-07-16 06:58:00,data_modification,['UK'],CN,Low,26,18,1117,2110.0
ISSUE-1415,KEY-1415,Ineffective Access Controls in High-Sensitivity Areas,Control Effectiveness,Open,Reporter 10,Assignee 10,2023-03-12,2024-11-07 19:53:43.863851,606,145.48,Critical,Operations,Steps to resolve Ineffective Access Controls in High-Sensitivity Areas,2881620.0,KPI,User_80,2023-03-12 15:44:00,login,['AU'],['AU'],Low,26,6,900,1630.0
ISSUE-1416,KEY-1416,Multiple Unauthorized Access Attempts Detected,Access Control,In Progress,Reporter 10,Assignee 2,2023-06-29,2024-11-07 19:53:43.863851,497,85.41,Critical,HR,Steps to resolve Multiple Unauthorized Access Attempts Detected,980818.0,KPI,User_65,2023-06-29 02:07:00,data_modification,['CN'],AU,Low,26,18,900,2092.5
ISSUE-1417,KEY-1417,Sudden Increase in Unfiltered Traffic,Network Security,Open,Reporter 6,Assignee 15,2024-04-20,2024-11-07 19:53:43.863851,201,217.69,Critical,Operations,Steps to resolve Sudden Increase in Unfiltered Traffic,3116272.0,KPI,User_26,2024-04-20 20:33:00,data_modification,['Unknown'],UK,Critical,26,13,900,3425.0
ISSUE-1418,KEY-1418,Targeted Phishing Campaign Against Executives,Phishing Attack,Resolved,Reporter 10,Assignee 7,2024-04-11,2024-04-16 00:00:00.000000,5,201.71,Critical,Finance,Steps to resolve Targeted Phishing Campaign Against Executives,811435.0,KRI,User_52,2024-04-11 18:14:00,file_access,['AU'],['AU'],Critical,26,13,900,6593.0
ISSUE-1419,KEY-1419,Unanticipated Increase in Risk Exposure,Risk Exposure,Open,Reporter 6,Assignee 11,2024-10-05,2024-11-07 19:53:43.863851,33,32.31,Critical,Sales,Steps to resolve Unanticipated Increase in Risk Exposure,2418955.0,KRI,User_52,2024-10-05 01:57:00,data_modification,['CN'],USA,Medium,36,18,1857,4257.5
ISSUE-1420,KEY-1420,Potential Non-Compliance Detected in Sensitive Data Handling,Legal Compliance,Resolved,Reporter 2,Assignee 6,2023-04-02,2023-04-08 00:00:00.000000,6,74.96,Critical,Sales,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,4211340.0,KRI,User_45,2023-04-02 13:37:00,file_access,['JP'],CANADA,Critical,28,13,900,938.0
ISSUE-1421,KEY-1421,Malware Detected in Core System Components,Malware,In Progress,Reporter 3,Assignee 4,2023-04-27,2024-11-07 19:53:43.863851,560,64.44,Critical,HR,Steps to resolve Malware Detected in Core System Components,368785.0,KRI,User_91,2023-04-27 16:27:00,data_modification,['JP'],UK,Critical,28,13,1201,2489.0
ISSUE-1422,KEY-1422,Lack of Updated Risk Management Procedures,Risk Management Maturity,Closed,Reporter 10,Assignee 12,2024-08-21,2024-08-22 00:00:00.000000,1,88.38,Critical,Sales,Steps to resolve Lack of Updated Risk Management Procedures,2796365.0,KPI,User_69,2024-08-21 17:12:00,data_modification,['CANADA'],['CANADA'],High,26,10,900,10970.0
ISSUE-1423,KEY-1423,Significant Number of Untracked Devices,Asset Inventory Accuracy,Resolved,Reporter 4,Assignee 3,2024-08-06,2024-08-13 00:00:00.000000,7,194.33,Critical,Sales,Steps to resolve Significant Number of Untracked Devices,3309435.0,KPI,User_44,2024-08-06 14:55:00,data_modification,['EU'],Unknown,Critical,26,10,900,4226.0
ISSUE-1424,KEY-1424,Newly Discovered Vulnerabilities in Core Systems,System Vulnerability,In Progress,Reporter 7,Assignee 11,2023-12-22,2024-11-07 19:53:43.863851,321,53.15,Critical,Legal,Steps to resolve Newly Discovered Vulnerabilities in Core Systems,3373834.0,KPI,User_27,2023-12-22 03:37:00,login,['CN'],UK,High,26,21,900,3377.0
ISSUE-1425,KEY-1425,High-Volume Distributed Denial-of-Service Attack from Multiple Sources,DDOS,In Progress,Reporter 10,Assignee 8,2023-10-28,2024-11-07 19:53:43.863851,376,126.07,Critical,HR,Steps to resolve High-Volume Distributed Denial-of-Service Attack from Multiple Sources,1308610.0,KRI,User_58,2023-10-28 01:30:00,data_modification,['AU'],USA,High,26,10,1937,509.0
ISSUE-1426,KEY-1426,High Frequency of Policy Violations,Management Oversight,Open,Reporter 7,Assignee 19,2023-06-06,2024-11-07 19:53:43.863851,520,53.51,Critical,Operations,Steps to resolve High Frequency of Policy Violations,2049895.0,KPI,User_15,2023-06-06 05:13:00,data_modification,['UK'],AU,Medium,30,15,900,7415.0
ISSUE-1427,KEY-1427,Potential Non-Compliance Detected in Sensitive Data Handling,Legal Compliance,Resolved,Reporter 8,Assignee 16,2023-01-21,2023-01-26 00:00:00.000000,5,67.96,Critical,Operations,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,4041565.0,KRI,User_22,2023-01-21 13:55:00,data_modification,['DE'],CANADA,Medium,26,12,1105,2905.0
ISSUE-1428,KEY-1428,Unassessed High-Risk Areas,Risk Assessment Coverage,Resolved,Reporter 8,Assignee 15,2023-01-02,2023-01-06 00:00:00.000000,4,195.05,Critical,IT,Steps to resolve Unassessed High-Risk Areas,3580525.0,KPI,User_23,2023-01-02 05:07:00,file_access,['JP'],Unknown,High,26,3,1257,3491.0
ISSUE-1429,KEY-1429,Targeted Phishing Campaign Against Executives,Phishing Attack,Closed,Reporter 3,Assignee 11,2023-02-11,2023-02-19 00:00:00.000000,8,180.05,Critical,Finance,Steps to resolve Targeted Phishing Campaign Against Executives,657370.0,KRI,User_93,2023-02-11 18:08:00,login,['DE'],UK,High,26,10,929,5717.0
ISSUE-1430,KEY-1430,Unusual Data Transfer Volumes Detected,Data Breach,Closed,Reporter 9,Assignee 17,2023-07-21,2023-07-30 00:00:00.000000,9,137.34,Critical,HR,Steps to resolve Unusual Data Transfer Volumes Detected,2136075.0,KRI,User_88,2023-07-21 03:21:00,file_access,['EU'],Unknown,High,26,10,900,1580.0
ISSUE-1431,KEY-1431,Weak Access Controls on Critical Cloud Resources,Cloud Security Posture,Closed,Reporter 5,Assignee 20,2023-02-01,2023-02-05 00:00:00.000000,4,0.0,Low,HR,Steps to resolve Weak Access Controls on Critical Cloud Resources,2268040.0,KRI,User_23,2023-02-01 03:53:00,data_modification,['AU'],UK,Critical,31,10,1156,1484.0
ISSUE-1432,KEY-1432,Supplier Network Breach Exposure,Procurement Security,Closed,Reporter 2,Assignee 13,2023-02-19,2023-02-25 00:00:00.000000,6,67.76,Critical,IT,Steps to resolve Supplier Network Breach Exposure,4274080.0,KPI,User_53,2023-02-19 22:34:00,login,['CANADA'],JP,High,26,10,1294,2201.0
ISSUE-1433,KEY-1433,Weak Access Controls on Critical Cloud Resources,Cloud Security Posture,Open,Reporter 8,Assignee 10,2023-03-02,2024-11-07 19:53:43.863851,616,198.44,Critical,IT,Steps to resolve Weak Access Controls on Critical Cloud Resources,4164045.0,KRI,User_7,2023-03-02 07:13:00,data_modification,['CANADA'],CANADA,High,28,21,1357,2603.0
ISSUE-1434,KEY-1434,Critical Issues Not Detected in Last Penetration Test,Penetration Testing Effectiveness,Resolved,Reporter 6,Assignee 16,2023-12-23,2023-12-29 00:00:00.000000,6,87.57,Critical,HR,Steps to resolve Critical Issues Not Detected in Last Penetration Test,4432520.0,KPI,User_67,2023-12-23 19:38:00,data_modification,['CN'],CN,Critical,26,21,900,1988.0
ISSUE-1435,KEY-1435,Malware Detected in Core System Components,Malware,Resolved,Reporter 5,Assignee 5,2024-10-03,2024-10-12 00:00:00.000000,9,197.27,Critical,IT,Steps to resolve Malware Detected in Core System Components,4397185.0,KRI,User_92,2024-10-03 16:14:00,data_modification,['EU'],IN,High,26,17,900,2405.0
ISSUE-1436,KEY-1436,Significant Number of Untracked Devices,Asset Inventory Accuracy,Closed,Reporter 3,Assignee 6,2023-02-04,2023-02-08 00:00:00.000000,4,39.93,Critical,HR,Steps to resolve Significant Number of Untracked Devices,900310.0,KPI,User_43,2023-02-04 20:47:00,login,['CN'],JP,Low,26,9,1163,740.0
ISSUE-1437,KEY-1437,High Frequency of Policy Violations,Management Oversight,Resolved,Reporter 7,Assignee 13,2023-03-09,2023-03-17 00:00:00.000000,8,68.31,Critical,Finance,Steps to resolve High Frequency of Policy Violations,2977370.0,KPI,User_23,2023-03-09 00:32:00,data_modification,['Unknown'],AU,Medium,26,18,1630,5687.5
ISSUE-1438,KEY-1438,Delayed Patching of Critical Vulnerabilities,Vulnerability Remediation,Closed,Reporter 5,Assignee 19,2023-07-15,2023-07-24 00:00:00.000000,9,138.23,Critical,Sales,Steps to resolve Delayed Patching of Critical Vulnerabilities,5008336.0,KPI,User_27,2023-07-15 15:41:00,file_access,['AU'],IN,Critical,31,17,1067,8633.0
ISSUE-1439,KEY-1439,Sudden Increase in Unfiltered Traffic,Network Security,Closed,Reporter 10,Assignee 6,2023-10-06,2023-10-14 00:00:00.000000,8,26.96,Critical,HR,Steps to resolve Sudden Increase in Unfiltered Traffic,873815.0,KPI,User_87,2023-10-06 14:30:00,file_access,['EU'],FR,Medium,26,12,900,6107.5
ISSUE-1440,KEY-1440,Critical Issues Not Detected in Last Penetration Test,Penetration Testing Effectiveness,Resolved,Reporter 1,Assignee 13,2024-06-30,2024-07-03 00:00:00.000000,3,49.1,Critical,IT,Steps to resolve Critical Issues Not Detected in Last Penetration Test,1319692.0,KPI,User_28,2024-06-30 02:34:00,login,['Unknown'],['Unknown'],Medium,27,12,1238,887.5
ISSUE-1441,KEY-1441,Newly Discovered Vulnerabilities in Core Systems,System Vulnerability,Open,Reporter 7,Assignee 10,2023-04-28,2024-11-07 19:53:43.863851,559,167.38,Critical,IT,Steps to resolve Newly Discovered Vulnerabilities in Core Systems,1753765.0,KPI,User_59,2023-04-28 00:04:00,data_modification,['IN'],JP,Low,26,9,2073,2407.5
ISSUE-1442,KEY-1442,Critical Issues Not Detected in Last Penetration Test,Penetration Testing Effectiveness,Open,Reporter 5,Assignee 7,2024-03-06,2024-11-07 19:53:43.863851,246,13.0,Critical,HR,Steps to resolve Critical Issues Not Detected in Last Penetration Test,658690.0,KPI,User_2,2024-03-06 18:12:00,file_access,['DE'],['DE'],Medium,26,18,900,3015.0
ISSUE-1443,KEY-1443,Supplier Network Breach Exposure,Procurement Security,Closed,Reporter 5,Assignee 14,2023-10-11,2023-10-15 00:00:00.000000,4,184.86,Critical,HR,Steps to resolve Supplier Network Breach Exposure,646580.0,KPI,User_98,2023-10-11 23:37:00,login,['IN'],JP,Critical,26,13,935,1994.0
