Issue ID,Issue Key,Issue Name,Issue Volume,Category,Severity,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Response Time Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Session Duration in Second,Num Files Accessed,Login Attempts,Data Transfer MB,Threat Score,Threat Level,Defense Action
ISSUE-0594,KEY-0594,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Low,In Progress,Reporter 9,Assignee 4,2024-10-26,2024-11-20 10:01:53.785164,25,83.35,Critical,Operations,Steps to resolve Non-Compliance with Data Protection Regulations,353737.5,KRI,User_58,2024-10-26 16:23:00,file_access,DE,DE,900,26,12,8970.0,20.77,Critical,Immediate Response
ISSUE-0595,KEY-0595,Supplier Security Compliance Gaps,1,Procurement Security,Medium,Open,Reporter 4,Assignee 17,2023-06-12,2024-11-20 10:01:53.785164,527,35.88,Critical,HR,Steps to resolve Supplier Security Compliance Gaps,1584077.5,KPI,User_89,2023-06-12 10:39:00,data_modification,Unknown,Unknown,900,26,15,2532.5,12.176000000000002,Critical,Immediate Response
ISSUE-0596,KEY-0596,Incomplete Risk Management Framework,1,Risk Management Maturity,High,Resolved,Reporter 6,Assignee 5,2023-11-25,2023-11-27 00:00:00.000000,2,34.79,Critical,IT,Steps to resolve Incomplete Risk Management Framework,2435315.0,KPI,User_88,2023-11-25 09:43:00,data_modification,AU,AU,1397,26,3,10691.0,12.058,Critical,Immediate Response
ISSUE-0597,KEY-0597,Weak Authentication Protocols,1,Access Control,Low,Closed,Reporter 9,Assignee 9,2024-07-05,2024-07-07 00:00:00.000000,2,77.92,Critical,Sales,Steps to resolve Weak Authentication Protocols,2251817.5,KPI,User_83,2024-07-05 12:15:00,login,IN,IN,900,26,6,540.0,19.284000000000002,Critical,Immediate Response
ISSUE-0598,KEY-0598,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Critical,Resolved,Reporter 5,Assignee 7,2024-10-30,2024-11-05 00:00:00.000000,6,68.37,Critical,IT,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,202574.0,KPI,User_32,2024-10-30 00:51:00,file_access,EU,CANADA,1028,26,17,1709.0,19.974,Critical,Immediate Response
ISSUE-0599,KEY-0599,Inadequate Firewall Configurations,1,Network Security,Medium,Resolved,Reporter 6,Assignee 9,2023-02-13,2023-02-23 00:00:00.000000,10,37.9,Critical,Finance,Steps to resolve Inadequate Firewall Configurations,1082947.5,KPI,User_23,2023-02-13 05:27:00,data_modification,AU,AU,900,26,9,3105.0,12.58,Critical,Immediate Response
ISSUE-0600,KEY-0600,Insufficient Access Control Measures,1,Control Effectiveness,Critical,Open,Reporter 4,Assignee 8,2023-02-14,2024-11-20 10:01:53.785164,645,18.02,Critical,Operations,Steps to resolve Insufficient Access Control Measures,1978541.0,KPI,User_14,2023-02-14 21:55:00,login,CN,CN,1505,26,17,815.0,10.104,Critical,Immediate Response
ISSUE-0601,KEY-0601,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Critical,Resolved,Reporter 3,Assignee 13,2024-03-07,2024-03-13 00:00:00.000000,6,62.52,Critical,Finance,Steps to resolve Increased Exposure due to Insufficient Data Encryption,378419.0,KRI,User_3,2024-03-07 19:52:00,login,AU,AU,900,26,10,1463.0,18.804000000000002,Critical,Immediate Response
ISSUE-0602,KEY-0602,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Critical,Resolved,Reporter 6,Assignee 1,2024-08-08,2024-08-09 00:00:00.000000,1,55.14,Critical,Finance,Steps to resolve Insufficient Coverage in Annual Risk Assessment,2341544.0,KPI,User_73,2024-08-08 23:01:00,data_modification,AU,AU,900,26,10,2390.0,17.128,Critical,Immediate Response
ISSUE-0603,KEY-0603,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,High,Resolved,Reporter 10,Assignee 16,2023-09-15,2023-09-19 00:00:00.000000,4,30.03,Critical,Legal,Steps to resolve Delayed Patching of Known Vulnerabilities,1517165.0,KPI,User_97,2023-09-15 07:51:00,data_modification,DE,JP,1327,28,10,611.0,11.706000000000001,Critical,Immediate Response
ISSUE-0604,KEY-0604,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Critical,Open,Reporter 2,Assignee 16,2024-03-18,2024-11-20 10:01:53.785164,247,61.73,Critical,Operations,Steps to resolve Increased Exposure due to Insufficient Data Encryption,890579.0,KRI,User_79,2024-03-18 08:45:00,login,CANADA,JP,968,39,21,2729.0,18.846,Critical,Immediate Response
ISSUE-0605,KEY-0605,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Medium,In Progress,Reporter 6,Assignee 8,2023-04-27,2024-11-20 10:01:53.785164,573,41.99,Critical,Operations,Steps to resolve Increased Exposure due to Insufficient Data Encryption,320520.0,KRI,User_5,2023-04-27 00:50:00,file_access,AU,AU,1448,26,6,5355.0,13.398000000000001,Critical,Immediate Response
ISSUE-0606,KEY-0606,Unauthorized Access Leading to Data Exposure,1,Data Breach,Critical,Closed,Reporter 6,Assignee 5,2023-09-29,2023-09-30 00:00:00.000000,1,92.57,Critical,Legal,Steps to resolve Unauthorized Access Leading to Data Exposure,2742956.0,KRI,User_48,2023-09-29 01:55:00,file_access,FR,FR,935,26,10,2207.0,24.614,Critical,Immediate Response
ISSUE-0607,KEY-0607,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Critical,Closed,Reporter 1,Assignee 4,2023-04-23,2023-04-26 00:00:00.000000,3,29.72,Critical,Legal,Steps to resolve Weak Cloud Storage Access Controls,586298.0,KRI,User_49,2023-04-23 11:04:00,login,Unknown,Unknown,900,26,21,2348.0,12.043999999999999,Critical,Immediate Response
ISSUE-0608,KEY-0608,Supplier Security Compliance Gaps,1,Procurement Security,Critical,Closed,Reporter 3,Assignee 15,2024-09-07,2024-09-08 00:00:00.000000,1,59.37,Critical,HR,Steps to resolve Supplier Security Compliance Gaps,839705.0,KPI,User_29,2024-09-07 12:38:00,login,Unknown,Unknown,900,35,13,8576.0,17.974000000000004,Critical,Immediate Response
ISSUE-0609,KEY-0609,Inadequate Firewall Configurations,1,Network Security,Medium,Open,Reporter 9,Assignee 20,2024-06-04,2024-11-20 10:01:53.785164,169,12.68,Critical,IT,Steps to resolve Inadequate Firewall Configurations,523705.0,KPI,User_73,2024-06-04 03:19:00,file_access,EU,EU,1716,26,6,1302.5,7.536,High,Lock Account & Alert
ISSUE-0610,KEY-0610,Detected Malware Infiltration in Internal Systems,1,Malware,Low,Open,Reporter 10,Assignee 2,2024-05-06,2024-11-20 10:01:53.785164,198,88.82,Critical,Legal,Steps to resolve Detected Malware Infiltration in Internal Systems,1443732.5,KRI,User_80,2024-05-06 22:26:00,file_access,Unknown,Unknown,900,26,18,3025.0,21.864,Critical,Immediate Response
ISSUE-0611,KEY-0611,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Low,Open,Reporter 3,Assignee 14,2023-11-16,2024-11-20 10:01:53.785164,370,2.0,Low,Finance,Steps to resolve Delayed Patching of Known Vulnerabilities,2209755.0,KPI,User_32,2023-11-16 07:54:00,login,JP,JP,900,26,18,5095.0,2.9,Low,Limit Data Transfer
ISSUE-0612,KEY-0612,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Critical,Resolved,Reporter 10,Assignee 14,2023-09-27,2023-10-04 00:00:00.000000,7,36.28,Critical,Finance,Steps to resolve Delayed Patching of Known Vulnerabilities,1636178.0,KPI,User_67,2023-09-27 23:02:00,login,JP,JP,2421,26,10,8786.0,13.556000000000001,Critical,Immediate Response
ISSUE-0613,KEY-0613,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Low,Resolved,Reporter 5,Assignee 13,2023-07-31,2023-08-03 00:00:00.000000,3,31.53,Critical,Operations,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,191640.0,KPI,User_5,2023-07-31 16:16:00,data_modification,Unknown,FR,900,26,15,1445.0,10.006,Critical,Immediate Response
ISSUE-0614,KEY-0614,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Low,Closed,Reporter 4,Assignee 9,2023-08-02,2023-08-12 00:00:00.000000,10,11.7,Critical,Finance,Steps to resolve Successful Phishing Attempt Targeting Executives,679462.5,KRI,User_73,2023-08-02 03:59:00,data_modification,EU,AU,913,26,9,7545.0,6.4399999999999995,Medium,Increase Monitoring
ISSUE-0615,KEY-0615,Outdated Operating System Components,1,System Vulnerability,Medium,Open,Reporter 10,Assignee 11,2023-04-16,2024-11-20 10:01:53.785164,584,46.19,Critical,Operations,Steps to resolve Outdated Operating System Components,1727945.0,KPI,User_5,2023-04-16 09:09:00,login,JP,JP,900,26,12,1017.5,14.238,Critical,Immediate Response
ISSUE-0616,KEY-0616,Inadequate Firewall Configurations,1,Network Security,Medium,Resolved,Reporter 2,Assignee 4,2024-05-23,2024-05-28 00:00:00.000000,5,30.64,Critical,Legal,Steps to resolve Inadequate Firewall Configurations,1311267.5,KPI,User_96,2024-05-23 22:43:00,login,USA,USA,1544,30,9,3275.0,10.928,Critical,Immediate Response
ISSUE-0617,KEY-0617,Detected Malware Infiltration in Internal Systems,1,Malware,Critical,In Progress,Reporter 6,Assignee 19,2024-04-08,2024-11-20 10:01:53.785164,226,62.54,Critical,IT,Steps to resolve Detected Malware Infiltration in Internal Systems,957185.0,KRI,User_26,2024-04-08 14:42:00,data_modification,AU,USA,900,26,21,6983.0,19.008000000000003,Critical,Immediate Response
ISSUE-0618,KEY-0618,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Medium,Open,Reporter 5,Assignee 2,2024-05-19,2024-11-20 10:01:53.785164,185,52.95,Critical,Finance,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,513217.5,KPI,User_54,2024-05-19 05:16:00,login,UK,UK,900,26,15,5755.0,15.590000000000002,Critical,Immediate Response
ISSUE-0619,KEY-0619,Detected Malware Infiltration in Internal Systems,1,Malware,Low,Closed,Reporter 7,Assignee 4,2024-05-28,2024-06-02 00:00:00.000000,5,31.21,Critical,Sales,Steps to resolve Detected Malware Infiltration in Internal Systems,1991047.5,KRI,User_39,2024-05-28 07:34:00,file_access,Unknown,JP,900,33,12,2325.0,10.142000000000001,Critical,Immediate Response
ISSUE-0620,KEY-0620,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Medium,Closed,Reporter 10,Assignee 7,2024-01-02,2024-01-03 00:00:00.000000,1,2.0,Low,Legal,Steps to resolve Successful Phishing Attempt Targeting Executives,1144662.5,KRI,User_25,2024-01-02 19:47:00,login,FR,FR,900,26,15,897.5,3.4,Low,Limit Data Transfer
ISSUE-0621,KEY-0621,Inadequate Firewall Configurations,1,Network Security,Critical,Resolved,Reporter 10,Assignee 7,2023-12-02,2023-12-12 00:00:00.000000,10,42.81,Critical,Operations,Steps to resolve Inadequate Firewall Configurations,339944.0,KPI,User_71,2023-12-02 20:25:00,file_access,JP,JP,900,26,6,3236.0,15.062000000000001,Critical,Immediate Response
ISSUE-0622,KEY-0622,Inadequate Firewall Configurations,1,Network Security,Medium,In Progress,Reporter 2,Assignee 14,2024-09-29,2024-11-20 10:01:53.785164,52,56.49,Critical,Legal,Steps to resolve Inadequate Firewall Configurations,2080760.0,KPI,User_35,2024-09-29 09:40:00,data_modification,JP,JP,900,27,12,3707.5,16.298000000000002,Critical,Immediate Response
ISSUE-0623,KEY-0623,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Low,In Progress,Reporter 9,Assignee 10,2024-07-15,2024-11-20 10:01:53.785164,128,80.39,Critical,HR,Steps to resolve Successful Phishing Attempt Targeting Executives,2480220.0,KRI,User_10,2024-07-15 06:57:00,file_access,JP,DE,1416,26,15,6320.0,20.178,Critical,Immediate Response
ISSUE-0624,KEY-0624,Insufficient Access Control Measures,1,Control Effectiveness,Critical,In Progress,Reporter 4,Assignee 12,2024-10-05,2024-11-20 10:01:53.785164,46,78.2,Critical,Legal,Steps to resolve Insufficient Access Control Measures,808142.0,KPI,User_11,2024-10-05 18:47:00,data_modification,IN,DE,1768,26,17,2756.0,22.14,Critical,Immediate Response
ISSUE-0625,KEY-0625,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Critical,Closed,Reporter 9,Assignee 10,2023-10-07,2023-10-08 00:00:00.000000,1,30.97,Critical,Operations,Steps to resolve Delayed Patching of Known Vulnerabilities,2968385.0,KPI,User_6,2023-10-07 02:51:00,file_access,IN,IN,900,26,10,5318.0,12.293999999999999,Critical,Immediate Response
ISSUE-0626,KEY-0626,Detected Malware Infiltration in Internal Systems,1,Malware,Critical,In Progress,Reporter 8,Assignee 16,2023-08-20,2024-11-20 10:01:53.785164,458,108.51,Critical,Finance,Steps to resolve Detected Malware Infiltration in Internal Systems,904775.0,KRI,User_28,2023-08-20 09:41:00,login,CANADA,CANADA,1017,26,13,3743.0,28.202,Critical,Immediate Response
ISSUE-0627,KEY-0627,Insufficient Access Control Measures,1,Control Effectiveness,Medium,Closed,Reporter 2,Assignee 19,2023-04-13,2023-04-14 00:00:00.000000,1,21.36,Critical,Sales,Steps to resolve Insufficient Access Control Measures,1310242.5,KPI,User_36,2023-04-13 06:09:00,data_modification,DE,DE,900,26,12,6695.0,8.872,High,Lock Account & Alert
ISSUE-0628,KEY-0628,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Low,Resolved,Reporter 3,Assignee 7,2023-05-15,2023-05-19 00:00:00.000000,4,38.11,Critical,IT,Steps to resolve Delayed Patching of Known Vulnerabilities,1012225.0,KPI,User_90,2023-05-15 22:22:00,data_modification,USA,USA,900,26,12,2790.0,11.522,Critical,Immediate Response
ISSUE-0629,KEY-0629,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Medium,Open,Reporter 10,Assignee 10,2024-10-18,2024-11-20 10:01:53.785164,33,41.98,Critical,Legal,Steps to resolve Access by Unauthorized Personnel Detected,268837.5,KRI,User_69,2024-10-18 16:40:00,data_modification,AU,AU,1611,26,6,1745.0,13.395999999999999,Critical,Immediate Response
ISSUE-0630,KEY-0630,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Critical,Closed,Reporter 10,Assignee 7,2023-04-18,2023-04-23 00:00:00.000000,5,17.46,Critical,IT,Steps to resolve Delayed Patching of Known Vulnerabilities,2785796.0,KPI,User_66,2023-04-18 13:33:00,data_modification,AU,DE,1042,26,13,4868.0,9.792000000000002,Critical,Immediate Response
ISSUE-0631,KEY-0631,Inadequate Firewall Configurations,1,Network Security,High,Open,Reporter 2,Assignee 7,2023-07-24,2024-11-20 10:01:53.785164,485,71.0,Critical,Sales,Steps to resolve Inadequate Firewall Configurations,1121696.0,KPI,User_15,2023-07-24 04:37:00,data_modification,FR,UK,1171,26,13,1625.0,20.1,Critical,Immediate Response
ISSUE-0632,KEY-0632,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Low,Resolved,Reporter 7,Assignee 12,2024-10-30,2024-11-02 00:00:00.000000,3,40.64,Critical,Operations,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1473450.0,KRI,User_42,2024-10-30 02:50:00,login,CN,CN,971,27,12,2080.0,11.828,Critical,Immediate Response
ISSUE-0633,KEY-0633,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Critical,Open,Reporter 6,Assignee 7,2023-02-02,2024-11-20 10:01:53.785164,657,2.0,Low,Finance,Steps to resolve Missing or Inaccurate Asset Records,1962656.0,KPI,User_28,2023-02-02 00:13:00,file_access,CANADA,CANADA,900,26,13,3062.0,5.3,Medium,Increase Monitoring
ISSUE-0634,KEY-0634,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Medium,In Progress,Reporter 4,Assignee 17,2024-06-22,2024-11-20 10:01:53.785164,151,88.23,Critical,IT,Steps to resolve Insufficient Coverage in Annual Risk Assessment,817922.5,KPI,User_23,2024-06-22 14:38:00,file_access,FR,FR,900,26,9,962.5,22.646,Critical,Immediate Response
ISSUE-0635,KEY-0635,Incomplete Risk Management Framework,1,Risk Management Maturity,Critical,Open,Reporter 5,Assignee 16,2023-01-22,2024-11-20 10:01:53.785164,668,89.76,Critical,Finance,Steps to resolve Incomplete Risk Management Framework,1253498.0,KPI,User_38,2023-01-22 07:07:00,login,UK,UK,1249,26,17,4457.0,24.452,Critical,Immediate Response
ISSUE-0636,KEY-0636,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Medium,Closed,Reporter 4,Assignee 17,2024-07-04,2024-07-12 00:00:00.000000,8,59.57,Critical,Legal,Steps to resolve Increased Exposure due to Insufficient Data Encryption,658820.0,KRI,User_44,2024-07-04 21:11:00,file_access,Unknown,Unknown,900,33,18,817.5,16.914,Critical,Immediate Response
ISSUE-0637,KEY-0637,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Medium,Open,Reporter 9,Assignee 13,2024-01-21,2024-11-20 10:01:53.785164,304,68.68,Critical,IT,Steps to resolve Missing or Inaccurate Asset Records,1526907.5,KPI,User_31,2024-01-21 15:21:00,file_access,UK,UK,1165,27,9,5247.5,18.736000000000004,Critical,Immediate Response
ISSUE-0638,KEY-0638,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Low,In Progress,Reporter 8,Assignee 7,2023-05-18,2024-11-20 10:01:53.785164,552,45.38,Critical,HR,Steps to resolve Successful Phishing Attempt Targeting Executives,2023305.0,KRI,User_50,2023-05-18 21:06:00,file_access,JP,JP,1743,27,21,3525.0,13.176,Critical,Immediate Response
ISSUE-0639,KEY-0639,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Medium,In Progress,Reporter 8,Assignee 1,2023-10-28,2024-11-20 10:01:53.785164,389,58.0,Critical,IT,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1563737.5,KPI,User_98,2023-10-28 21:17:00,file_access,IN,EU,1821,26,21,1362.5,16.6,Critical,Immediate Response
ISSUE-0640,KEY-0640,Insufficient Access Control Measures,1,Control Effectiveness,High,Open,Reporter 5,Assignee 12,2023-06-06,2024-11-20 10:01:53.785164,533,49.47,Critical,Sales,Steps to resolve Insufficient Access Control Measures,872456.0,KPI,User_69,2023-06-06 12:47:00,data_modification,USA,USA,1113,26,10,581.0,15.794,Critical,Immediate Response
ISSUE-0641,KEY-0641,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,High,In Progress,Reporter 9,Assignee 7,2023-10-08,2024-11-20 10:01:53.785164,409,79.39,Critical,IT,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,941924.0,KRI,User_11,2023-10-08 12:13:00,login,DE,DE,900,26,13,998.0,21.778,Critical,Immediate Response
ISSUE-0642,KEY-0642,Insufficient Access Control Measures,1,Control Effectiveness,Critical,In Progress,Reporter 5,Assignee 19,2024-04-18,2024-11-20 10:01:53.785164,216,39.17,Critical,Finance,Steps to resolve Insufficient Access Control Measures,510680.0,KPI,User_64,2024-04-18 00:40:00,file_access,JP,JP,2438,28,13,1358.0,14.334,Critical,Immediate Response
ISSUE-0643,KEY-0643,Weak Authentication Protocols,1,Access Control,Critical,Closed,Reporter 9,Assignee 17,2023-02-22,2023-02-23 00:00:00.000000,1,94.43,Critical,IT,Steps to resolve Weak Authentication Protocols,246221.0,KPI,User_63,2023-02-22 10:50:00,file_access,CANADA,CANADA,900,26,10,1676.0,24.986000000000004,Critical,Immediate Response
ISSUE-0644,KEY-0644,Weak Authentication Protocols,1,Access Control,Critical,Open,Reporter 7,Assignee 16,2023-02-12,2024-11-20 10:01:53.785164,647,17.87,Critical,IT,Steps to resolve Weak Authentication Protocols,465635.0,KPI,User_91,2023-02-12 05:17:00,file_access,Unknown,Unknown,991,26,17,10166.0,10.074,Critical,Immediate Response
ISSUE-0645,KEY-0645,Access by Unauthorized Personnel Detected,1,Unauthorized Access,High,Closed,Reporter 3,Assignee 3,2024-06-20,2024-06-28 00:00:00.000000,8,38.81,Critical,Legal,Steps to resolve Access by Unauthorized Personnel Detected,2465687.0,KRI,User_35,2024-06-20 04:29:00,data_modification,AU,AU,900,28,13,3467.0,13.662,Critical,Immediate Response
ISSUE-0646,KEY-0646,Weak Cloud Storage Access Controls,1,Cloud Security Posture,High,Open,Reporter 10,Assignee 11,2023-10-14,2024-11-20 10:01:53.785164,403,57.22,Critical,Finance,Steps to resolve Weak Cloud Storage Access Controls,719450.0,KRI,User_19,2023-10-14 13:12:00,login,EU,USA,1711,26,21,3023.0,17.344,Critical,Immediate Response
ISSUE-0647,KEY-0647,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Critical,Closed,Reporter 6,Assignee 20,2023-07-08,2023-07-14 00:00:00.000000,6,59.9,Critical,Sales,Steps to resolve High-Volume Distributed Denial-of-Service Attack,2938532.0,KRI,User_5,2023-07-08 15:11:00,file_access,Unknown,CANADA,1679,46,13,5423.0,18.28,Critical,Immediate Response
ISSUE-0648,KEY-0648,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Critical,Open,Reporter 3,Assignee 14,2023-08-21,2024-11-20 10:01:53.785164,457,14.33,Critical,Operations,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1527569.0,KRI,User_85,2023-08-21 21:58:00,data_modification,FR,FR,900,26,17,9176.0,9.366,Critical,Immediate Response
ISSUE-0649,KEY-0649,Access by Unauthorized Personnel Detected,1,Unauthorized Access,High,Closed,Reporter 3,Assignee 9,2024-09-05,2024-09-15 00:00:00.000000,10,15.93,Critical,Finance,Steps to resolve Access by Unauthorized Personnel Detected,2732957.0,KRI,User_51,2024-09-05 13:39:00,file_access,CANADA,CANADA,1744,26,13,815.0,9.086,Critical,Immediate Response
ISSUE-0650,KEY-0650,Inconsistent Review of Security Policies,1,Management Oversight,Low,Closed,Reporter 7,Assignee 11,2024-05-27,2024-06-04 00:00:00.000000,8,25.71,Critical,Legal,Steps to resolve Inconsistent Review of Security Policies,845232.5,KPI,User_74,2024-05-27 16:57:00,file_access,EU,EU,900,26,15,2420.0,9.242,Critical,Immediate Response
ISSUE-0651,KEY-0651,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,High,In Progress,Reporter 6,Assignee 4,2023-04-15,2024-11-20 10:01:53.785164,585,77.02,Critical,Legal,Steps to resolve Insufficient Coverage in Annual Risk Assessment,672641.0,KPI,User_61,2023-04-15 08:04:00,file_access,UK,UK,1631,26,13,2111.0,21.304,Critical,Immediate Response
ISSUE-0652,KEY-0652,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Critical,In Progress,Reporter 1,Assignee 9,2023-12-24,2024-11-20 10:01:53.785164,332,15.55,Critical,Legal,Steps to resolve Increased Exposure due to Insufficient Data Encryption,502199.0,KRI,User_84,2023-12-24 05:24:00,file_access,CN,CN,2375,26,10,2207.0,9.61,Critical,Immediate Response
ISSUE-0653,KEY-0653,Supplier Security Compliance Gaps,1,Procurement Security,Critical,Open,Reporter 2,Assignee 10,2023-10-29,2024-11-20 10:01:53.785164,388,87.6,Critical,Sales,Steps to resolve Supplier Security Compliance Gaps,2780747.0,KPI,User_72,2023-10-29 10:30:00,login,FR,FR,900,26,10,1070.0,24.02,Critical,Immediate Response
ISSUE-0654,KEY-0654,Inconsistent Review of Security Policies,1,Management Oversight,Low,Open,Reporter 7,Assignee 15,2024-03-20,2024-11-20 10:01:53.785164,245,43.04,Critical,Sales,Steps to resolve Inconsistent Review of Security Policies,2492562.5,KPI,User_50,2024-03-20 22:37:00,file_access,JP,IN,900,26,12,3800.0,12.708,Critical,Immediate Response
ISSUE-0655,KEY-0655,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Low,Resolved,Reporter 1,Assignee 8,2023-11-04,2023-11-13 00:00:00.000000,9,46.3,Critical,Legal,Steps to resolve Increased Exposure due to Insufficient Data Encryption,725965.0,KRI,User_66,2023-11-04 12:36:00,file_access,AU,AU,1083,26,18,3280.0,13.36,Critical,Immediate Response
ISSUE-0656,KEY-0656,High-Volume Distributed Denial-of-Service Attack,1,DDOS,High,In Progress,Reporter 7,Assignee 4,2024-10-31,2024-11-20 10:01:53.785164,20,26.47,Critical,Finance,Steps to resolve High-Volume Distributed Denial-of-Service Attack,337775.0,KRI,User_66,2024-10-31 18:15:00,data_modification,Unknown,Unknown,2093,26,21,6263.0,11.194,Critical,Immediate Response
ISSUE-0657,KEY-0657,Inadequate Firewall Configurations,1,Network Security,Critical,Closed,Reporter 9,Assignee 1,2024-04-05,2024-04-07 00:00:00.000000,2,70.18,Critical,Sales,Steps to resolve Inadequate Firewall Configurations,746798.0,KPI,User_26,2024-04-05 05:55:00,data_modification,CN,CN,900,26,10,2303.0,20.136000000000003,Critical,Immediate Response
ISSUE-0658,KEY-0658,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Medium,Resolved,Reporter 4,Assignee 8,2023-04-20,2023-04-27 00:00:00.000000,7,29.76,Critical,HR,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1048922.5,KPI,User_64,2023-04-20 14:45:00,file_access,AU,AU,1350,26,15,1270.0,10.752000000000002,Critical,Immediate Response
ISSUE-0659,KEY-0659,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Low,Closed,Reporter 1,Assignee 7,2024-06-17,2024-06-19 00:00:00.000000,2,48.44,Critical,Finance,Steps to resolve High-Volume Distributed Denial-of-Service Attack,403880.0,KRI,User_31,2024-06-17 11:05:00,login,EU,EU,1996,26,9,10435.0,13.388,Critical,Immediate Response
ISSUE-0660,KEY-0660,Detected Malware Infiltration in Internal Systems,1,Malware,Low,Open,Reporter 1,Assignee 9,2023-07-14,2024-11-20 10:01:53.785164,495,37.71,Critical,HR,Steps to resolve Detected Malware Infiltration in Internal Systems,1121672.5,KRI,User_84,2023-07-14 00:20:00,login,FR,DE,1033,26,9,1312.5,11.642000000000001,Critical,Immediate Response
ISSUE-0661,KEY-0661,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Medium,Open,Reporter 2,Assignee 17,2023-10-11,2024-11-20 10:01:53.785164,406,67.49,Critical,Finance,Steps to resolve Increased Exposure due to Insufficient Data Encryption,662487.5,KRI,User_38,2023-10-11 19:56:00,data_modification,USA,Unknown,947,26,9,3480.0,18.497999999999998,Critical,Immediate Response
ISSUE-0662,KEY-0662,Detected Malware Infiltration in Internal Systems,1,Malware,High,Open,Reporter 8,Assignee 3,2023-09-08,2024-11-20 10:01:53.785164,439,61.04,Critical,Legal,Steps to resolve Detected Malware Infiltration in Internal Systems,198284.0,KRI,User_15,2023-09-08 16:36:00,file_access,EU,EU,1728,26,35,3167.0,18.108,Critical,Immediate Response
ISSUE-0663,KEY-0663,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Medium,Resolved,Reporter 10,Assignee 14,2023-11-13,2023-11-14 00:00:00.000000,1,47.25,Critical,HR,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1482650.0,KPI,User_60,2023-11-13 14:19:00,file_access,USA,USA,1235,26,9,1597.5,14.05,Critical,Immediate Response
ISSUE-0664,KEY-0664,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Low,Resolved,Reporter 1,Assignee 7,2023-05-21,2023-05-24 00:00:00.000000,3,40.82,Critical,Sales,Steps to resolve Successful Phishing Attempt Targeting Executives,852595.0,KRI,User_35,2023-05-21 13:32:00,data_modification,CANADA,USA,900,26,9,2855.0,11.863999999999999,Critical,Immediate Response
